Date,Team,Opponent,Team Score,Opponent Score
12/1/2016,Col Charleston,Navy,70,64
12/1/2016,ETSU,Lees-McRae,85,80
12/1/2016,Oakland,Oral Roberts,92,64
12/1/2016,Seton Hall,Columbia,95,71
12/1/2016,SE Missouri St,Cent Arkansas,87,63
12/1/2016,Lipscomb,Tennessee Tech,104,85
12/1/2016,Texas St,Panhandle St,75,44
12/1/2016,South Florida,Troy,80,74
12/1/2016,Arkansas,SF Austin,78,62
12/1/2016,Mississippi St,Oregon St,74,57
12/1/2016,Utah,Montana St,92,84
12/1/2016,Cincinnati,Iowa St,55,54
12/1/2016,Seattle,Northwest WA,82,65
12/1/2016,Santa Barbara,Sonoma St,75,51
12/1/2016,Pacific,CS Sacramento,74,58
12/1/2016,Cal Poly SLO,UT San Antonio,59,47
12/1/2016,Monmouth NJ,Quinnipiac,91,72
12/1/2016,Florida,North Florida,91,60
12/1/2016,Northwestern LA,LSU Shreveport,88,74
12/1/2016,NC Central,S Wesleyan,92,55
12/2/2016,Duquesne,Pittsburgh,64,55
12/2/2016,Kent,Grambling,86,57
12/2/2016,Iona,St Peter's,79,65
12/2/2016,Marist,Niagara,72,66
12/2/2016,Canisius,Manhattan,77,76
12/2/2016,Citadel,Colgate,108,101
12/2/2016,N Dakota St,NC A&T,85,67
12/2/2016,Indiana,Edwardsville,83,60
12/2/2016,SC Upstate,Campbell,80,73
12/2/2016,Delaware,Delaware St,64,49
12/2/2016,SMU,CS Bakersfield,49,43
12/2/2016,St John's,Tulane,95,75
12/2/2016,Texas,Alabama,77,68
12/2/2016,San Francisco,Lamar,82,63
12/3/2016,Arkansas,Austin Peay,99,62
12/3/2016,Auburn,UAB,74,70
12/3/2016,Missouri,WKU,59,56
12/3/2016,Tennessee,Georgia Tech,81,58
12/3/2016,Wisconsin,Oklahoma,90,70
12/3/2016,Maryland,Oklahoma St,71,70
12/3/2016,Michigan,Kennesaw,82,55
12/3/2016,Michigan St,Oral Roberts,80,76
12/3/2016,Northwestern,DePaul,80,64
12/3/2016,Ohio St,F Dickinson,70,62
12/3/2016,NC State,Boston Univ,77,73
12/3/2016,Syracuse,North Florida,77,71
12/3/2016,Charlotte,Oregon St,69,66
12/3/2016,San Diego,Northern Arizona,80,65
12/3/2016,MTSU,South Alabama,67,55
12/3/2016,TCU,Arkansas St,77,54
12/3/2016,ULL,McNeese St,92,72
12/3/2016,Chattanooga,ULM,79,52
12/3/2016,Kansas St,St Louis,84,53
12/3/2016,CS Northridge,Idaho St,79,76
12/3/2016,G Washington,South Florida,68,67
12/3/2016,Houston,Prairie View,105,61
12/3/2016,Abilene Chr,Charleston So,85,82
12/3/2016,Gardner Webb,VMI,86,68
12/3/2016,Drexel,High Point,78,72
12/3/2016,UNC Greensboro,Liberty,72,65
12/3/2016,Dayton,Winthrop,83,67
12/3/2016,George Mason,Mercer,79,68
12/3/2016,Creighton,Akron,82,70
12/3/2016,C Michigan,Ark Pine Bluff,82,59
12/3/2016,Ohio,Bryant,79,53
12/3/2016,Siena,Fairfield,80,73
12/3/2016,E Kentucky,Marshall,89,80
12/3/2016,Tennessee Tech,Alabama A&M,79,74
12/3/2016,S Dakota St,Missouri KC,77,68
12/3/2016,S Illinois,TX Southern,74,70
12/3/2016,Air Force,Missouri St,83,70
12/3/2016,Indiana St,Utah St,62,61
12/3/2016,Evansville,Boise St,72,67
12/3/2016,Fresno St,Drake,78,76
12/3/2016,Harvard,Fordham,64,52
12/3/2016,Youngstown St,Oberlin,87,72
12/3/2016,Binghamton,St Francis PA,73,70
12/3/2016,New Hampshire,Holy Cross,56,53
12/3/2016,Loyola MD,Mt St Mary's,64,57
12/3/2016,Brown,Central Conn,75,58
12/3/2016,Incarnate Word,Long Island,90,79
12/3/2016,Louisiana Tech,SE Louisiana,88,59
12/3/2016,Old Dominion,Towson,60,58
12/3/2016,UNC Wilmington,Pfeiffer,126,113
12/3/2016,Wake Forest,Richmond,75,67
12/3/2016,Cleveland St,Bethune-Cookman,73,62
12/3/2016,UCLA,Kentucky,97,92
12/3/2016,Mississippi,Memphis,85,77
12/3/2016,Nebraska,South Dakota,73,61
12/3/2016,Boston College,Dartmouth,88,70
12/3/2016,UCF,Massachusetts,65,62
12/3/2016,Villanova,St Joseph's PA,88,57
12/3/2016,Hartford,Sacred Heart,87,79
12/3/2016,Stetson,Florida Col,101,69
12/3/2016,NE Omaha,Iowa,98,89
12/3/2016,West Virginia,Virginia,66,57
12/3/2016,UNC Asheville,Coastal Car,79,77
12/3/2016,Texas Tech,Rice,85,84
12/3/2016,IUPUI,Ball St,73,62
12/3/2016,La Salle,Bucknell,83,73
12/3/2016,Yale,Albany NY,59,55
12/3/2016,NJIT,MA Lowell,75,74
12/3/2016,Lehigh,Robert Morris,64,58
12/3/2016,IPFW,Miami OH,87,71
12/3/2016,Illinois,VA Commonwealth,64,46
12/3/2016,UT Arlington,North Texas,77,61
12/3/2016,Citadel,SC Upstate,97,92
12/3/2016,Chicago St,W Illinois,83,76
12/3/2016,Kansas,Stanford,89,74
12/3/2016,W Carolina,Appalachian St,58,53
12/3/2016,Baylor,Xavier,76,61
12/3/2016,California,Alcorn St,83,59
12/3/2016,Ark Little Rock,Tulsa,72,62
12/3/2016,N Colorado,N New Mexico,97,73
12/3/2016,Oakland,Southern Utah,78,68
12/3/2016,Furman,Navy,79,46
12/3/2016,St Bonaventure,Buffalo,90,84
12/3/2016,Loyola-Chicago,San Diego St,65,59
12/3/2016,Army,St Francis NY,76,56
12/3/2016,Butler,Cent Arkansas,82,58
12/3/2016,Providence,Rhode Island,63,60
12/3/2016,East Carolina,NC Central,69,56
12/3/2016,Campbell,Colgate,73,71
12/3/2016,James Madison,Longwood,71,59
12/3/2016,Tennessee St,Lipscomb,72,71
12/3/2016,Wichita St,Colorado St,82,67
12/3/2016,Duke,Maine,94,55
12/3/2016,Gonzaga,Arizona,69,62
12/3/2016,Penn St,Wright St,72,50
12/3/2016,New Orleans,Washington St,70,54
12/3/2016,Wyoming,Northern Iowa,81,73
12/3/2016,N Kentucky,Norfolk St,72,61
12/3/2016,Stony Brook,Northeastern,77,75
12/3/2016,Minnesota,Vanderbilt,56,52
12/3/2016,Purdue,Morehead St,90,56
12/3/2016,Rutgers,Morgan St,72,58
12/3/2016,Temple,Penn,70,62
12/3/2016,WI Green Bay,Toledo,78,77
12/3/2016,Howard,American Univ,71,54
12/3/2016,Hofstra,FL Atlantic,88,80
12/3/2016,Portland St,UTRGV,87,74
12/3/2016,USC,BYU,91,84
12/3/2016,Arizona St,UNLV,97,73
12/3/2016,Belmont,Pepperdine,85,77
12/3/2016,CS Sacramento,UC Merced,81,54
12/3/2016,Murray St,Detroit,86,76
12/3/2016,Illinois St,New Mexico,79,74
12/3/2016,Nevada,Bradley,91,69
12/3/2016,Louisville,Grand Canyon,79,70
12/3/2016,CS Fullerton,Pacific,78,77
12/3/2016,Montana,WI Milwaukee,75,69
12/3/2016,Denver,Weber St,57,55
12/3/2016,New Mexico St,Long Beach St,93,85
12/3/2016,Northwestern LA,UTEP,79,67
12/3/2016,Utah Valley,UT San Antonio,75,71
12/3/2016,Colorado,Portland,76,63
12/3/2016,San Jose St,Santa Clara,55,40
12/3/2016,Idaho,UC Davis,68,66
12/3/2016,Cal Poly SLO,TAM C. Christi,82,70
12/3/2016,UMBC,Messiah,98,59
12/3/2016,SF Austin,Centenary,90,59
12/3/2016,Southern Univ,Florida A&M,83,71
12/3/2016,Hampton,William & Mary,79,69
12/3/2016,Miami FL,Wofford,74,57
12/3/2016,Oregon,Savannah St,128,59
12/3/2016,Sam Houston St,LSU Shreveport,91,59
12/4/2016,South Carolina,Florida Intl,70,54
12/4/2016,Clemson,Coppin St,85,43
12/4/2016,North Carolina,Radford,95,50
12/4/2016,Notre Dame,NC A&T,107,53
12/4/2016,FL Gulf Coast,Ga Southern,85,82
12/4/2016,SMU,Delaware St,74,60
12/4/2016,St Peter's,Manhattan,84,70
12/4/2016,Quinnipiac,Marist,77,63
12/4/2016,Monmouth NJ,Canisius,94,88
12/4/2016,Niagara,Iona,74,58
12/4/2016,TN Martin,Boyce,108,64
12/4/2016,Col Charleston,Davidson,76,61
12/4/2016,SC Upstate,Colgate,71,65
12/4/2016,Jackson St,Southern Miss,75,64
12/4/2016,Georgetown,Elon,77,74
12/4/2016,Marquette,Georgia,89,79
12/4/2016,Campbell,Citadel,97,91
12/4/2016,Florida St,G Washington,67,48
12/4/2016,E Washington,Seattle,93,88
12/4/2016,ETSU,Limestone,85,57
12/4/2016,E Illinois,IL Chicago,90,76
12/4/2016,Mississippi St,Georgia St,82,60
12/4/2016,Tennessee Tech,Crowley's Ridge,98,51
12/4/2016,Indiana,SE Missouri St,83,55
12/4/2016,Troy,Alabama St,83,65
12/4/2016,Cincinnati,Bowling Green,85,56
12/4/2016,Samford,Jacksonville St,81,77
12/5/2016,Texas A&M,TAM C. Christi,86,69
12/5/2016,WI Milwaukee,Montana St,83,78
12/5/2016,CS Bakersfield,Northern Arizona,81,47
12/5/2016,Rider,Siena,71,69
12/5/2016,Louisiana Tech,Alcorn St,98,65
12/5/2016,St John's,CS Northridge,76,70
12/5/2016,Iowa,Stetson,95,68
12/5/2016,Connecticut,Syracuse,52,50
12/5/2016,Coastal Car,Piedmont Bap,100,63
12/5/2016,Jacksonville,Bethune-Cookman,76,66
12/5/2016,Lafayette,St Francis NY,74,72
12/5/2016,UNC Greensboro,Mars Hill,108,56
12/5/2016,UT Arlington,UT Dallas,99,49
12/5/2016,Iowa St,NE Omaha,91,47
12/5/2016,Wyoming,Colorado Chr,67,60
12/5/2016,Boise St,Loy Marymount,80,79
12/5/2016,Portland,UTRGV,90,89
12/5/2016,MD E Shore,Central Penn,87,74
12/5/2016,Grambling,Tougaloo,105,90
12/6/2016,Missouri,Miami OH,81,55
12/6/2016,Tennessee,Presbyterian,90,50
12/6/2016,Vanderbilt,High Point,90,63
12/6/2016,Florida St,Southern Miss,98,49
12/6/2016,Miami FL,S Carolina St,82,46
12/6/2016,Virginia,East Carolina,76,53
12/6/2016,Furman,Liberty,61,58
12/6/2016,Winthrop,Greensboro,106,63
12/6/2016,Chattanooga,Marshall,96,85
12/6/2016,Evansville,Bowling Green,69,66
12/6/2016,C Michigan,WI Green Bay,107,97
12/6/2016,Bucknell,Fairfield,75,64
12/6/2016,Morgan St,Manhattan,85,82
12/6/2016,Monmouth NJ,Wagner,81,71
12/6/2016,Belmont,Lipscomb,78,76
12/6/2016,Wichita St,St Louis,75,45
12/6/2016,Robert Morris,Duquesne,64,60
12/6/2016,St Bonaventure,Hofstra,81,75
12/6/2016,NC Central,Long Island,79,56
12/6/2016,Providence,Brown,95,57
12/6/2016,Arkansas,Houston,84,72
12/6/2016,Illinois,IUPUI,85,77
12/6/2016,Michigan St,Youngstown St,77,57
12/6/2016,FL Atlantic,Ohio St,79,77
12/6/2016,Purdue,Arizona St,97,64
12/6/2016,Rutgers,Central Conn,79,37
12/6/2016,Wake Forest,Charlotte,91,74
12/6/2016,UNC Asheville,Elon,78,67
12/6/2016,Wofford,UVA-Wise,116,56
12/6/2016,Ball St,Bradley,80,63
12/6/2016,Dayton,St Joseph's IN,91,59
12/6/2016,Villanova,La Salle,89,79
12/6/2016,Rhode Island,Old Dominion,51,39
12/6/2016,Sacred Heart,MA Lowell,91,82
12/6/2016,Stony Brook,Lehigh,62,57
12/6/2016,Navy,Bryant,76,74
12/6/2016,Harvard,Northeastern,86,80
12/6/2016,California,Princeton,62,51
12/6/2016,New Hampshire,American Univ,80,70
12/6/2016,Marquette,Fresno St,84,81
12/6/2016,Minnesota,NJIT,74,68
12/6/2016,Utah,Utah Valley,87,80
12/6/2016,Kansas,Missouri KC,105,62
12/6/2016,Kansas St,Prairie View,74,55
12/6/2016,DePaul,Lamar,80,61
12/6/2016,Michigan,Texas,53,50
12/6/2016,Notre Dame,IPFW,87,72
12/6/2016,Colorado St,Arkansas-FS,93,69
12/6/2016,Utah St,MT-Great Falls,84,51
12/6/2016,Duke,Florida,84,74
12/6/2016,Seton Hall,Hawaii,68,57
12/6/2016,Arizona,UC Irvine,79,57
12/6/2016,San Francisco,S Francisco St,91,59
12/7/2016,Texas A&M,Denver,80,58
12/7/2016,Pittsburgh,Buffalo,84,79
12/7/2016,Virginia Tech,MD E Shore,75,59
12/7/2016,San Diego,CS Fullerton,82,75
12/7/2016,BYU,Weber St,77,66
12/7/2016,Long Beach St,Pepperdine,75,66
12/7/2016,ULL,Loyola NO,94,60
12/7/2016,West Virginia,W Carolina,90,37
12/7/2016,North Dakota,N Dakota St,74,56
12/7/2016,Mercer,Oglethorpe,98,41
12/7/2016,Akron,Coppin St,87,63
12/7/2016,Kent,Niagara,100,72
12/7/2016,Albany NY,Marist,78,66
12/7/2016,Iona,F Dickinson,90,73
12/7/2016,Quinnipiac,Hartford,99,79
12/7/2016,E Kentucky,Jacksonville,80,76
12/7/2016,Northern Iowa,S Dakota St,86,58
12/7/2016,Loyola-Chicago,Wright St,77,64
12/7/2016,Maine,Holy Cross,55,53
12/7/2016,Towson,Loyola MD,70,53
12/7/2016,UAB,SF Austin,84,73
12/7/2016,Wisconsin,Idaho St,78,44
12/7/2016,George Mason,Penn St,85,66
12/7/2016,Louisville,S Illinois,74,51
12/7/2016,Harvard,Boston College,74,66
12/7/2016,Georgia Tech,VA Commonwealth,76,73
12/7/2016,Tulsa,Illinois St,70,68
12/7/2016,Gardner Webb,Hampton,69,63
12/7/2016,Citadel,Toccoa Falls,144,94
12/7/2016,Toledo,Detroit,73,65
12/7/2016,Cleveland St,W Michigan,85,62
12/7/2016,N Kentucky,E Illinois,80,70
12/7/2016,Indiana St,Butler,72,71
12/7/2016,Binghamton,Colgate,73,64
12/7/2016,UMBC,Mt St Mary's,78,70
12/7/2016,Vermont,Dartmouth,73,58
12/7/2016,Army,Air Force,79,71
12/7/2016,Seton Hall,California,60,57
12/7/2016,G Washington,Temple,66,63
12/7/2016,Missouri St,SE Missouri St,79,71
12/7/2016,Canisius,Boston Univ,87,77
12/7/2016,St Francis NY,Mt St Vincent,69,51
12/7/2016,Kentucky,Valparaiso,87,63
12/7/2016,Creighton,Nebraska,77,62
12/7/2016,UTRGV,Texas St,72,61
12/7/2016,Oklahoma,Oral Roberts,92,66
12/7/2016,SMU,TCU,74,59
12/7/2016,Tulane,Southern Univ,84,75
12/7/2016,Stetson,Edwardsville,80,72
12/7/2016,Penn,Lafayette,81,52
12/7/2016,Maryland,Howard,79,56
12/7/2016,North Carolina,Davidson,83,74
12/7/2016,Colorado,Xavier,68,66
12/7/2016,Texas Tech,UT San Antonio,87,50
12/7/2016,Montana,San Jose St,81,62
12/7/2016,South Dakota,Montana St,74,57
12/7/2016,Grand Canyon,San Diego St,76,72
12/7/2016,New Mexico,UTEP,78,77
12/7/2016,Princeton,Hawaii,75,62
12/7/2016,Washington St,Idaho,61,48
12/7/2016,Gonzaga,Washington,98,71
12/7/2016,Incarnate Word,TX Lutheran,78,71
12/7/2016,Houston Bap,St Peter's,62,47
12/8/2016,MTSU,Vanderbilt,71,48
12/8/2016,Massachusetts,Pacific,72,48
12/8/2016,UT Arlington,St Mary's CA,65,51
12/8/2016,Yale,Sacred Heart,66,52
12/8/2016,St John's,Fordham,90,62
12/8/2016,Ark Little Rock,Ark Pine Bluff,67,52
12/8/2016,Iowa,Iowa St,78,64
12/8/2016,North Texas,Delaware St,73,40
12/8/2016,Florida St,Nicholls St,118,63
12/8/2016,E Washington,MT-Great Falls,103,76
12/8/2016,Loy Marymount,Southern Utah,75,68
12/9/2016,FL Gulf Coast,Siena,73,69
12/9/2016,Hartford,Boston College,65,63
12/9/2016,Wake Forest,UNC Greensboro,78,75
12/9/2016,Navy,Columbia,69,54
12/9/2016,Brown,Emerson,90,58
12/9/2016,Minnesota,Ga Southern,86,49
12/9/2016,UC Irvine,Pomona Pitzer,80,53
12/9/2016,TAM C. Christi,St Mary's TX,77,67
12/9/2016,Grambling,Selma AL,103,53
12/9/2016,Creighton,Longwood,113,58
12/10/2016,Clemson,Mercer,90,47
12/10/2016,NC State,Tennessee St,67,55
12/10/2016,Syracuse,Boston Univ,99,77
12/10/2016,Kansas St,Washington St,70,56
12/10/2016,Rider,Pacific,73,66
12/10/2016,Loy Marymount,CS Northridge,69,68
12/10/2016,Gonzaga,Akron,61,43
12/10/2016,Stetson,South Alabama,87,78
12/10/2016,ULL,Louisiana Tech,91,83
12/10/2016,West Virginia,VMI,90,55
12/10/2016,S Dakota St,Idaho,80,77
12/10/2016,Northern Iowa,North Dakota,78,70
12/10/2016,UCF,MD E Shore,76,58
12/10/2016,Tulane,Southern Miss,71,64
12/10/2016,Memphis,UAB,62,55
12/10/2016,Butler,Cincinnati,75,65
12/10/2016,Radford,Elon,68,56
12/10/2016,Dayton,ETSU,75,61
12/10/2016,Buffalo,Coppin St,87,52
12/10/2016,Kent,NJIT,87,71
12/10/2016,Iona,Ohio,79,75
12/10/2016,Marshall,Toledo,111,105
12/10/2016,Jacksonville,Marist,85,64
12/10/2016,Monmouth NJ,Army,81,71
12/10/2016,Manhattan,Fordham,60,53
12/10/2016,Canisius,St Francis NY,91,81
12/10/2016,Niagara,Norfolk St,65,61
12/10/2016,IPFW,Austin Peay,98,58
12/10/2016,E Illinois,W Illinois,63,49
12/10/2016,Lipscomb,Morehead St,98,84
12/10/2016,Evansville,Murray St,78,46
12/10/2016,Illinois St,TN Martin,74,57
12/10/2016,Denver,Air Force,77,65
12/10/2016,Valparaiso,Missouri St,84,81
12/10/2016,Loyola-Chicago,WI Milwaukee,72,56
12/10/2016,Jackson St,Drake,68,63
12/10/2016,Bradley,Chicago St,83,48
12/10/2016,G Washington,Howard,79,62
12/10/2016,George Mason,Penn,79,60
12/10/2016,VA Commonwealth,Old Dominion,67,64
12/10/2016,Maine,Dartmouth,73,68
12/10/2016,Towson,F Dickinson,90,87
12/10/2016,Rice,SF Austin,70,63
12/10/2016,Temple,DePaul,74,65
12/10/2016,Arizona,Missouri,79,60
12/10/2016,Maryland,St Peter's,66,56
12/10/2016,Villanova,Notre Dame,74,66
12/10/2016,Bowling Green,Detroit,74,61
12/10/2016,Providence,Massachusetts,75,69
12/10/2016,South Dakota,CS Sacramento,72,56
12/10/2016,W Michigan,James Madison,74,67
12/10/2016,Northeastern,Vermont,59,57
12/10/2016,Wagner,Morgan St,68,66
12/10/2016,Houston,Rhode Island,82,77
12/10/2016,Wisconsin,Marquette,93,84
12/10/2016,Michigan St,Tennessee Tech,71,63
12/10/2016,Louisville,TX Southern,102,71
12/10/2016,Coastal Car,NC Central,70,67
12/10/2016,Princeton,Liberty,67,64
12/10/2016,Ball St,E Kentucky,91,86
12/10/2016,Sam Houston St,S Illinois,79,73
12/10/2016,Duquesne,Central Conn,70,67
12/10/2016,Georgetown,La Salle,93,78
12/10/2016,American Univ,Youngstown St,77,62
12/10/2016,Albany NY,Colgate,74,66
12/10/2016,Loyola MD,Binghamton,90,85
12/10/2016,SC Upstate,UVA-Wise,99,67
12/10/2016,Pittsburgh,Penn St,81,73
12/10/2016,Illinois,C Michigan,92,73
12/10/2016,Troy,Alabama A&M,88,59
12/10/2016,Furman,Gardner Webb,68,65
12/10/2016,New Hampshire,Bryant,86,73
12/10/2016,Kansas,Nebraska,89,72
12/10/2016,Indiana,Houston Bap,103,61
12/10/2016,Ark Little Rock,Cent Arkansas,70,59
12/10/2016,Wichita St,Oklahoma,76,73
12/10/2016,Colorado St,N Colorado,81,64
12/10/2016,Oral Roberts,John Brown,95,63
12/10/2016,Oakland,Robert Morris,74,53
12/10/2016,Lehigh,Mt St Mary's,90,71
12/10/2016,UT San Antonio,SE Oklahoma,88,69
12/10/2016,Santa Clara,CSU East Bay,75,50
12/10/2016,Texas St,Prairie View,64,57
12/10/2016,TCU,Wofford,72,63
12/10/2016,Oklahoma St,Tulsa,71,67
12/10/2016,San Jose St,Life Pacific,109,70
12/10/2016,Duke,UNLV,94,45
12/10/2016,Arkansas,North Florida,91,76
12/10/2016,Xavier,Utah,77,69
12/10/2016,Texas,Long Beach St,71,65
12/10/2016,Ohio St,Connecticut,64,60
12/10/2016,Wyoming,Montana,85,83
12/10/2016,Richmond,UMBC,78,75
12/10/2016,Purdue,Cleveland St,77,53
12/10/2016,Rutgers,Stony Brook,71,66
12/10/2016,Arizona St,San Diego St,74,63
12/10/2016,UNC Asheville,Warren Wilson,117,52
12/10/2016,Samford,Miles,92,73
12/10/2016,UNC Wilmington,St Bonaventure,81,80
12/10/2016,Fresno St,Cal Poly SLO,73,59
12/10/2016,N Kentucky,SE Missouri St,80,66
12/10/2016,Texas A&M,S Carolina St,83,76
12/10/2016,UCLA,Michigan,102,84
12/10/2016,ULM,Jacksonville St,88,83
12/10/2016,NE Omaha,Montana St,97,91
12/10/2016,Missouri KC,Wm Jewell,93,71
12/10/2016,New Mexico St,New Mexico,84,71
12/10/2016,CS Fullerton,Southern Utah,75,62
12/10/2016,Grand Canyon,IL Chicago,73,69
12/10/2016,Utah St,Utah Valley,80,79
12/10/2016,Idaho St,Bristol,80,61
12/10/2016,BYU,Colorado,79,71
12/10/2016,CS Bakersfield,Portland St,81,79
12/10/2016,Seattle,MT-Great Falls,90,49
12/10/2016,California,UC Davis,86,61
12/10/2016,Bethune-Cookman,Florida Col,81,79
12/10/2016,Lamar,Austin Col,109,58
12/10/2016,Miami OH,IUPUI,71,68
12/10/2016,Delaware St,Keystone,92,69
12/10/2016,Loyola NO,Southern Univ,69,64
12/10/2016,Brown,J&W RI,89,59
12/10/2016,Charleston So,J&W NC,100,53
12/10/2016,Georgia St,Georgia SW,83,52
12/10/2016,Incarnate Word,Texas A&M Intl,83,68
12/10/2016,MO Western,Edwardsville,49,44
12/10/2016,Abilene Chr,N New Mexico,90,69
12/10/2016,Weber St,W Coast Bap,107,51
12/11/2016,San Diego,Santa Barbara,77,68
12/11/2016,St Mary's CA,UC Irvine,84,53
12/11/2016,High Point,Ferrum,77,53
12/11/2016,Holy Cross,Quinnipiac,75,57
12/11/2016,St Louis,Chicago St,45,43
12/11/2016,Long Island,St John's,74,73
12/11/2016,Columbia,Manhattanville,84,42
12/11/2016,Virginia Tech,Mississippi,80,75
12/11/2016,Appalachian St,Montreat And,116,57
12/11/2016,E Michigan,Siena Hts,117,55
12/11/2016,Sacred Heart,Lafayette,85,61
12/11/2016,Yale,Delaware,81,63
12/11/2016,Col Charleston,Anderson SC,59,45
12/11/2016,Kentucky,Hofstra,96,73
12/11/2016,Florida St,Florida,83,78
12/11/2016,WKU,Indiana St,77,59
12/11/2016,North Carolina,Tennessee,73,71
12/11/2016,Minnesota,N Illinois,77,57
12/11/2016,Oregon,Alabama,65,56
12/11/2016,Savannah St,Oregon St,93,90
12/11/2016,St Joseph's PA,Drexel,72,71
12/11/2016,Northwestern,New Orleans,83,49
12/11/2016,Nevada,Washington,87,85
12/11/2016,FL Gulf Coast,Florida Intl,82,63
12/11/2016,USC,Pepperdine,93,67
12/11/2016,Southern Univ,Ecclesia,86,50
12/11/2016,Nicholls St,Thomas GA,95,63
12/12/2016,Boston College,Auburn,72,71
12/12/2016,Seton Hall,South Carolina,67,64
12/12/2016,George Mason,Longwood,97,60
12/12/2016,Canisius,Albany NY,77,64
12/12/2016,Maryland,Jacksonville St,92,66
12/12/2016,Penn,UCF,58,49
12/12/2016,South Florida,Bethune-Cookman,79,73
12/12/2016,IUPUI,Urbana,109,67
12/12/2016,Lehigh,St Francis PA,100,67
12/12/2016,ULM,Blue Mtn,72,41
12/12/2016,Murray St,Bethel TN,103,65
12/12/2016,UTRGV,North Florida,98,84
12/12/2016,Seattle,Ark Pine Bluff,63,58
12/12/2016,San Diego St,Alabama St,73,41
12/12/2016,SE Louisiana,Florida A&M,108,69
12/13/2016,Denver,South Alabama,64,51
12/13/2016,Cincinnati,TX Southern,96,58
12/13/2016,VMI,Charleston So,88,83
12/13/2016,SC Upstate,Presbyterian,76,48
12/13/2016,Hofstra,Stony Brook,96,58
12/13/2016,Yale,Central Conn,90,59
12/13/2016,Louisiana Tech,Prairie View,65,52
12/13/2016,Tennessee,Tennessee Tech,74,68
12/13/2016,Clemson,S Carolina St,93,65
12/13/2016,Villanova,Temple,78,57
12/13/2016,Wright St,Urbana,85,34
12/13/2016,Hartford,Dartmouth,70,66
12/13/2016,Ga Southern,FL Gulf Coast,72,59
12/13/2016,Monmouth NJ,Memphis,82,79
12/13/2016,LSU,NC Central,70,66
12/13/2016,Michigan,Cent Arkansas,97,53
12/13/2016,New Mexico St,UTEP,79,68
12/13/2016,E Washington,Morehead St,88,86
12/13/2016,Oregon,Montana,81,67
12/13/2016,Santa Clara,UC Riverside,77,53
12/13/2016,Portland St,New Hope Chr,110,79
12/13/2016,Massachusetts,NC A&T,65,59
12/13/2016,Sam Houston St,Sul Ross,78,57
12/14/2016,St Mary's CA,WKU,73,51
12/14/2016,Arkansas St,TN Martin,87,68
12/14/2016,Ark Little Rock,Northern Arizona,72,67
12/14/2016,Chattanooga,TN Wesleyan,107,65
12/14/2016,Ohio,WI Milwaukee,71,69
12/14/2016,Iona,NJIT,94,80
12/14/2016,Rider,Kennesaw,81,79
12/14/2016,Youngstown St,Niagara,101,97
12/14/2016,MTSU,Belmont,79,66
12/14/2016,Jacksonville St,Howard,72,59
12/14/2016,S Illinois,St Louis,70,55
12/14/2016,Evansville,Norfolk St,85,66
12/14/2016,St Joseph's PA,Princeton,76,68
12/14/2016,Georgia,ULL,73,60
12/14/2016,Northwestern,Chicago St,68,64
12/14/2016,Rutgers,F Dickinson,82,69
12/14/2016,Georgia St,Alabama A&M,94,79
12/14/2016,Baylor,Southern Univ,89,59
12/14/2016,UNC Wilmington,Campbell,96,75
12/14/2016,Longwood,Averett,86,67
12/14/2016,UNC Greensboro,S Wesleyan,96,61
12/14/2016,N Illinois,Olivet Naz,95,69
12/14/2016,ETSU,Mississippi St,67,65
12/14/2016,Minnesota,Long Island,76,66
12/14/2016,Troy,Point,114,52
12/14/2016,SMU,McNeese St,92,56
12/14/2016,N Dakota St,UC Davis,74,70
12/14/2016,IL Chicago,DePaul,80,75
12/14/2016,Missouri St,Oral Roberts,86,76
12/14/2016,Tennessee St,Alabama St,68,46
12/14/2016,Wisconsin,WI Green Bay,73,59
12/14/2016,Oklahoma St,Ark Pine Bluff,102,66
12/14/2016,Texas Tech,Nicholls St,89,46
12/14/2016,Nevada,UC Irvine,76,69
12/14/2016,UNLV,Incarnate Word,92,64
12/14/2016,Fresno St,Holy Names,88,54
12/14/2016,UCLA,Santa Barbara,102,62
12/14/2016,Arizona,Grand Canyon,64,54
12/14/2016,Abilene Chr,Randall,78,74
12/15/2016,Alabama,SC Upstate,78,61
12/15/2016,Mississippi,Murray St,78,73
12/15/2016,Tennessee,Lipscomb,92,77
12/15/2016,Pacific,NC A&T,66,57
12/15/2016,Ga Southern,Florida Intl,75,68
12/15/2016,G Washington,UCF,74,59
12/15/2016,NE Omaha,Missouri KC,80,75
12/15/2016,Rice,St Edward's,93,64
12/15/2016,NC State,Appalachian St,97,64
12/15/2016,Col Charleston,East Carolina,53,35
12/15/2016,Wofford,Austin Peay,96,77
12/15/2016,North Florida,Thomas GA,110,80
12/15/2016,Auburn,Coastal Car,117,72
12/15/2016,CS Bakersfield,Bethesda,105,78
12/15/2016,Seattle,MS Valley St,82,67
12/15/2016,Coppin St,Goldey Beacom,89,83
12/15/2016,Blue Mtn,Jackson St,57,49
12/16/2016,Miami FL,FL Atlantic,76,56
12/16/2016,Portland,South Dakota,85,82
12/16/2016,Samford,South Alabama,82,79
12/16/2016,N Dakota St,North Dakota,87,70
12/16/2016,Rider,Drexel,90,82
12/16/2016,Gardner Webb,Warren Wilson,95,45
12/16/2016,S Carolina St,Furman,69,67
