Date,Team,Opponent,Team Score,Opponent Score
11/11/2016,New Mexico,Idaho St,81,70
11/11/2016,Auburn,North Florida,83,66
11/11/2016,Iowa,Kennesaw,91,74
11/11/2016,New Mexico St,Arizona Chr,100,52
11/11/2016,Wichita St,S Carolina St,85,39
11/11/2016,California,S Dakota St,82,53
11/11/2016,Pepperdine,Cal Poly SLO,77,68
11/11/2016,Loy Marymount,Vanguard,99,51
11/11/2016,Santa Clara,Northern Arizona,67,64
11/11/2016,Portland,UC Riverside,71,55
11/11/2016,Utah St,UC Irvine,72,56
11/11/2016,Fresno St,UT San Antonio,69,66
11/11/2016,Wyoming,Western St CO,88,49
11/11/2016,USC,Montana,75,61
11/11/2016,Oregon,Army,91,77
11/11/2016,Stanford,Harvard,80,70
11/11/2016,San Francisco,IL Chicago,82,80
11/11/2016,San Diego St,San Diego,69,59
11/11/2016,Miami OH,Muskingum,84,57
11/11/2016,Lipscomb,Sewanee,96,53
11/11/2016,Jackson St,Xavier LA,66,54
11/11/2016,NC A&T,Greensboro,67,50
11/11/2016,N Kentucky,Earlham,96,56
11/11/2016,Abilene Chr,Schreiner,73,59
11/11/2016,Lamar,Howard Payne,90,47
11/11/2016,New Orleans,LaGrange,103,67
11/11/2016,SE Louisiana,Millsaps,85,39
11/11/2016,WI Milwaukee,Milwaukee Eng,88,58
11/11/2016,CS Fullerton,Caltech,77,28
11/11/2016,Long Beach St,Cal St-LA,95,59
11/11/2016,Seattle,Pac Lutheran,76,65
11/11/2016,UMBC,Hood,92,61
11/11/2016,Creighton,Missouri KC,89,82
11/11/2016,Delaware St,Summit,103,56
11/11/2016,TAM C. Christi,Our Lady Lake,115,100
11/11/2016,North Dakota,Crown MN,98,48
11/12/2016,LSU,Wofford,91,69
11/12/2016,Florida St,Charleston So,88,67
11/12/2016,Utah,NW Nazarene,81,37
11/12/2016,Tennessee St,Northern Arizona,69,65
11/12/2016,High Point,Averett,74,41
11/12/2016,Winthrop,Ferrum,66,47
11/12/2016,Ohio,Southern Univ,77,67
11/12/2016,Vermont,Quinnipiac,94,70
11/12/2016,Towson,George Mason,67,61
11/12/2016,WKU,Alabama St,79,66
11/12/2016,Notre Dame,Bryant,89,64
11/12/2016,Northern Iowa,Coe,74,37
11/12/2016,Georgetown,SC Upstate,105,60
11/12/2016,Marshall,NC Central,81,69
11/12/2016,WI Green Bay,Northland,84,49
11/12/2016,St Bonaventure,St Francis PA,92,82
11/12/2016,Boise St,Northwest WA,85,46
11/12/2016,Kent,Cleveland St,79,74
11/12/2016,NE Omaha,Santa Barbara,74,60
11/12/2016,Duke,Grand Canyon,96,61
11/12/2016,Butler,N Colorado,89,52
11/12/2016,St Joseph's PA,Toledo,77,76
11/12/2016,Youngstown St,Akron,90,82
11/12/2016,Davidson,Appalachian St,86,74
11/12/2016,UT Arlington,TX Southern,89,82
11/12/2016,UC Davis,Santa Clara,63,58
11/12/2016,CS Bakersfield,San Diego Chr,96,54
11/12/2016,Jacksonville,Denver,92,84
11/12/2016,UTEP,Louisiana Col,88,54
11/12/2016,Idaho,Corban,90,67
11/12/2016,Sam Houston St,Le Tourneau,104,57
11/12/2016,Chicago St,IL Tech,97,89
11/12/2016,Ark Little Rock,Central Bap,97,65
11/12/2016,San Jose St,W Coast Bap,109,70
11/12/2016,Valparaiso,Trinity Chr,89,75
11/12/2016,William & Mary,Bridgewater VA,96,44
11/13/2016,NC State,St Francis NY,86,61
11/13/2016,UC Davis,Northern Arizona,89,76
11/13/2016,W Carolina,Hiwassee,87,47
11/13/2016,South Dakota,Bowling Green,78,72
11/13/2016,Siena,Cornell,89,78
11/13/2016,Brown,Niagara,88,79
11/13/2016,Missouri St,Jacksonville St,91,65
11/13/2016,Morehead St,Lipscomb,89,75
11/13/2016,Edwardsville,FL Atlantic,77,68
11/13/2016,TN Martin,UTRGV,88,80
11/13/2016,Loyola-Chicago,Indiana NW,100,51
11/13/2016,Seton Hall,Central Conn,82,58
11/13/2016,Rice,James Madison,94,70
11/13/2016,Michigan,IUPUI,77,65
11/13/2016,Wake Forest,Bucknell,94,74
11/13/2016,SMU,E Michigan,91,64
11/13/2016,Maine,Longwood,80,58
11/13/2016,Navy,Washington MD,74,47
11/13/2016,IPFW,Kenyon,117,60
11/13/2016,Oklahoma,Northwestern LA,97,61
11/13/2016,SE Missouri St,Hannibal-Lagr,86,54
11/13/2016,Iowa,Savannah St,116,84
11/13/2016,Rutgers,Drexel,87,66
11/13/2016,Colorado St,New Mexico St,64,61
11/13/2016,UMBC,MD E Shore,77,73
11/13/2016,Oregon St,UT San Antonio,72,64
11/13/2016,Delaware,Bradley,63,49
11/13/2016,UC Riverside,Bristol,81,45
11/13/2016,Tennessee St,Santa Clara,69,61
11/13/2016,Kentucky,Canisius,93,69
11/13/2016,South Carolina,Holy Cross,81,49
11/13/2016,Penn St,Duquesne,82,74
11/13/2016,North Carolina,Chattanooga,97,57
11/13/2016,N Dakota St,MN Morris,92,62
11/13/2016,Illinois,N Kentucky,79,64
11/13/2016,Nebraska,CS Sacramento,83,61
11/13/2016,USC,NE Omaha,82,72
11/13/2016,Yale,Washington,98,90
11/13/2016,CS Fullerton,Portland St,106,100
11/13/2016,DePaul,Robert Morris,78,72
11/13/2016,Florida,Mercer,76,54
11/13/2016,Missouri,Alabama A&M,99,44
11/13/2016,Wichita St,Long Beach St,92,55
11/13/2016,Arizona St,Cal Poly SLO,96,74
11/13/2016,UCLA,CS Northridge,102,87
11/13/2016,Hawaii,Texas St,74,68
11/13/2016,TX Southern,Delaware St,74,61
11/13/2016,Norfolk St,Shenandoah,78,58
11/13/2016,Citadel,Johnson FL,146,84
11/13/2016,W Illinois,Oak Hills Chr,95,48
11/14/2016,Arkansas,S Illinois,90,65
11/14/2016,Georgia,UNC Asheville,60,46
11/14/2016,Texas A&M,American Univ,76,53
11/14/2016,Georgia Tech,Southern Univ,77,62
11/14/2016,Pittsburgh,Gardner Webb,99,80
11/14/2016,Samford,San Diego,83,65
11/14/2016,Pacific,WI Green Bay,76,58
11/14/2016,Nevada,Loy Marymount,79,64
11/14/2016,South Alabama,Blue Mtn,88,35
11/14/2016,Ga Southern,Coastal GA,92,43
11/14/2016,Montana St,ULL,84,83
11/14/2016,Texas St,Edwardsville,86,58
11/14/2016,St Louis,Southern Utah,88,76
11/14/2016,UNC Greensboro,Presbyterian,61,42
11/14/2016,Furman,UAB,84,74
11/14/2016,C Michigan,Tennessee Tech,86,74
11/14/2016,Ohio,Sam Houston St,96,75
11/14/2016,Rhode Island,Marist,107,65
11/14/2016,Lafayette,St Peter's,61,57
11/14/2016,Austin Peay,Oakland City,107,67
11/14/2016,UNC Wilmington,E Kentucky,78,69
11/14/2016,Loyola-Chicago,Eureka,97,59
11/14/2016,Evansville,Alcorn St,82,59
11/14/2016,Loyola MD,Millersville,79,66
11/14/2016,St John's,Binghamton,77,61
11/14/2016,Charlotte,Elon,100,95
11/14/2016,Mississippi,Massachusetts,90,88
11/14/2016,Villanova,Purdue,79,76
11/14/2016,Louisville,William & Mary,91,58
11/14/2016,Col Charleston,Coastal Car,71,64
11/14/2016,TCU,Alabama St,98,62
11/14/2016,New Hampshire,Temple,57,52
11/14/2016,UCF,Nicholls St,80,56
11/14/2016,Northeastern,Connecticut,64,61
11/14/2016,East Carolina,NC A&T,61,51
11/14/2016,Cincinnati,Albany NY,74,51
11/14/2016,ETSU,Detroit,107,78
11/14/2016,Xavier,Buffalo,86,53
11/14/2016,N Illinois,Roosevelt,99,55
11/14/2016,Fordham,NYIT,101,75
11/14/2016,Old Dominion,Richmond,64,61
11/14/2016,St Joseph's PA,Columbia,85,65
11/14/2016,Oakland,W Michigan,77,60
11/14/2016,Valparaiso,Coppin St,78,58
11/14/2016,MA Lowell,Wagner,87,76
11/14/2016,Providence,Vermont,80,58
11/14/2016,North Florida,Edward Waters,109,73
11/14/2016,SC Upstate,Mars Hill,91,66
11/14/2016,Stetson,Florida Intl,82,67
11/14/2016,Texas,ULM,80,59
11/14/2016,Minnesota,UT Arlington,84,67
11/14/2016,Arkansas St,Central Bap,100,57
11/14/2016,Troy,E Illinois,70,67
11/14/2016,Oklahoma St,Cent Arkansas,102,90
11/14/2016,Iowa St,Mt St Mary's,73,55
11/14/2016,West Virginia,MS Valley St,107,66
11/14/2016,Memphis,UTRGV,94,75
11/14/2016,Tulane,SE Louisiana,93,76
11/14/2016,Oral Roberts,Rogers St,87,76
11/14/2016,Marquette,Howard,81,49
11/14/2016,Auburn,Georgia St,83,65
11/14/2016,Northwestern,E Washington,86,72
11/14/2016,Colorado,Seattle,67,55
11/14/2016,Wyoming,Montana,73,72
11/14/2016,Air Force,Jacksonville,86,68
11/14/2016,Utah St,NJIT,93,84
11/14/2016,New Mexico,Houston Bap,95,79
11/14/2016,BYU,Princeton,82,73
11/14/2016,UC Irvine,S Dakota St,73,58
11/14/2016,Prairie View,Fresno St,84,78
11/14/2016,Gonzaga,San Diego St,69,48
11/14/2016,Kennesaw,Brewton-Parker,80,74
11/14/2016,Ark Pine Bluff,Ecclesia,83,47
11/14/2016,Hawaii,FL Atlantic,64,63
11/14/2016,Ark Little Rock,Univ Ozarks,100,61
11/14/2016,Ohio St,NC Central,69,63
11/14/2016,S Carolina St,St Andrew's,93,76
11/15/2016,LSU,Southern Miss,78,61
11/15/2016,South Carolina,Monmouth NJ,70,69
11/15/2016,Florida St,Iona,99,78
11/15/2016,North Carolina,Long Beach St,93,67
11/15/2016,Syracuse,Holy Cross,90,46
11/15/2016,Virginia,St Francis NY,72,32
11/15/2016,North Dakota,Mayville St,94,66
11/15/2016,Charleston So,Columbia Intl,90,53
11/15/2016,Cleveland St,Canisius,67,64
11/15/2016,G Washington,Siena,77,75
11/15/2016,Fairfield,Dartmouth,79,62
11/15/2016,MTSU,Murray St,87,81
11/15/2016,F Dickinson,FDU Madison,96,48
11/15/2016,Sacred Heart,Hofstra,90,86
11/15/2016,Hartford,Niagara,82,78
11/15/2016,Winthrop,Manhattan,94,81
11/15/2016,SF Austin,Longwood,66,60
11/15/2016,Dayton,Alabama,77,72
11/15/2016,Baylor,Oregon,66,49
11/15/2016,Maryland,Georgetown,76,75
11/15/2016,Kentucky,Michigan St,69,48
11/15/2016,Tennessee,Appalachian St,103,94
11/15/2016,Nebraska,Mary ND,70,38
11/15/2016,Penn St,Grand Canyon,85,76
11/15/2016,Virginia Tech,High Point,99,73
11/15/2016,Boston College,MD E Shore,73,57
11/15/2016,Campbell,Bridgewater VA,101,45
11/15/2016,Wofford,Allen,117,77
11/15/2016,VMI,S Virginia,78,47
11/15/2016,Indiana St,Ball St,80,74
11/15/2016,La Salle,Delaware,74,68
11/15/2016,Bryant,Salve Regina,88,61
11/15/2016,Towson,Morgan St,78,72
11/15/2016,Texas Tech,North Texas,70,43
11/15/2016,Missouri KC,Drake,68,62
11/15/2016,Utah,Concordia OR,96,53
11/15/2016,Kansas St,NE Omaha,81,68
11/15/2016,VA Commonwealth,Liberty,64,59
11/15/2016,Toledo,Youngstown St,103,98
11/15/2016,Creighton,Wisconsin,79,67
11/15/2016,Vanderbilt,Belmont,80,66
11/15/2016,Air Force,J&W CO,105,62
11/15/2016,Kansas,Duke,77,75
11/15/2016,Arizona,CS Bakersfield,78,66
11/15/2016,Stanford,CS Northridge,96,69
11/15/2016,Washington St,C Washington,81,76
11/15/2016,Pepperdine,Weber St,69,68
11/15/2016,Portland,San Jose St,79,66
11/15/2016,George Mason,Lebanon Val,90,65
11/15/2016,Wright St,Miami OH,89,87
11/15/2016,Lipscomb,Piedmont,99,70
11/15/2016,Illinois,McKendree,112,65
11/15/2016,Louisiana Col,McNeese St,85,75
11/15/2016,TN Martin,Cumberland TN,95,64
11/15/2016,Incarnate Word,St Edward's,93,90
11/15/2016,E Michigan,Rochester MI,78,63
11/15/2016,Army,Mt St Mary NY,91,53
11/15/2016,Florida A&M,Trinity Bap,94,62
11/15/2016,Norfolk St,Eliz. City St,91,55
11/15/2016,Citadel,Truett-McConnell,119,90
11/16/2016,St Mary's CA,Prairie View,110,72
11/16/2016,Montana St,Rocky Mtn,93,76
11/16/2016,N Illinois,Idaho,63,49
11/16/2016,Utah Valley,Idaho St,82,73
11/16/2016,Radford,Central Penn,91,69
11/16/2016,New Mexico St,Samford,58,48
11/16/2016,Chattanooga,Hiwassee,102,54
11/16/2016,Kent,MS Valley St,93,63
11/16/2016,Rider,Hartford,84,68
11/16/2016,Vermont,Marist,76,72
11/16/2016,WKU,Jacksonville St,74,67
11/16/2016,Marshall,Morehead St,85,77
11/16/2016,SE Missouri St,W Illinois,74,71
11/16/2016,Illinois St,IPFW,75,57
11/16/2016,S Dakota St,Wayne St NE,80,72
11/16/2016,S Illinois,MO Southern,85,64
11/16/2016,Long Island,Loyola MD,65,61
11/16/2016,UNLV,UC Riverside,74,62
11/16/2016,Louisiana Tech,Alabama St,87,56
11/16/2016,TX Southern,Rice,71,68
11/16/2016,Indiana,MA Lowell,100,78
11/16/2016,Butler,Northwestern,70,68
11/16/2016,Notre Dame,Seattle,92,49
11/16/2016,Miami FL,North Florida,94,56
11/16/2016,FL Gulf Coast,UT Arlington,85,72
11/16/2016,Coastal Car,Coppin St,89,59
11/16/2016,Memphis,WI Milwaukee,68,54
11/16/2016,Bucknell,Robert Morris,75,62
11/16/2016,Colgate,Cornell,67,63
11/16/2016,Duquesne,St Francis PA,89,75
11/16/2016,Rhode Island,Brown,79,72
11/16/2016,Binghamton,Central Conn,72,70
11/16/2016,UMBC,Delaware St,90,68
11/16/2016,Minnesota,Mt St Mary's,80,56
11/16/2016,Oklahoma St,New Orleans,117,72
11/16/2016,Wichita St,Tulsa,80,53
11/16/2016,TAM C. Christi,UTRGV,94,72
11/16/2016,South Dakota,Presentation,99,60
11/16/2016,IL Chicago,UT San Antonio,86,78
11/16/2016,Albany NY,SUNY Oneonta,97,56
11/16/2016,Lamar,Oregon St,63,60
11/16/2016,N Colorado,Colorado Chr,94,73
11/16/2016,Colorado St,Ft Lewis,84,75
11/16/2016,Utah St,Bristol,96,53
11/16/2016,San Francisco,Santa Barbara,75,63
11/16/2016,San Diego St,San Diego Chr,81,58
11/16/2016,California,UC Irvine,75,65
11/16/2016,Bethune-Cookman,Kennesaw,75,72
11/16/2016,SE Louisiana,Jackson St,84,71
11/16/2016,NC Central,W Carolina,67,59
11/17/2016,Florida,St Bonaventure,73,66
11/17/2016,Pepperdine,Life Pacific,85,79
11/17/2016,BYU,Coppin St,96,59
11/17/2016,ULL,Panhandle St,117,47
11/17/2016,UAB,Troy,74,51
11/17/2016,Northern Arizona,Benedictine AZ,92,63
11/17/2016,Charlotte,East Carolina,76,64
11/17/2016,UNC Asheville,SC Upstate,73,57
11/17/2016,Akron,American Univ,72,62
11/17/2016,C Michigan,Marygrove,107,58
11/17/2016,St Louis,E Illinois,74,69
11/17/2016,Missouri St,Fontbonne,100,27
11/17/2016,G Washington,Ark Pine Bluff,61,41
11/17/2016,Abilene Chr,New Hampshire,65,57
11/17/2016,Clemson,Davidson,95,78
11/17/2016,Villanova,W Michigan,76,65
11/17/2016,Xavier,Missouri,83,82
11/17/2016,Wake Forest,UTEP,103,81
11/17/2016,Northern Iowa,Arizona St,82,63
11/17/2016,UCF,Mississippi St,86,61
11/17/2016,Arkansas St,Georgetown,78,72
11/17/2016,Georgia,Furman,84,78
11/17/2016,Wisconsin,Chicago St,69,51
11/17/2016,Maryland,St Mary's MD,93,45
11/17/2016,Ohio St,Providence,72,67
11/17/2016,Louisville,Long Beach St,88,56
11/17/2016,SMU,Pittsburgh,76,67
11/17/2016,Appalachian St,Warren Wilson,119,51
11/17/2016,Oklahoma,Tulane,89,70
11/17/2016,Elon,South Florida,74,61
11/17/2016,Massachusetts,Temple,70,67
11/17/2016,Yale,Lehigh,89,81
11/17/2016,Lafayette,NJIT,84,83
11/17/2016,Harvard,Fisher,78,51
11/17/2016,Col Charleston,Boise St,60,47
11/17/2016,Texas,E Washington,85,52
11/17/2016,South Dakota,Doane,80,46
11/17/2016,Rutgers,DePaul,66,59
11/17/2016,Tennessee Tech,Alabama A&M,95,61
11/17/2016,Auburn,E Kentucky,85,64
11/17/2016,Seton Hall,Iowa,91,83
11/17/2016,Colorado,ULM,89,70
11/17/2016,Oregon,Valparaiso,76,54
11/17/2016,Michigan,Marquette,79,61
11/17/2016,Stanford,Weber St,67,49
11/17/2016,Connecticut,Loy Marymount,65,62
11/17/2016,Cal Poly SLO,CS Dom. Hills,75,64
11/17/2016,Portland St,George Fox,113,81
11/17/2016,Washington,CS Fullerton,104,88
11/17/2016,UCLA,San Diego,88,68
11/17/2016,Denver,San Jose St,74,69
11/17/2016,Nicholls St,Mississippi Col,86,55
11/17/2016,Florida A&M,Johnson FL,100,91
11/17/2016,Hampton,Chowan,70,69
11/17/2016,Morgan St,Wilmington DE,88,73
11/17/2016,Sam Houston St,Southern Univ,91,83
11/17/2016,Grambling,NC A&T,59,55
11/17/2016,UC Davis,Holy Names,89,75
11/17/2016,Savannah St,Mid Georgia,101,93
11/17/2016,Buffalo,Nazareth,85,38
11/17/2016,CS Sacramento,Antelope Val,82,60
11/18/2016,Arkansas,UT Arlington,71,67
11/18/2016,LSU,North Florida,78,70
11/18/2016,Mississippi,Oral Roberts,95,88
11/18/2016,South Carolina,S Carolina St,92,50
11/18/2016,Vanderbilt,Norfolk St,75,52
11/18/2016,Florida St,Winthrop,100,86
11/18/2016,Ohio,Georgia Tech,67,61
11/18/2016,North Carolina,Hawaii,83,68
11/18/2016,Notre Dame,Loyola MD,83,48
11/18/2016,Syracuse,Monmouth NJ,71,50
11/18/2016,Gonzaga,Bryant,109,70
11/18/2016,South Alabama,Florida Intl,69,64
11/18/2016,Montana St,James Madison,80,73
11/18/2016,E Michigan,Gardner Webb,76,68
11/18/2016,High Point,UNC Greensboro,63,57
11/18/2016,Citadel,Stetson,116,112
11/18/2016,Kent,Hiram,111,55
11/18/2016,Canisius,Duquesne,78,77
11/18/2016,Manhattan,Hofstra,80,68
11/18/2016,St Peter's,Lipscomb,90,77
11/18/2016,Austin Peay,N Kentucky,77,69
11/18/2016,Bradley,SE Missouri St,84,78
11/18/2016,TN Martin,Cleveland St,85,74
11/18/2016,N Dakota St,Navy,66,59
11/18/2016,Mt St Mary's,George Mason,78,76
11/18/2016,VA Commonwealth,Binghamton,81,42
11/18/2016,St Joseph's PA,Loyola-Chicago,71,57
11/18/2016,IUPUI,Howard,77,55
11/18/2016,Jacksonville,Youngstown St,79,54
11/18/2016,NC State,Montana,85,72
11/18/2016,Boston Univ,Northeastern,65,63
11/18/2016,Fordham,F Dickinson,68,55
11/18/2016,USC,Texas A&M,65,63
11/18/2016,Illinois,Detroit,89,69
11/18/2016,Michigan St,MS Valley St,100,53
11/18/2016,Purdue,Georgia St,64,56
11/18/2016,TCU,Jacksonville St,79,60
11/18/2016,Longwood,Salem WV,87,74
11/18/2016,Oakland,Goshen,102,59
11/18/2016,Drexel,Hartford,87,73
11/18/2016,Idaho,Ark Little Rock,65,57
11/18/2016,Utah,Coppin St,94,51
11/18/2016,Baylor,FL Gulf Coast,81,72
11/18/2016,Kansas,Siena,86,65
11/18/2016,S Illinois,Edwardsville,101,83
11/18/2016,Southern Miss,Union TN,60,44
11/18/2016,Southern Utah,Bethesda,108,92
11/18/2016,Creighton,Washington St,103,77
11/18/2016,Alabama,Ball St,77,59
11/18/2016,Minnesota,St John's,92,86
11/18/2016,Nevada,Oregon St,83,58
11/18/2016,New Mexico,New Mexico St,72,59
11/18/2016,Arizona,Sacred Heart,95,65
11/18/2016,Portland,Lewis & Clark,98,52
11/18/2016,Northwestern LA,Le Tourneau,92,87
11/18/2016,Bethune-Cookman,Trinity FL,82,52
11/18/2016,Delaware,Miami OH,68,66
11/18/2016,Alcorn St,Selma AL,93,48
11/18/2016,Houston Bap,Dallas Chr,98,54
11/18/2016,NC Central,Jackson St,84,75
11/18/2016,Davidson,Missouri,70,55
11/18/2016,Villanova,Wake Forest,96,77
11/18/2016,Xavier,Clemson,83,77
11/18/2016,UTEP,W Michigan,85,75
11/18/2016,Pittsburgh,Marquette,78,75
11/18/2016,Arizona St,Tulane,80,71
11/18/2016,Mississippi St,Boise St,80,68
11/18/2016,Michigan,SMU,76,54
11/18/2016,Northern Iowa,Oklahoma,73,67
11/18/2016,UCF,Col Charleston,60,40
11/18/2016,SF Austin,NE Oklahoma,75,70
11/19/2016,Miami FL,Penn,74,62
11/19/2016,Virginia Tech,VMI,88,72
11/19/2016,BYU,Coastal Car,81,65
11/19/2016,South Alabama,Youngstown St,84,75
11/19/2016,Utah St,Idaho St,85,51
11/19/2016,Memphis,Savannah St,99,86
11/19/2016,SC Upstate,Charleston So,79,77
11/19/2016,High Point,Navy,69,62
11/19/2016,William & Mary,Presbyterian,89,59
11/19/2016,Marshall,W Carolina,98,63
11/19/2016,CS Northridge,N Illinois,84,82
11/19/2016,Marist,Brown,87,79
11/19/2016,Oakland,Chicago St,107,79
11/19/2016,Fordham,St Peter's,63,41
11/19/2016,Fairfield,Wagner,70,64
11/19/2016,Miami OH,Austin Peay,76,70
11/19/2016,Belmont,WKU,90,69
11/19/2016,Evansville,Morehead St,69,56
11/19/2016,Tennessee St,MTSU,74,63
11/19/2016,Wyoming,S Dakota St,77,67
11/19/2016,Drake,Simpson IA,76,61
11/19/2016,Boston Univ,Maine,102,78
11/19/2016,F Dickinson,Lipscomb,90,72
11/19/2016,UNLV,CS Fullerton,77,68
11/19/2016,UT San Antonio,Prairie View,69,59
11/19/2016,Providence,Grambling,71,54
11/19/2016,Duke,Penn St,78,68
11/19/2016,Morgan St,Campbell,82,66
11/19/2016,Vermont,Lyndon St,79,20
11/19/2016,Butler,Bucknell,86,60
11/19/2016,N Kentucky,Delaware,74,53
11/19/2016,St Mary's CA,Dayton,61,57
11/19/2016,Texas Tech,E Kentucky,90,71
