Date,Team,Opponent,Team Score,Opponent Score
11/13/2015,Western Illinois,Wisconsin,69,67
11/13/2015,Washington State,Northern Arizona,82,70
11/13/2015,Utah State,Weber State,73,70
11/13/2015,Washington,Texas,77,71
11/13/2015,Wichita State,Charleston Southern,88,63
11/13/2015,West Virginia,Northern Kentucky,107,61
11/13/2015,Texas Tech,High Point,77,73
11/13/2015,Troy,South Florida,82,77
11/13/2015,South Dakota State,Chadron State,87,52
11/13/2015,Southern California,San Diego,83,45
11/13/2015,Southern Illinois-Edwardsville,Arkansas State,79,70
11/13/2015,Southern Illinois,Air Force,77,75
11/13/2015,Savannah State,Florida National University,87,69
11/13/2015,Arkansas-Pine Bluff,Seattle,58,56
11/13/2015,South Alabama,Auburn Montgomery,88,68
11/13/2015,Seton Hall,Dartmouth,84,67
11/13/2015,Texas A&M,South Carolina Upstate,104,64
11/13/2015,Tennessee,North Carolina-Asheville,82,78
11/13/2015,Texas Christian,Southeastern Louisiana,90,77
11/13/2015,Texas A&M-Corpus Christi,Our Lady of the Lake,94,72
11/13/2015,St. John's (NY),Wagner,66,57
11/13/2015,St. Bonaventure,Binghamton,63,53
11/13/2015,Syracuse,Lehigh,57,47
11/13/2015,North Carolina,Temple,91,67
11/13/2015,Stanford,Green Bay,93,89
11/13/2015,Columbia,Kean,107,62
11/13/2015,Nevada,Coastal Carolina,73,56
11/13/2015,College of Charleston,South Carolina State,74,54
11/13/2015,Dayton,Southeast Missouri State,84,53
11/13/2015,Connecticut,Maine,100,56
11/13/2015,Elon,Charlotte,85,74
11/13/2015,Chicago State,Illinois Tech,137,59
11/13/2015,Clemson,North Carolina Central,74,40
11/13/2015,Cincinnati,Western Carolina,97,72
11/13/2015,Eastern Kentucky,Coppin State,107,80
11/13/2015,East Carolina,Grambling,61,53
11/13/2015,Eastern Michigan,Vermont,70,50
11/13/2015,Florida International,Trinity Baptist,71,39
11/13/2015,Florida A&M,Johnson University,103,71
11/13/2015,Milwaukee,Denver,71,58
11/13/2015,Delaware,Delaware State,62,56
11/13/2015,Drake,Simpson,97,52
11/13/2015,Duquesne,Seton Hill,96,71
11/13/2015,Duke,Siena,92,74
11/13/2015,Central Michigan,Jacksonville State,89,83
11/13/2015,Auburn,Alabama-Birmingham,75,74
11/13/2015,Army,Ferrum,93,54
11/13/2015,Baylor,Stephen F. Austin,97,55
11/13/2015,Bethune-Cookman,Trinity (FL),108,54
11/13/2015,Alabama,Kennesaw State,77,64
11/13/2015,Abilene Christian,University of the Southwest,94,63
11/13/2015,Arizona,Pacific,79,61
11/13/2015,Sacramento State,Arizona State,66,63
11/13/2015,Arkansas,Southern,86,68
11/13/2015,North Dakota State,UC-Davis,79,71
11/13/2015,UC-Irvine,UC-San Diego,89,73
11/13/2015,Hartford,Central Connecticut State,92,83
11/13/2015,Campbell,Montreat,87,42
11/13/2015,University of California,Rice,97,65
11/13/2015,Bradley,Ball State,54,53
11/13/2015,Brigham Young,Utah Valley,85,54
11/13/2015,Northeastern,Boston University,87,84
11/13/2015,Buffalo,Pittsburgh-Bradford,109,49
11/13/2015,Bucknell,Shenandoah,107,61
11/13/2015,Liberty,Covenant,64,62
11/13/2015,Longwood,Randolph,69,49
11/13/2015,Louisiana-Lafayette,Louisiana College,108,68
11/13/2015,Louisiana State,McNeese State,81,70
11/13/2015,Louisiana-Monroe,McMurry,88,43
11/13/2015,Kansas State,Maryland-Eastern Shore,80,53
11/13/2015,Iowa State,Colorado,68,62
11/13/2015,Kansas,Northern Colorado,109,72
11/13/2015,Lamar,Austin College,101,58
11/13/2015,Kentucky,Albany (NY),78,65
11/13/2015,Belmont,Marquette,83,80
11/13/2015,Holy Cross,Marist,67,64
11/13/2015,Maryland,Mount St. Mary's,80,56
11/13/2015,Mercer,Allen,96,70
11/13/2015,Miami (FL),Texas-Rio Grande Valley,86,59
11/13/2015,Tennessee State,Loyola (MD),86,71
11/13/2015,Louisville,Samford,86,45
11/13/2015,Louisiana Tech,Millsaps,95,33
11/13/2015,Loyola (IL),Texas-San Antonio,70,64
11/13/2015,Loyola Marymount,Cal State Fullerton,79,74
11/13/2015,Georgia State,Middle Georgia State,73,54
11/13/2015,Georgia Southern,Webber,116,49
11/13/2015,Harvard,Massachusetts Institute of Technology,59,39
11/13/2015,Georgia Tech,Cornell,116,81
11/13/2015,Grand Canyon,Portland State,82,72
11/13/2015,Furman,Presbyterian,63,53
11/13/2015,Fresno State,Pepperdine,69,66
11/13/2015,Colgate,George Mason,66,53
11/13/2015,Chattanooga,Georgia,92,90
11/13/2015,George Washington,Lafayette,85,76
11/13/2015,San Francisco,Illinois-Chicago,78,75
11/13/2015,Incarnate Word,Texas Lutheran,86,65
11/13/2015,Indiana,Eastern Illinois,88,49
11/13/2015,Iowa,Gardner-Webb,76,59
11/13/2015,IUPUI,Indiana State,72,70
11/13/2015,Hawaii,Montana State,87,76
11/13/2015,Hofstra,Canisius,96,85
11/13/2015,North Florida,Illinois,93,81
11/13/2015,Idaho State,Great Falls,78,72
11/14/2015,Providence,Harvard,76,64
11/14/2015,Oregon State,Northwest Christian,74,52
11/14/2015,Penn State,Virginia Military Institute,62,50
11/14/2015,South Carolina,Norfolk State,84,69
11/14/2015,Idaho,San Jose State,74,54
11/14/2015,Denver,Santa Clara,55,33
11/14/2015,Nebraska,Mississippi Valley State,97,51
11/14/2015,North Carolina-Greensboro,Greensboro,86,69
11/14/2015,Montana State,Hawaii-Hilo,90,85
11/14/2015,Ohio,Florida Gulf Coast,85,75
11/14/2015,Northern Illinois,South Dakota,72,65
11/14/2015,Colorado State,Northern Iowa,84,78
11/14/2015,Utah Valley,Great Falls,89,60
11/14/2015,Alabama State,Virginia Tech,85,82
11/14/2015,Tulsa,Central Arkansas,98,81
11/14/2015,Winthrop,Hampton,102,95
11/14/2015,Cal State Northridge,Wright State,72,67
11/14/2015,Western Kentucky,Campbellsville,97,77
11/14/2015,Stony Brook,Merchant Marine Academy,103,32
11/14/2015,Tennessee Tech,Piedmont,110,72
11/14/2015,Southern Methodist,Sam Houston State,85,50
11/14/2015,Texas-El Paso,Loyola (LA),96,49
11/14/2015,Toledo,West Virginia Tech,96,65
11/14/2015,Texas-Arlington,Fordham,77,72
11/14/2015,Creighton,Texas Southern,93,70
11/14/2015,Cal State Bakersfield,San Diego Christian,93,69
11/14/2015,UC-Riverside,William Jessup,100,68
11/14/2015,Duke,Bryant,113,75
11/14/2015,Davidson,Central Florida,90,85
11/14/2015,DePaul,Western Michigan,69,63
11/14/2015,Arkansas-Little Rock,Central Baptist,76,57
11/14/2015,Akron,Cleveland State,65,53
11/14/2015,Appalachian State,Jacksonville,76,68
11/14/2015,Butler,Citadel,144,71
11/14/2015,Boston College,St. Francis (NY),75,49
11/14/2015,Bowling Green State,New Orleans,79,61
11/14/2015,Long Beach State,Brigham Young-Hawaii,91,57
11/14/2015,Loyola (IL),Eureka,84,51
11/14/2015,Milwaukee,Lipscomb,71,65
11/14/2015,Grambling,Mid-Atlantic Christian,85,26
11/14/2015,Massachusetts,Howard,85,79
11/14/2015,Memphis,Southern Mississippi,67,49
11/14/2015,Radford,Georgetown,82,80
11/14/2015,Kent State,Youngstown State,79,70
11/14/2015,East Tennessee State,Averett,107,59
11/14/2015,Liberty,Baptist Bible (PA),90,52
11/14/2015,Kentucky,NJIT,87,57
11/14/2015,La Salle,Towson,78,76
11/15/2015,Rutgers,Howard,82,70
11/15/2015,Richmond,Stetson,108,85
11/15/2015,Milwaukee,Santa Clara,71,65
11/15/2015,Saint Louis,Hartford,85,68
11/15/2015,Saint Joseph's,Niagara,73,62
11/15/2015,Northern Illinois,Wright State,65,59
11/15/2015,North Carolina State,South Alabama,88,70
11/15/2015,North Carolina,Fairfield,92,65
11/15/2015,Pennsylvania,Central Connecticut State,77,61
11/15/2015,Purdue,Vermont,107,79
11/15/2015,Ohio State,Mount St. Mary's,76,54
11/15/2015,Valparaiso,Iona,83,58
11/15/2015,UCLA,Cal Poly,88,83
11/15/2015,Troy,Reinhardt,97,82
11/15/2015,Wisconsin,Siena,92,65
11/15/2015,Western Illinois,Hannibal-LaGrange,94,57
11/15/2015,Western Carolina,North Carolina-Asheville,90,81
11/15/2015,Seton Hall,Wagner,69,59
11/15/2015,Sacramento State,Seattle,77,65
11/15/2015,South Dakota,Cal State Northridge,76,72
11/15/2015,Stanford,Charleston Southern,93,59
11/15/2015,Southern Illinois,Florida A&M,81,51
11/15/2015,Evansville,Southeast Missouri State,80,65
11/15/2015,Eastern Washington,George Fox,126,64
11/15/2015,Florida State,Nicholls State,109,62
11/15/2015,High Point,North Carolina Wesleyan,93,69
11/15/2015,Hawaii,Coastal Carolina,74,63
11/15/2015,Wake Forest,Bucknell,90,82
11/15/2015,UC-Davis,Portland,79,66
11/15/2015,Army,Binghamton,75,60
11/15/2015,Clemson,Texas-San Antonio,78,45
11/15/2015,Cincinnati,Robert Morris,106,44
11/15/2015,UC-Irvine,Loyola Marymount,77,53
11/15/2015,Missouri-Kansas City,William Jewell,73,59
11/15/2015,Missouri,Maryland-Eastern Shore,73,55
11/15/2015,Minnesota,Louisiana-Monroe,67,56
11/15/2015,Nebraska-Omaha,Saint Mary's (MN),104,58
11/15/2015,New Mexico,New Mexico State,83,74
11/15/2015,Nevada,Montana State,83,62
11/15/2015,Iowa,Coppin State,103,68
11/15/2015,Illinois,North Dakota State,80,74
11/15/2015,Jacksonville State,Fort Valley State,81,68
11/15/2015,Denver,Lipscomb,82,69
11/15/2015,Lafayette,Saint Peter's,87,86
11/16/2015,Ohio,Tennessee State,75,67
11/16/2015,Oklahoma State,Arkansas-Pine Bluff,86,72
11/16/2015,North Texas,Texas College,110,61
11/16/2015,Louisiana State-Alexandria,Northwestern State,99,97
11/16/2015,Portland State,Pacific Lutheran,105,60
11/16/2015,Presbyterian,South Carolina Upstate,74,73
11/16/2015,Old Dominion,Buffalo,77,58
11/16/2015,Oregon,Baylor,74,67
11/16/2015,Pepperdine,San Diego Christian,91,49
11/16/2015,Michigan,Elon,88,68
11/16/2015,Mississippi,Georgia Southern,82,72
11/16/2015,Marquette,IUPUI,75,71
11/16/2015,Mercer,George Mason,69,60
11/16/2015,Miami (FL),Louisiana-Lafayette,93,77
11/16/2015,North Carolina Central,Allen,78,54
11/16/2015,North Florida,Texas-Rio Grande Valley,106,84
11/16/2015,North Carolina-Wilmington,Eastern Kentucky,78,59
11/16/2015,College of Charleston,Navy,72,58
11/16/2015,Southern,Mississippi State,76,72
11/16/2015,Nevada-Las Vegas,New Mexico Highlands,107,45
11/16/2015,Saint Mary's (CA),Manhattan,89,63
11/16/2015,Towson,Morgan State,69,61
11/16/2015,Tulane,Drake,79,74
11/16/2015,Bethune-Cookman,Tennessee-Martin,86,79
11/16/2015,Texas State,Texas-Tyler,84,49
11/16/2015,Texas A&M,Southeastern Louisiana,100,58
11/16/2015,Virginia Commonwealth,Radford,92,74
11/16/2015,West Virginia,James Madison,86,73
11/16/2015,Yale,Sacred Heart,99,77
11/16/2015,Utah,San Diego State,81,76
11/16/2015,Vanderbilt,Gardner-Webb,98,62
11/16/2015,San Jose State,Montana,64,61
11/16/2015,Savannah State,Campbell,59,57
11/16/2015,South Carolina,Oral Roberts,84,66
11/16/2015,Samford,Auburn Montgomery,94,79
11/16/2015,San Francisco,Rice,80,54
11/16/2015,Southern California,Monmouth,101,90
11/16/2015,St. John's (NY),Maryland-Baltimore County,75,53
11/16/2015,South Carolina State,Voorhees,113,69
11/16/2015,South Dakota State,Weber State,85,68
11/16/2015,NJIT,South Florida,60,57
11/16/2015,Cornell,Colgate,101,98
11/16/2015,Detroit Mercy,Central State (OH),88,65
11/16/2015,University of California,UC-Santa Barbara,85,67
11/16/2015,Canisius,Lehigh,98,89
11/16/2015,Chattanooga,Hiwassee,94,55
11/16/2015,Florida,North Carolina A&T,104,54
11/16/2015,Florida Gulf Coast,Texas Wesleyan,85,62
11/16/2015,Duquesne,New Orleans,95,75
11/16/2015,Fairleigh Dickinson,Fairleigh Dickinson-Florham,111,70
11/16/2015,East Carolina,Charlotte,88,74
11/16/2015,Arizona,Bradley,90,60
11/16/2015,Arizona State,Belmont,83,74
11/16/2015,Air Force,Tennessee Tech,80,70
11/16/2015,Akron,Hiram,100,30
11/16/2015,Alabama-Birmingham,Alabama State,72,70
11/16/2015,Boston University,Albany (NY),69,64
11/16/2015,Brown,Holy Cross,71,55
11/16/2015,Arkansas State,Lyon,81,37
11/16/2015,Ball State,Eastern Illinois,73,56
11/16/2015,Boise State,Northern Arizona,101,81
11/16/2015,Florida International,Florida Memorial,67,51
11/16/2015,IPFW,Manchester,85,53
11/16/2015,Jacksonville State,Oakwood,96,60
11/16/2015,Indiana State,Wyoming,70,55
11/16/2015,Indiana,Austin Peay,102,76
11/16/2015,Iowa State,Chicago State,106,64
11/16/2015,Louisiana State,Kennesaw State,91,69
11/16/2015,Long Island University,Loyola (MD),71,68
11/16/2015,Kansas State,Columbia,81,71
11/16/2015,Long Beach State,Brigham Young,66,65
11/16/2015,Longwood,La Roche,89,65
11/16/2015,Georgia Tech,Tennessee,69,67
11/16/2015,Hawaii,Nevada,76,75
11/16/2015,Hofstra,Molloy,96,64
11/16/2015,Fresno State,Lamar,80,72
11/16/2015,George Washington,Virginia,73,68
11/16/2015,Illinois State,Morehead State,67,66
11/16/2015,Incarnate Word,Schreiner,73,49
11/16/2015,Houston Baptist,Crowley's Ridge,102,62
11/16/2015,Idaho State,Dickinson State (ND),110,85
11/17/2015,Notre Dame,Milwaukee,86,78
11/17/2015,Ohio State,Grambling,82,55
11/17/2015,Northern Kentucky,Tiffin,83,71
11/17/2015,Penn State,DePaul,68,62
11/17/2015,Pittsburgh,Saint Joseph's (IN),84,43
11/17/2015,Oregon State,Iona,93,73
11/17/2015,Cal State Fullerton,Pacific,77,76
11/17/2015,Nebraska-Omaha,Missouri-Kansas City,95,89
11/17/2015,Norfolk State,Washington Adventist,78,58
11/17/2015,Murray State,Middle Tennessee,76,65
11/17/2015,Michigan State,Kansas,79,73
11/17/2015,Northern Colorado,Colorado Christian,85,70
11/17/2015,Northern Iowa,Stephen F. Austin,70,60
11/17/2015,North Carolina-Greensboro,Chowan,81,60
11/17/2015,Northeastern,Wentworth,91,62
11/17/2015,Virginia Military Institute,Tusculum,88,76
11/17/2015,Western Illinois,Illinois-Chicago,84,57
11/17/2015,Utah State,Adams State,83,68
11/17/2015,Villanova,Nebraska,87,63
11/17/2015,Wisconsin,North Dakota,78,64
11/17/2015,Xavier,Missouri,78,66
11/17/2015,Western Michigan,San Diego,74,62
11/17/2015,Winthrop,Truett-McConnell,106,78
11/17/2015,Sam Houston State,St. Thomas (TX),114,92
11/17/2015,Jackson State,Southern Mississippi,78,60
11/17/2015,Valparaiso,Rhode Island,58,55
11/17/2015,Saint Francis (PA),Westminster,103,72
11/17/2015,Tulsa,Wichita State,77,67
11/17/2015,Syracuse,St. Bonaventure,79,66
11/17/2015,St. Francis (NY),Mount Saint Vincent,93,67
11/17/2015,Dayton,Alabama,80,48
11/17/2015,Creighton,Texas-San Antonio,103,78
11/17/2015,Connecticut,New Hampshire,85,66
11/17/2015,Evansville,Marian,84,59
11/17/2015,East Tennessee State,Green Bay,103,90
11/17/2015,Pennsylvania,Delaware State,60,54
11/17/2015,Kentucky,Duke,74,63
11/17/2015,Furman,Appalachian State,79,70
11/17/2015,Hampton,American,61,48
11/17/2015,Abilene Christian,Howard Payne,70,56
11/17/2015,Colorado,Auburn,91,84
11/17/2015,Citadel,Stetson,94,93
11/17/2015,Cleveland State,Malone,62,46
11/17/2015,Central Michigan,Alma,79,64
11/17/2015,Cal State Bakersfield,Idaho,68,45
11/17/2015,Louisville,Hartford,87,52
11/17/2015,Marist,Dartmouth,73,63
11/17/2015,Louisiana Tech,Texas-Arlington,80,68
11/17/2015,Oklahoma,Memphis,84,78
11/17/2015,Miami (OH),Kenyon,68,47
11/17/2015,Maryland,Georgetown,75,71
11/17/2015,Louisiana College,McNeese State,73,70
11/17/2015,Fordham,Queens (NY),76,57
11/17/2015,Warner Southern,Florida Atlantic,75,72
11/17/2015,Florida State,Jacksonville,98,79
11/17/2015,Grand Canyon,Black Hills State,88,72
11/17/2015,William & Mary,Liberty,70,59
11/17/2015,Lipscomb,Oakland City,96,69
11/17/2015,Massachusetts,Harvard,69,63
11/17/2015,La Salle,Rider,73,60
11/18/2015,Oakland,Eastern Michigan,91,81
11/18/2015,Northwestern,Fairfield,79,72
11/18/2015,North Florida,Edward Waters,98,69
11/18/2015,Providence,Illinois,60,59
11/18/2015,Purdue,Incarnate Word,96,61
11/18/2015,Old Dominion,Morgan State,79,48
11/18/2015,Presbyterian,Toccoa Falls,116,75
11/18/2015,North Carolina,Wofford,78,58
11/18/2015,Niagara,Brown,75,66
11/18/2015,New Mexico State,Tennessee Tech,76,63
11/18/2015,North Carolina State,IUPUI,79,56
11/18/2015,North Dakota State,Valley City State,69,49
11/18/2015,North Carolina-Asheville,Mars Hill,84,51
11/18/2015,Roanoke,North Carolina A&T,94,87
11/18/2015,Valparaiso,Indiana-Kokomo,78,40
11/18/2015,Tennessee State,Fisk,72,50
11/18/2015,Saint Louis,Southern Illinois-Edwardsville,70,60
11/18/2015,Toledo,Youngstown State,100,78
11/18/2015,Richmond,Wake Forest,91,82
11/18/2015,Vermont,Quinnipiac,83,70
11/18/2015,Virginia Tech,Jacksonville State,71,62
11/18/2015,Saint Joseph's,Buffalo,89,67
11/18/2015,Radford,Catawba,68,60
11/18/2015,Bucknell,Robert Morris,81,76
11/18/2015,Southeastern Louisiana,Mississippi College,76,69
11/18/2015,Southern Illinois,Kent State,72,69
11/18/2015,San Diego State,San Diego Christian,71,61
11/18/2015,Savannah State,Arkansas State,76,75
11/18/2015,UC-Davis,Fresno Pacific,76,46
11/18/2015,UC-Irvine,Central Florida,61,60
11/18/2015,Cal Poly,Cal State Monterey Bay,71,62
11/18/2015,Cal State Northridge,Vanguard,72,52
11/18/2015,Coastal Carolina,Grace Bible,104,67
11/18/2015,Chicago State,Indiana-Northwest,105,64
11/18/2015,Charleston Southern,Johnson & Wales (NC),97,65
11/18/2015,Arkansas-Little Rock,Centenary (LA),95,49
11/18/2015,Arizona State,Kennesaw State,91,53
11/18/2015,Akron,Arkansas,88,80
11/18/2015,Cincinnati,Bowling Green State,83,50
11/18/2015,Bryant,Emerson,82,69
11/18/2015,IPFW,Austin Peay,80,77
11/18/2015,Belmont,Western Kentucky,90,85
11/18/2015,Houston,Prairie View,110,69
11/18/2015,Loyola (MD),Maryland-Baltimore County,76,57
11/18/2015,Florida A&M,Thomas University,70,68
11/18/2015,Gonzaga,Northern Arizona,91,52
11/18/2015,New Mexico,Loyola (IL),75,51
11/18/2015,Nevada-Las Vegas,Southern Utah,84,64
11/18/2015,Massachusetts-Lowell,Sacred Heart,87,84
11/18/2015,Denver,Utah Valley,75,62
11/18/2015,Cornell,Binghamton,76,59
11/18/2015,Coppin State,Goldey-Beacom,80,73
11/18/2015,Elon,Belmont Abbey,84,57
11/18/2015,Army,Fairleigh Dickinson,96,85
11/18/2015,High Point,Drexel,75,66
11/18/2015,Eastern Washington,Seattle,76,70
11/19/2015,Long Beach State,Seton Hall,80,77
11/19/2015,Navy,South Carolina Upstate,67,55
11/19/2015,Oregon State,Rice,77,69
11/19/2015,Hartford,Saint Peter's,67,66
11/19/2015,St. John's (NY),Rutgers,61,59
11/19/2015,Southern,Tulane,90,82
11/19/2015,George Washington,South Florida,73,67
11/19/2015,Nebraska,Delaware State,75,60
11/19/2015,New Orleans,Pensacola Christian,94,57
11/19/2015,Miami (FL),Mississippi State,105,79
11/19/2015,Butler,Missouri State,93,59
11/19/2015,NJIT,Boston University,90,76
11/19/2015,Louisiana-Monroe,Northwestern State,80,64
11/19/2015,Nicholls State,Mobile,80,58
11/19/2015,Vanderbilt,Stony Brook,79,72
11/19/2015,Valparaiso,Trinity Christian,89,42
11/19/2015,UCLA,Pepperdine,81,67
11/19/2015,William & Mary,Washington Adventist,85,60
11/19/2015,Wyoming,New Mexico Highlands,83,67
11/19/2015,Washington,Mount St. Mary's,100,67
11/19/2015,Weber State,Antelope Valley,90,47
11/19/2015,Texas A&M,Texas A&M-Corpus Christi,95,70
11/19/2015,Tennessee,Marshall,84,74
11/19/2015,Southern Methodist,Stanford,85,70
11/19/2015,Alabama-Birmingham,Troy,79,63
11/19/2015,Oklahoma State,Towson,69,52
11/19/2015,Texas Christian,Houston Baptist,90,63
11/19/2015,Utah,Texas Tech,73,63
11/19/2015,Clemson,Texas Southern,76,56
11/19/2015,Colorado State,Loyola Marymount,83,75
11/19/2015,Charlotte,Furman,77,68
11/19/2015,Citadel,Mid-Atlantic Christian,132,60
11/19/2015,George Mason,Mississippi,68,62
11/19/2015,Gardner-Webb,Toccoa Falls,125,79
11/19/2015,Fresno State,San Francisco,78,71
11/19/2015,Albany (NY),Colgate,88,67
11/19/2015,Arizona,Boise State,88,76
11/19/2015,Air Force,Mississippi Valley State,65,64
11/19/2015,Alabama A&M,Southeast Missouri State,74,56
11/19/2015,Virginia,Bradley,82,57
11/19/2015,UC-Riverside,Santa Clara,77,63
11/19/2015,Boston College,Central Connecticut State,82,57
11/19/2015,Iowa,Marquette,89,61
11/19/2015,Long Island University,Maine,84,79
11/19/2015,Louisiana State,South Alabama,78,66
11/19/2015,Mercer,Alabama State,70,49
11/19/2015,Temple,Minnesota,75,70
11/19/2015,Massachusetts,Central Arkansas,89,62
11/19/2015,Memphis,Grambling,83,65
11/19/2015,Grand Canyon,Alcorn State,79,46
11/19/2015,Georgia State,Emmanuel,77,58
11/19/2015,Georgia Tech,Green Bay,107,77
11/19/2015,Indiana,Creighton,86,65
11/19/2015,Yale,Lehigh,79,67
11/19/2015,New Hampshire,Holy Cross,73,69
11/19/2015,South Dakota State,Illinois State,83,67
11/20/2015,Oregon,Savannah State,77,59
11/20/2015,George Mason,Oklahoma State,71,68
11/20/2015,Texas-Arlington,Ohio State,73,68
11/20/2015,Oklahoma,McNeese State,85,56
11/20/2015,Sacramento State,Holy Names,96,56
11/20/2015,Siena,Radford,76,62
11/20/2015,Pittsburgh,Detroit Mercy,95,79
11/20/2015,Minnesota,Missouri State,74,69
11/20/2015,Montana State,San Jose State,81,69
11/20/2015,Michigan State,Arkansas-Pine Bluff,92,46
11/20/2015,Milwaukee,Trinity International (IL),85,61
11/20/2015,Northern Arizona,Embry-Riddle Aeronautical University,90,57
11/20/2015,Northwestern,Columbia,83,80
11/20/2015,Indiana State,Norfolk State,70,61
11/20/2015,Virginia,Long Beach State,87,52
11/20/2015,Duke,Virginia Commonwealth,79,71
11/20/2015,Villanova,East Tennessee State,86,51
11/20/2015,Utah Valley,Antelope Valley,104,60
11/20/2015,West Virginia,Stetson,103,62
11/20/2015,Winthrop,Jacksonville State,80,69
11/20/2015,Washington State,Idaho State,85,67
11/20/2015,Utah State,Union (TN),73,49
11/20/2015,Texas-Rio Grande Valley,Texas A&M-Kingsville,78,56
11/20/2015,Texas Tech,Mississippi State,74,72
11/20/2015,South Carolina,DePaul,76,61
11/20/2015,Oral Roberts,Tennessee-Martin,70,66
11/20/2015,Miami (FL),Utah,90,66
11/20/2015,Tulsa,Ohio,90,88
11/20/2015,Mississippi,Towson,76,60
11/20/2015,Colorado,Portland,85,63
11/20/2015,University of California,East Carolina,70,62
11/20/2015,Cal State Bakersfield,Fresno Pacific,81,68
11/20/2015,Eastern Michigan,Siena Heights,79,34
11/20/2015,Eastern Kentucky,Ball State,89,81
11/20/2015,Duquesne,Penn State,78,52
11/20/2015,Butler,Temple,74,69
11/20/2015,Auburn,Georgia Southern,92,62
11/20/2015,Baylor,Jackson State,77,60
11/20/2015,Alabama,Louisiana-Lafayette,105,93
11/20/2015,Arkansas,Charleston Southern,93,75
11/20/2015,Brigham Young,Adams State,97,56
11/20/2015,Bryant,Prairie View,71,58
11/20/2015,Seton Hall,Bradley,67,59
11/20/2015,Kentucky,Wright State,78,63
11/20/2015,James Madison,Florida International,64,61
11/20/2015,Kansas State,South Dakota,93,72
11/20/2015,Miami (OH),Lipscomb,70,68
11/20/2015,Xavier,Michigan,86,70
11/20/2015,South Carolina State,Longwood,83,77
11/20/2015,Maryland,Rider,65,58
11/20/2015,Jacksonville,Florida College,81,63
11/20/2015,Georgia,Murray State,63,52
11/20/2015,Georgetown,Wisconsin,71,61
11/20/2015,Northeastern,Florida Atlantic,60,58
11/20/2015,Hofstra,Florida State,82,77
11/20/2015,Iona,Delaware,92,77
11/20/2015,Hampton,Appalachian State,82,61
11/20/2015,Howard,Medgar Evers,106,64
11/21/2015,Providence,Brown,94,73
11/21/2015,Purdue,Old Dominion,61,39
11/21/2015,Radford,Prairie View,64,56
11/21/2015,Presbyterian,Citadel,95,79
11/21/2015,Princeton,Saint Peter's,75,72
11/21/2015,Saint Francis (PA),American,68,48
11/21/2015,Florida,Saint Joseph's,74,63
11/21/2015,Saint Louis,St. Francis (NY),76,60
11/21/2015,Rutgers,Central Arkansas,87,84
11/21/2015,Rhode Island,Cleveland State,73,45
11/21/2015,Richmond,Bethune-Cookman,89,64
