Date,Team,Opponent,Team Score,Opponent Score
12/2/2015,Michigan State,Louisville,71,67
12/2/2015,Virginia Commonwealth,Middle Tennessee,62,56
12/2/2015,Marquette,Grambling,95,49
12/2/2015,Massachusetts,Boston University,99,69
12/2/2015,Houston,Murray State,93,78
12/2/2015,Houston Baptist,Rice,77,73
12/2/2015,Hawaii,Arkansas-Pine Bluff,75,47
12/2/2015,High Point,Longwood,90,66
12/2/2015,Idaho,Cal State Bakersfield,67,63
12/2/2015,Iowa,Florida State,78,75
12/2/2015,Jackson State,Fisk,94,59
12/2/2015,Jacksonville,Florida Memorial,92,73
12/2/2015,Notre Dame,Illinois,84,79
12/2/2015,DePaul,Illinois-Chicago,82,55
12/3/2015,North Carolina Central,Mississippi Valley State,86,79
12/3/2015,Radford,Liberty,56,52
12/3/2015,Oklahoma,Central Arkansas,111,68
12/3/2015,Long Island University,Massachusetts-Lowell,84,72
12/3/2015,Milwaukee,Southern Illinois-Edwardsville,64,51
12/3/2015,Louisiana-Monroe,Louisiana-Lafayette,81,70
12/3/2015,Valparaiso,Belmont,61,57
12/3/2015,Wofford,Kentucky Christian,86,66
12/3/2015,Western Carolina,Warren Wilson,96,45
12/3/2015,Southern Utah,La Verne,105,85
12/3/2015,UCLA,Kentucky,87,77
12/3/2015,Texas-Arlington,North Texas,90,67
12/3/2015,UC-Riverside,Northern Colorado,77,66
12/3/2015,IPFW,Cal Poly,75,73
12/3/2015,Southern California,UC-Santa Barbara,75,63
12/3/2015,Alabama State,Auburn Montgomery,80,78
12/3/2015,New Hampshire,Abilene Christian,86,75
12/3/2015,Bethune-Cookman,Trinity Baptist,78,49
12/3/2015,Grand Canyon,Central Michigan,75,72
12/3/2015,James Madison,Western Michigan,63,57
12/3/2015,Incarnate Word,Dallas Christian,108,71
12/3/2015,Delaware,South Florida,67,58
12/3/2015,Long Beach State,Colorado State,83,77
12/3/2015,Fresno State,Master's,84,72
12/4/2015,UC-Irvine,Pacific,70,67
12/4/2015,Cal State Fullerton,Seattle,70,61
12/4/2015,Saint Mary's (CA),UC-Davis,81,67
12/4/2015,Old Dominion,Delaware State,82,38
12/4/2015,Nevada-Las Vegas,Oregon,80,69
12/4/2015,Niagara,Quinnipiac,76,72
12/4/2015,Georgia State,Wright State,59,46
12/4/2015,Wake Forest,Arkansas,88,85
12/4/2015,American,Youngstown State,60,56
12/4/2015,Texas,Samford,59,49
12/4/2015,Southern,Southeastern Louisiana,73,69
12/4/2015,Siena,Manhattan,89,54
12/4/2015,Alabama,Southern Mississippi,58,55
12/4/2015,East Carolina,South Carolina Upstate,82,71
12/4/2015,Pittsburgh,Duquesne,96,75
12/4/2015,Elon,Florida International,77,71
12/4/2015,Fairfield,Rider,74,70
12/4/2015,Canisius,Monmouth,96,86
12/4/2015,North Dakota State,Arkansas State,74,73
12/4/2015,Saint Joseph's,Columbia,80,78
12/4/2015,Maryland,Saint Francis (PA),96,55
12/4/2015,Montana,San Francisco,82,50
12/4/2015,Missouri,Northern Illinois,78,71
12/4/2015,Akron,Marshall,75,65
12/4/2015,Kansas State,Georgia,68,66
12/4/2015,Iona,Marist,101,66
12/4/2015,Louisiana Tech,Jackson State,95,88
12/5/2015,Oregon State,Nevada,66,62
12/5/2015,Boise State,Portland,81,71
12/5/2015,Penn State,Eastern Michigan,81,70
12/5/2015,Missouri State,Oklahoma State,64,63
12/5/2015,Northwestern,Southern Illinois-Edwardsville,81,56
12/5/2015,Southern Illinois,North Texas,95,63
12/5/2015,Ohio State,Virginia Military Institute,89,62
12/5/2015,Oakland,Robert Morris,92,74
12/5/2015,Richmond,Northern Iowa,82,67
12/5/2015,Seton Hall,Rutgers,84,55
12/5/2015,Purdue,New Mexico,70,58
12/5/2015,Rice,St. Edward's,93,72
12/5/2015,Providence,Rhode Island,74,72
12/5/2015,Mount St. Mary's,Loyola (MD),85,68
12/5/2015,South Dakota,Minnesota,85,81
12/5/2015,Evansville,Murray State,85,81
12/5/2015,Michigan,Houston Baptist,82,57
12/5/2015,Middle Tennessee,South Alabama,68,55
12/5/2015,Michigan State,Binghamton,76,33
12/5/2015,North Carolina A&T,Howard,66,63
12/5/2015,North Carolina State,Bucknell,99,86
12/5/2015,North Carolina Central,Maryland-Eastern Shore,70,59
12/5/2015,North Carolina-Asheville,Johnson & Wales (NC),103,36
12/5/2015,Nicholls State,Loyola (LA),89,74
12/5/2015,Nebraska,Abilene Christian,73,63
12/5/2015,NJIT,Massachusetts-Lowell,90,77
12/5/2015,Southern Utah,Utah Valley,68,54
12/5/2015,Utah,IPFW,96,79
12/5/2015,Virginia,William & Mary,67,52
12/5/2015,Georgia Tech,Tulane,76,68
12/5/2015,Austin Peay,Troy,80,71
12/5/2015,Oral Roberts,Tulsa,70,68
12/5/2015,University of California,Wyoming,78,72
12/5/2015,Yale,Vermont,72,54
12/5/2015,Xavier,Western Kentucky,95,64
12/5/2015,Wisconsin,Temple,76,60
12/5/2015,West Virginia,Kennesaw State,87,54
12/5/2015,Virginia Tech,Arkansas-Pine Bluff,80,45
12/5/2015,Winthrop,Presbyterian,74,70
12/5/2015,Southern Methodist,New Hampshire,98,44
12/5/2015,Stephen F. Austin,Texas Southern,66,62
12/5/2015,St. Bonaventure,Ohio,81,68
12/5/2015,South Carolina,South Florida,81,63
12/5/2015,Wichita State,Saint Louis,68,53
12/5/2015,Eastern Kentucky,Savannah State,74,71
12/5/2015,Santa Clara,San Jose State,78,75
12/5/2015,Texas-Arlington,Texas-El Paso,76,62
12/5/2015,Texas Christian,Colgate,76,49
12/5/2015,Towson,Sacred Heart,83,61
12/5/2015,Stony Brook,Princeton,91,77
12/5/2015,Texas A&M-Corpus Christi,Texas State,47,39
12/5/2015,Tennessee State,Stetson,74,54
12/5/2015,Dayton,North Florida,86,71
12/5/2015,Air Force,Denver,61,59
12/5/2015,Dartmouth,Hartford,74,65
12/5/2015,Kent State,Cleveland State,66,62
12/5/2015,Cornell,Lafayette,85,67
12/5/2015,Hampton,Coppin State,74,71
12/5/2015,South Carolina State,Florida A&M,79,67
12/5/2015,High Point,Gardner-Webb,66,64
12/5/2015,Fordham,Central Connecticut State,86,54
12/5/2015,Detroit Mercy,Northeastern,76,73
12/5/2015,DePaul,Chicago State,96,72
12/5/2015,Eastern Illinois,Northern Kentucky,79,73
12/5/2015,Duke,Buffalo,82,59
12/5/2015,Brigham Young,Weber State,73,68
12/5/2015,North Dakota,Bradley,65,59
12/5/2015,Butler,Indiana State,85,71
12/5/2015,Brown,Bryant,76,68
12/5/2015,Ball State,New Orleans,66,52
12/5/2015,Arizona State,Texas A&M,67,54
12/5/2015,Bowling Green State,Drake,75,63
12/5/2015,Central Florida,Illinois-Chicago,88,58
12/5/2015,Quinnipiac,Canisius,78,76
12/5/2015,College of Charleston,Citadel,82,74
12/5/2015,Pepperdine,Cal State Northridge,70,55
12/5/2015,Cal Poly,Fresno State,77,65
12/5/2015,Cal State Bakersfield,Northern Arizona,72,55
12/5/2015,Long Beach State,New Mexico State,67,53
12/5/2015,Tennessee Tech,Lipscomb,81,78
12/5/2015,Maryland-Baltimore County,Longwood,70,59
12/5/2015,Lehigh,Rochester (MI),84,50
12/5/2015,Lamar,Idaho State,82,70
12/5/2015,Charleston Southern,Liberty,68,61
12/5/2015,Memphis,Southeast Missouri State,80,65
12/5/2015,Miami (FL),Charlotte,88,60
12/5/2015,Mercer,Alcorn State,68,43
12/5/2015,Mississippi,Massachusetts,74,64
12/5/2015,Loyola (IL),Creighton,68,65
12/5/2015,Louisville,Grand Canyon,111,63
12/5/2015,Marquette,Maine,104,67
12/5/2015,Arkansas-Little Rock,Idaho,64,54
12/5/2015,Alabama-Birmingham,Illinois State,74,61
12/5/2015,Illinois,Western Carolina,80,68
12/5/2015,Albany (NY),Holy Cross,88,84
12/5/2015,Georgetown,Syracuse,79,72
12/5/2015,George Mason,Pennsylvania,63,44
12/5/2015,Arizona,Gonzaga,68,63
12/5/2015,Jacksonville,Jacksonville State,86,82
12/5/2015,Drexel,La Salle,66,53
12/5/2015,Kansas,Harvard,75,69
12/5/2015,Indiana,Morehead State,92,59
12/5/2015,IUPUI,Miami (OH),78,64
12/5/2015,Iowa,Missouri-Kansas City,95,75
12/6/2015,Saint Peter's,Siena,72,68
12/6/2015,Saint Mary's (CA),UC-Irvine,70,60
12/6/2015,Sam Houston State,Sul Ross State,109,61
12/6/2015,San Diego,San Diego State,53,48
12/6/2015,Monmouth,Niagara,56,42
12/6/2015,Nebraska-Omaha,Montana State,100,97
12/6/2015,Pittsburgh,Central Arkansas,100,47
12/6/2015,North Carolina,Davidson,98,65
12/6/2015,Wagner,American,55,48
12/6/2015,UCLA,Long Beach State,83,76
12/6/2015,Washington State,Portland State,91,67
12/6/2015,Washington,Cal State Fullerton,87,69
12/6/2015,Southern Mississippi,North Dakota State,74,62
12/6/2015,Seattle,Mississippi Valley State,84,72
12/6/2015,Texas-Rio Grande Valley,Angelo State,76,75
12/6/2015,St. John's (NY),St. Francis (NY),63,56
12/6/2015,Colorado,Colorado State,88,77
12/6/2015,Coastal Carolina,Radford,63,58
12/6/2015,Eastern Washington,Great Falls,104,64
12/6/2015,Columbia,Delaware,82,69
12/6/2015,Baylor,Vanderbilt,69,67
12/6/2015,Massachusetts-Lowell,Boston College,68,66
12/6/2015,Clemson,Wofford,66,51
12/6/2015,Cincinnati,Morgan State,87,66
12/6/2015,James Madison,Marshall,107,84
12/6/2015,Loyola Marymount,UC-Riverside,77,76
12/6/2015,Marist,Manhattan,75,70
12/6/2015,Hofstra,Appalachian State,86,80
12/6/2015,Florida State,Virginia Commonwealth,76,71
12/6/2015,Florida Gulf Coast,Florida International,84,76
12/6/2015,Toledo,Green Bay,71,69
12/7/2015,Oakland,Binghamton,83,72
12/7/2015,Presbyterian,Montreat,93,69
12/7/2015,Purdue,IUPUI,80,53
12/7/2015,North Carolina A&T,Maryland-Eastern Shore,80,74
12/7/2015,Howard,North Carolina Central,71,69
12/7/2015,Oklahoma,Villanova,78,55
12/7/2015,Southern California,Idaho,74,55
12/7/2015,Western Michigan,Northeastern,87,86
12/7/2015,Sacramento State,Incarnate Word,73,70
12/7/2015,San Diego State,Biola,73,53
12/7/2015,San Francisco,Cal State Northridge,65,61
12/7/2015,College of Charleston,East Carolina,77,73
12/7/2015,Norfolk State,Coppin State,88,56
12/7/2015,Central Michigan,Aquinas,90,51
12/7/2015,Bethune-Cookman,South Carolina State,69,54
12/7/2015,Butler,Virginia Military Institute,93,66
12/7/2015,Georgetown,Brown,74,57
12/7/2015,Belmont,Lipscomb,93,84
12/7/2015,Kent State,NJIT,80,75
12/7/2015,Oregon,Navy,67,47
12/7/2015,Iowa,Western Illinois,90,56
12/7/2015,Kennesaw State,Thomas University,69,59
12/7/2015,Iowa State,Buffalo,84,63
12/8/2015,Wagner,Rider,65,64
12/8/2015,Rhode Island,Houston,67,57
12/8/2015,South Dakota,Missouri-Kansas City,79,70
12/8/2015,Saint Joseph's,Princeton,62,50
12/8/2015,Rutgers,Central Connecticut State,75,59
12/8/2015,Mount St. Mary's,Bucknell,81,73
12/8/2015,New Hampshire,Worcester State,100,66
12/8/2015,South Dakota State,Minnesota,84,70
12/8/2015,Ohio State,Air Force,74,50
12/8/2015,Idaho State,Portland,66,65
12/8/2015,Notre Dame,Stony Brook,86,61
12/8/2015,Tulsa,Iona,90,81
12/8/2015,Texas-Arlington,Bradley,97,61
12/8/2015,Virginia,West Virginia,70,54
12/8/2015,Xavier,Wright State,90,55
12/8/2015,Washington,Texas Christian,92,67
12/8/2015,Southern Methodist,Michigan,82,58
12/8/2015,St. Bonaventure,Vermont,80,68
12/8/2015,Bowling Green State,Southeast Missouri State,79,52
12/8/2015,Syracuse,Colgate,78,51
12/8/2015,Texas,Texas-San Antonio,116,50
12/8/2015,Stephen F. Austin,Henderson State,87,54
12/8/2015,Maryland,Connecticut,76,66
12/8/2015,Citadel,Voorhees,89,85
12/8/2015,Duquesne,Maryland-Baltimore County,89,70
12/8/2015,Fordham,Long Island University,89,84
12/8/2015,Eastern Michigan,Rochester (MI),86,58
12/8/2015,Baylor,Northwestern State,75,62
12/8/2015,Arkansas,Evansville,89,76
12/8/2015,Harvard,Boston University,75,69
12/8/2015,Chattanooga,Tennessee Wesleyan,91,63
12/8/2015,Central Florida,Massachusetts,67,63
12/8/2015,Army,Bryant,77,55
12/8/2015,Louisiana Tech,Louisiana State-Shreveport,82,49
12/8/2015,Hawaii,Hawaii-Hilo,86,67
12/8/2015,Miami (FL),Florida,66,55
12/8/2015,Towson,Loyola (MD),65,54
12/8/2015,Marquette,San Jose State,80,62
12/8/2015,Northern Iowa,George Mason,73,65
12/8/2015,George Washington,Penn State,76,66
12/8/2015,Furman,Liberty,79,56
12/8/2015,Grand Canyon,Southern,70,56
12/8/2015,Gonzaga,Montana,61,58
12/8/2015,Georgia,Winthrop,74,64
12/9/2015,Oral Roberts,John Brown,88,53
12/9/2015,Nevada,Fresno Pacific,119,70
12/9/2015,Northern Colorado,York (PA),91,58
12/9/2015,Providence,Boston College,66,51
12/9/2015,Pepperdine,Long Beach State,77,75
12/9/2015,Temple,Pennsylvania,77,73
12/9/2015,Albany (NY),Marist,75,53
12/9/2015,Columbia,Manhattan,72,71
12/9/2015,Marshall,Eastern Illinois,82,76
12/9/2015,Missouri,Nebraska-Omaha,85,78
12/9/2015,Michigan State,Maryland-Eastern Shore,78,35
12/9/2015,Utah Valley,Weber State,84,81
12/9/2015,Texas Tech,Tennessee-Martin,68,49
12/9/2015,St. John's (NY),Niagara,48,44
12/9/2015,Dayton,Vanderbilt,72,67
12/9/2015,Milwaukee,Wisconsin,68,67
12/9/2015,Wichita State,Nevada-Las Vegas,56,50
12/9/2015,Virginia Tech,Radford,74,65
12/9/2015,Denver,San Diego,59,47
12/9/2015,Purdue,Howard,93,55
12/9/2015,Southern Illinois-Edwardsville,Southern Illinois,76,74
12/9/2015,Siena,Hofstra,81,68
12/9/2015,Creighton,Nebraska,83,67
12/9/2015,Colorado State,Arkansas-Fort Smith,97,72
12/9/2015,Davidson,Eastern Washington,96,86
12/9/2015,DePaul,Drake,74,71
12/9/2015,Detroit Mercy,Toledo,75,72
12/9/2015,Brigham Young,Utah State,80,68
12/9/2015,Boise State,Loyola Marymount,67,66
12/9/2015,Arizona,Fresno State,85,72
12/9/2015,Coastal Carolina,North Carolina Wesleyan,98,73
12/9/2015,Campbell,Charlotte,76,70
12/9/2015,University of California,Incarnate Word,74,62
12/9/2015,Kentucky,Eastern Kentucky,88,67
12/9/2015,Kansas State,Coppin State,83,58
12/9/2015,Kansas,Holy Cross,92,59
12/9/2015,Fairleigh Dickinson,Lafayette,91,89
12/9/2015,Dartmouth,Maine,79,69
12/9/2015,Louisiana-Lafayette,McNeese State,97,64
12/9/2015,Illinois,Yale,69,65
12/9/2015,High Point,North Carolina-Greensboro,90,72
12/9/2015,Quinnipiac,Hartford,68,66
12/9/2015,Valparaiso,Indiana State,69,63
12/9/2015,Indiana,IPFW,90,65
12/10/2015,Penn State,Canisius,81,67
12/10/2015,Missouri State,IUPUI,88,74
12/10/2015,Boston University,Massachusetts-Lowell,80,60
12/10/2015,Southern,Wyoming,68,58
12/10/2015,NJIT,St. Francis (NY),92,86
12/10/2015,San Diego State,Nicholls State,84,47
12/10/2015,Seton Hall,Troy,78,69
12/10/2015,Florida Atlantic,Ave Maria,72,59
12/10/2015,Idaho,Washington State,78,74
12/10/2015,Colgate,Utica,90,68
12/10/2015,East Tennessee State,Milligan,98,47
12/10/2015,Lipscomb,Cumberland,83,53
12/10/2015,Kent State,Louisiana-Monroe,73,62
12/10/2015,Iowa State,Iowa,83,82
12/11/2015,South Carolina Upstate,North Greenville,70,58
12/11/2015,Tennessee-Martin,Texas-Rio Grande Valley,72,64
12/11/2015,Texas Christian,Prairie View,73,55
12/11/2015,Valparaiso,Chicago State,71,53
12/11/2015,Pittsburgh,Eastern Washington,84,51
12/11/2015,North Dakota State,North Dakota,69,67
12/12/2015,Oklahoma,Oral Roberts,96,73
12/12/2015,Northeastern,Stony Brook,75,62
12/12/2015,Oklahoma State,Minnesota,62,60
12/12/2015,Long Island University,Niagara,80,79
12/12/2015,North Florida,Coastal Georgia,117,71
12/12/2015,North Carolina-Greensboro,Belmont Abbey,84,61
12/12/2015,Purdue,Youngstown State,95,64
12/12/2015,Lafayette,Sacred Heart,90,86
12/12/2015,Richmond,Longwood,77,59
12/12/2015,Portland,Sacramento State,81,73
12/12/2015,Penn State,Louisiana-Monroe,54,50
12/12/2015,Providence,Bryant,74,67
12/12/2015,Maryland-Baltimore County,Mount St. Mary's,75,63
12/12/2015,Memphis,Manhattan,89,57
12/12/2015,Delaware,Marist,70,69
12/12/2015,Louisville,Eastern Michigan,86,53
12/12/2015,Maryland,Maryland-Eastern Shore,77,56
12/12/2015,Marshall,Eastern Kentucky,96,72
12/12/2015,Nevada,Drake,79,71
12/12/2015,Missouri-Kansas City,Mississippi State,72,67
12/12/2015,New Orleans,Williams Baptist,83,66
12/12/2015,New Mexico,Northern Iowa,76,57
12/12/2015,Michigan State,Florida,58,52
12/12/2015,Michigan,Delaware State,80,33
12/12/2015,Middle Tennessee,Auburn,88,81
12/12/2015,Duquesne,Saint Francis (PA),67,65
12/12/2015,UC-Irvine,Utah State,73,63
12/12/2015,Oakland,Toledo,76,64
12/12/2015,Navy,Virginia Military Institute,68,62
12/12/2015,Texas,North Carolina,84,82
12/12/2015,Texas A&M-Corpus Christi,Texas-San Antonio,85,79
12/12/2015,Texas A&M,Kansas State,78,68
12/12/2015,Marquette,Wisconsin,57,55
12/12/2015,Wichita State,Utah,67,50
12/12/2015,Xavier,Cincinnati,65,55
12/12/2015,Washington,Montana,92,62
12/12/2015,Western Michigan,Marygrove,101,59
12/12/2015,Western Illinois,Eastern Illinois,64,57
12/12/2015,Tennessee State,Grambling,64,52
12/12/2015,South Carolina State,Jacksonville,81,74
12/12/2015,Siena,Albany (NY),78,70
12/12/2015,Mississippi,Southeast Missouri State,75,64
12/12/2015,Cal State Bakersfield,South Dakota,77,67
12/12/2015,Saint Louis,Alabama A&M,75,58
12/12/2015,Santa Clara,Pacific Union,73,66
12/12/2015,Stanford,Dartmouth,64,50
12/12/2015,Southern Utah,Bristol University,79,41
12/12/2015,Stephen F. Austin,Arkansas Tech,86,48
12/12/2015,Southern Illinois,North Texas,74,66
12/12/2015,Southern Illinois-Edwardsville,Portland State,74,64
12/12/2015,Colorado,Brigham Young,92,83
12/12/2015,Ohio,Cleveland State,76,67
12/12/2015,Connecticut,Ohio State,75,55
12/12/2015,Columbia,NJIT,65,56
12/12/2015,Central Michigan,Texas Southern,79,71
12/12/2015,Rider,Charleston Southern,82,72
12/12/2015,Arkansas-Little Rock,DePaul,66,44
12/12/2015,Evansville,Mississippi Valley State,95,60
12/12/2015,Detroit Mercy,Bowling Green State,95,80
12/12/2015,Creighton,IUPUI,90,65
12/12/2015,Chattanooga,Dayton,61,59
12/12/2015,Davidson,Western Carolina,87,54
12/12/2015,Central Florida,Florida Atlantic,75,61
12/12/2015,Arkansas,Tennessee Tech,83,57
12/12/2015,Pepperdine,Ball State,72,63
12/12/2015,Arkansas State,Arkansas-Monticello,104,71
12/12/2015,Abilene Christian,Schreiner,69,46
12/12/2015,Akron,Bethune-Cookman,81,60
12/12/2015,Army,Air Force,90,80
12/12/2015,University of California,Saint Mary's (CA),63,59
12/12/2015,Loyola Marymount,Cal State Fullerton,82,70
12/12/2015,Nevada-Las Vegas,UC-Riverside,73,62
12/12/2015,Boise State,Oregon,74,72
12/12/2015,Butler,Tennessee,94,86
12/12/2015,Buffalo,Binghamton,80,64
12/12/2015,James Madison,George Mason,69,46
12/12/2015,Jackson State,Blue Mountain College,75,37
12/12/2015,Kansas,Oregon State,82,67
12/12/2015,Indiana,McNeese State,105,60
12/12/2015,IPFW,Austin Peay,85,68
12/12/2015,Long Beach State,Tampa,87,60
12/12/2015,Princeton,Lipscomb,78,64
12/12/2015,Louisiana Tech,Louisiana-Lafayette,91,79
12/12/2015,Kentucky,Arizona State,72,58
12/12/2015,Kent State,Canisius,84,77
12/12/2015,Lamar,Liberty,73,58
12/12/2015,Illinois,Illinois-Chicago,83,79
12/12/2015,Georgetown,North Carolina-Wilmington,87,82
12/12/2015,George Washington,Rutgers,83,49
12/12/2015,Georgia State,Old Dominion,68,64
12/12/2015,Fresno State,Pacific,71,52
12/12/2015,Samford,Florida A&M,86,67
12/12/2015,Gardner-Webb,Furman,73,53
12/12/2015,Houston Baptist,Arlington Baptist,110,53
12/12/2015,Utah Valley,Idaho State,100,76
12/12/2015,Radford,Howard,92,91
12/12/2015,UCLA,Gonzaga,71,66
12/12/2015,Hawaii,Hawaii Pacific,83,71
12/12/2015,Holy Cross,Hartford,90,68
12/13/2015,Pittsburgh,Morehead State,72,62
12/13/2015,Boston University,Quinnipiac,64,57
12/13/2015,Notre Dame,Loyola (IL),81,61
12/13/2015,Seton Hall,Saint Peter's,72,46
12/13/2015,Montana State,San Jose State,91,83
12/13/2015,North Carolina-Asheville,Campbell,80,60
12/13/2015,Wyoming,New Mexico State,62,59
12/13/2015,Northwestern,Chicago State,77,35
12/13/2015,Northern Kentucky,Norfolk State,81,60
12/13/2015,Northern Colorado,Colorado State,73,64
12/13/2015,South Dakota State,UC-Santa Barbara,86,68
12/13/2015,Virginia Tech,Lamar,88,53
12/13/2015,Villanova,La Salle,76,47
12/13/2015,Texas State,Texas-Rio Grande Valley,68,59
12/13/2015,Western Kentucky,Indiana State,75,62
12/13/2015,West Virginia,Louisiana-Monroe,100,58
12/13/2015,Washington State,Texas-El Paso,84,68
12/13/2015,Southern,Ecclesia,96,69
12/13/2015,Southern California,Yale,68,56
12/13/2015,North Carolina State,South Florida,65,46
12/13/2015,Saint Joseph's,Temple,66,65
12/13/2015,St. John's (NY),Syracuse,84,72
12/13/2015,East Carolina,North Carolina A&T,71,60
12/13/2015,Denver,Weber State,69,68
12/13/2015,Elon,Wesley,106,77
12/13/2015,Florida State,Southeastern Louisiana,75,58
12/13/2015,Florida Gulf Coast,Massachusetts,77,76
12/13/2015,Boston College,Maine,91,60
12/13/2015,Arizona,Missouri,88,52
12/13/2015,Alabama-Birmingham,Seattle,79,73
12/13/2015,College of Charleston,North Greenville,89,52
12/13/2015,Colgate,New Hampshire,75,59
12/13/2015,Alabama,Clemson,51,50
12/13/2015,Miami (OH),Wright State,72,67
12/13/2015,Alabama State,Jacksonville State,63,60
12/13/2015,Milwaukee,Judson,125,74
12/13/2015,Nebraska,Rhode Island,70,67
12/13/2015,Monmouth,Wagner,73,54
12/13/2015,Tulsa,Missouri State,70,61
12/13/2015,High Point,Virginia Wise,111,74
12/13/2015,Nebraska-Omaha,Grand Canyon,108,104
12/13/2015,Fordham,Coppin State,92,55
12/13/2015,Houston,Louisiana State,105,98
12/13/2015,Iowa State,Arkansas-Pine Bluff,78,64
12/13/2015,Illinois State,Murray State,63,61
12/14/2015,Saint Mary's (CA),Cal Poly,93,63
12/14/2015,Sam Houston State,Le Tourneau,96,54
12/14/2015,North Florida,Florida International,94,72
12/14/2015,North Texas,Nicholls State,78,60
12/14/2015,Western Carolina,Eastern Washington,97,80
12/14/2015,Coastal Carolina,Wofford,71,63
12/14/2015,Tulane,Prairie View,63,49
12/14/2015,Southern Mississippi,South Alabama,57,54
12/14/2015,Tennessee State,Stetson,93,90
12/14/2015,Columbia,Robert Morris,78,71
12/14/2015,Gonzaga,Saint Martin's,86,50
12/14/2015,Charleston Southern,Columbia International,107,74
12/14/2015,Alcorn State,Blue Mountain College,68,60
12/14/2015,Cal State Bakersfield,Dartmouth,69,62
12/14/2015,Marshall,North Carolina Central,92,73
12/14/2015,South Carolina Upstate,Navy,66,57
12/14/2015,Hartford,Sacred Heart,80,71
12/14/2015,Manhattan,St. Francis (NY),71,60
12/15/2015,Northwestern,Mississippi Valley State,78,48
12/15/2015,Ohio,Ohio Dominican,93,69
12/15/2015,Oregon,UC-Irvine,78,63
12/15/2015,Oklahoma State,Longwood,73,55
12/15/2015,Mississippi,Louisiana Tech,99,80
12/15/2015,Michigan,Northern Kentucky,77,62
12/15/2015,North Carolina-Asheville,East Tennessee State,84,64
12/15/2015,Montana,Great Falls,79,59
12/15/2015,Wake Forest,North Carolina-Greensboro,81,71
12/15/2015,UCLA,Louisiana-Lafayette,89,80
12/15/2015,Youngstown State,Geneva,99,58
12/15/2015,Wisconsin,Texas A&M-Corpus Christi,64,49
12/15/2015,Texas,Appalachian State,67,55
12/15/2015,Santa Clara,Arkansas-Pine Bluff,69,57
12/15/2015,San Diego,UC-Davis,61,55
12/15/2015,Stanford,DePaul,79,60
12/15/2015,South Carolina,Drexel,79,54
12/15/2015,Duke,Georgia Southern,99,65
12/15/2015,Clemson,Presbyterian,69,41
12/15/2015,Florida A&M,Southeastern Louisiana,67,64
12/15/2015,Eastern Kentucky,Florida Atlantic,80,73
12/15/2015,Cincinnati,Norfolk State,75,59
12/15/2015,Belmont,Ouachita,80,54
12/15/2015,Auburn,Mercer,78,71
12/15/2015,Chattanooga,Tennessee Tech,80,69
12/15/2015,Saint Francis (PA),Binghamton,67,61
12/15/2015,Our Lady of the Lake,Incarnate Word,99,97
12/15/2015,Houston Baptist,UC-Riverside,72,59
12/15/2015,Miami (OH),Jackson State,64,53
12/15/2015,Memphis,Southern,72,67
12/15/2015,Monmouth,Georgetown,83,68
12/15/2015,Georgia Tech,Virginia Commonwealth,77,64
12/15/2015,Grand Canyon,Delaware State,88,59
12/15/2015,Green Bay,Pacific,93,88
12/16/2015,North Florida,Austin Peay,80,70
12/16/2015,Denver,Northern Colorado,81,77
12/16/2015,North Dakota State,Montana State,73,64
12/16/2015,Texas State,Prairie View,62,44
12/16/2015,Ohio State,Northern Illinois,67,54
12/16/2015,North Carolina State,High Point,76,73
12/16/2015,Arizona State,Nevada-Las Vegas,66,56
12/16/2015,Nebraska-Omaha,Simpson,81,71
12/16/2015,Missouri State,Oral Roberts,85,66
12/16/2015,North Carolina,Tulane,96,72
12/16/2015,New Mexico,New Mexico State,79,61
12/16/2015,Texas Tech,South Dakota State,79,67
12/16/2015,Texas-San Antonio,East Central,75,61
12/16/2015,Tennessee,Florida Atlantic,81,62
12/16/2015,Western Kentucky,Alabama A&M,79,70
12/16/2015,Vermont,UC-Santa Barbara,75,68
12/16/2015,Utah,Savannah State,99,53
12/16/2015,Saint Mary's (CA),Southern Utah,92,36
12/16/2015,Tennessee-Martin,Saint Louis,82,76
12/16/2015,Richmond,Old Dominion,77,61
12/16/2015,Stetson,Albany State (GA),95,69
12/16/2015,Southern Methodist,Nicholls State,86,42
12/16/2015,South Florida,Jacksonville,88,75
12/16/2015,East Carolina,North Carolina-Wilmington,78,73
12/16/2015,Duquesne,South Carolina State,83,68
12/16/2015,Arkansas-Little Rock,Central Arkansas,77,54
12/16/2015,Florida State,Mississippi State,90,66
12/16/2015,Elon,Alabama State,91,74
12/16/2015,Arizona,Northern Arizona,92,37
12/16/2015,Alabama-Birmingham,South Carolina Upstate,96,54
12/16/2015,Alabama,Winthrop,72,60
12/16/2015,Citadel,Bethune-Cookman,99,87
12/16/2015,Campbell,Johnson & Wales (NC),87,53
12/16/2015,Baylor,Hardin-Simmons,104,59
12/16/2015,Cleveland State,Loyola (IL),60,54
12/16/2015,Louisville,Kennesaw State,94,57
12/16/2015,Louisiana State,Gardner-Webb,78,57
12/16/2015,Massachusetts,New Orleans,103,95
12/16/2015,Minnesota,Chicago State,70,52
12/16/2015,McNeese State,Louisiana State-Alexandria,77,72
12/16/2015,Houston,North Carolina Central,73,65
12/16/2015,Furman,Bluefield (WV),94,46
12/16/2015,Fresno State,Cal State Bakersfield,76,68
12/16/2015,Iona,Texas Southern,83,73
