Date,Team,Opponent,Team Score,Opponent Score
1/16/2013,Akron,Ball St,71,64
1/16/2013,Marquette,Seton Hall,69,62
1/16/2013,UNLV,San Diego St,82,75
1/16/2013,Albany NY,New Hampshire,68,62
1/16/2013,Charleston So,UNC Asheville,74,68
1/16/2013,Lehigh,American Univ,63,57
1/16/2013,Charlotte,Fordham,74,68
1/16/2013,UNC Wilmington,Old Dominion,65,60
1/16/2013,High Point,Liberty,77,72
1/16/2013,Northeastern,Hofstra,65,60
1/16/2013,New Mexico,Boise St,79,74
1/16/2013,Southern Miss,SMU,74,70
1/16/2013,Miami OH,Bowling Green,63,60
1/16/2013,Tulsa,UTEP,45,42
1/16/2013,Towson,Delaware,69,66
1/16/2013,Xavier,St Bonaventure,66,64
1/16/2013,Temple,G Washington,55,53
1/16/2013,La Salle,Dayton,72,70
1/16/2013,IL Chicago,Loyola-Chicago,61,59
1/16/2013,Iowa St,West Virginia,69,67
1/16/2013,Maryland,NC State,51,50
1/16/2013,Miami FL,Boston College,60,59
1/16/2013,Gardner Webb,Coastal Car,66,65
1/16/2013,St Mary's CA,BYU,70,69
1/17/2013,N Dakota St,IUPUI,78,40
1/17/2013,Denver,San Jose St,73,37
1/17/2013,Davidson,Citadel,70,38
1/17/2013,Middle Tenn St,Ark Little Rock,82,50
1/17/2013,Santa Clara,San Francisco,85,54
1/17/2013,UC Irvine,CS Fullerton,92,65
1/17/2013,Niagara,Siena,87,64
1/17/2013,W Kentucky,ULL,72,49
1/17/2013,Gonzaga,Portland,71,49
1/17/2013,FL Atlantic,Troy,80,59
1/17/2013,Florida,Texas A&M,68,47
1/17/2013,Murray St,E Illinois,70,49
1/17/2013,Mercer,ETSU,78,59
1/17/2013,North Dakota,E Washington,65,47
1/17/2013,Seattle,UT Arlington,61,44
1/17/2013,N Colorado,Portland St,67,50
1/17/2013,Morehead St,SE Missouri St,75,59
1/17/2013,Duke,Georgia Tech,73,57
1/17/2013,South Alabama,ULM,71,56
1/17/2013,Nicholls St,Northwestern LA,93,78
1/17/2013,Elon,Furman,73,59
1/17/2013,Loyola MD,Marist,72,58
1/17/2013,Northwestern,Illinois,68,54
1/17/2013,Massachusetts,Duquesne,79,66
1/17/2013,Oakland,Missouri KC,81,68
1/17/2013,Edwardsville,Austin Peay,66,53
1/17/2013,Weber St,Northern Arizona,83,70
1/17/2013,New Mexico St,Utah St,64,51
1/17/2013,SC Upstate,Kennesaw,66,54
1/17/2013,Stetson,N Kentucky,71,59
1/17/2013,WI Milwaukee,Cleveland St,69,57
1/17/2013,Oral Roberts,TAM C. Christi,64,52
1/17/2013,Rider,St Peter's,66,54
1/17/2013,SF Austin,SE Louisiana,52,40
1/17/2013,Sam Houston St,Cent Arkansas,63,52
1/17/2013,UCLA,Oregon St,74,64
1/17/2013,WI Green Bay,Youngstown St,67,58
1/17/2013,Lipscomb,FL Gulf Coast,87,78
1/17/2013,Long Beach St,UC Riverside,91,82
1/17/2013,Quinnipiac,St Francis PA,75,66
1/17/2013,San Diego,Loy Marymount,78,70
1/17/2013,Michigan,Minnesota,83,75
1/17/2013,Hawaii,Pacific,60,52
1/17/2013,Central Conn,Wagner,73,66
1/17/2013,Belmont,E Kentucky,83,76
1/17/2013,Florida Intl,North Texas,70,64
1/17/2013,S Dakota St,W Illinois,59,53
1/17/2013,Louisiana Tech,Idaho,72,66
1/17/2013,Tennessee St,Jacksonville St,66,60
1/17/2013,Montana,Southern Utah,73,67
1/17/2013,VA Commonwealth,St Joseph's PA,92,86
1/17/2013,Monmouth NJ,St Francis NY,71,67
1/17/2013,Long Island,F Dickinson,79,75
1/17/2013,Ga Southern,Col Charleston,51,47
1/17/2013,Canisius,Manhattan,64,60
1/17/2013,Samford,W Carolina,64,60
1/17/2013,Robert Morris,Sacred Heart,66,62
1/17/2013,Chattanooga,Appalachian St,91,88
1/17/2013,Rutgers,South Florida,70,67
1/17/2013,UC Davis,CS Northridge,74,71
1/17/2013,IPFW,South Dakota,62,60
1/17/2013,Oregon,USC,76,74
1/17/2013,Valparaiso,Detroit,89,88
1/17/2013,Bryant,Mt St Mary's,79,78
1/17/2013,Penn,NJIT,54,53
1/17/2013,Idaho St,CS Sacramento,60,59
1/18/2013,Iona,Fairfield,84,73
1/18/2013,Jacksonville,North Florida,77,68
1/18/2013,Vermont,Stony Brook,81,73
1/19/2013,Detroit,IL Chicago,98,47
1/19/2013,W Michigan,N Illinois,71,34
1/19/2013,Northwestern LA,SE Louisiana,103,68
1/19/2013,Oklahoma St,Texas Tech,79,45
1/19/2013,Canisius,Siena,76,44
1/19/2013,Florida,Missouri,83,52
1/19/2013,WI Green Bay,Cleveland St,77,50
1/19/2013,Purdue,West Virginia,79,52
1/19/2013,VA Commonwealth,Duquesne,90,63
1/19/2013,Towson,James Madison,73,47
1/19/2013,Chicago St,Houston Bap,81,56
1/19/2013,McNeese St,Lamar,74,50
1/19/2013,NC A&T,Howard,61,37
1/19/2013,Rice,New Orleans,95,71
1/19/2013,Arkansas St,ULM,63,39
1/19/2013,Coastal Car,VMI,72,49
1/19/2013,Bryant,Wagner,82,59
1/19/2013,SF Austin,Nicholls St,72,49
1/19/2013,St Mary's CA,Portland,60,38
1/19/2013,Middle Tenn St,ULL,82,60
1/19/2013,Kentucky,Auburn,75,53
1/19/2013,Marshall,East Carolina,77,56
1/19/2013,Richmond,Charlotte,81,61
1/19/2013,Virginia,Florida St,56,36
1/19/2013,St Joseph's PA,Penn,79,59
1/19/2013,Holy Cross,American Univ,79,60
1/19/2013,St Francis NY,F Dickinson,70,51
1/19/2013,FL Gulf Coast,N Kentucky,73,54
1/19/2013,South Dakota,Oakland,97,78
1/19/2013,BYU,San Diego,74,57
1/19/2013,Arizona,Arizona St,71,54
1/19/2013,New Mexico St,San Jose St,70,53
1/19/2013,N Colorado,E Washington,72,56
1/19/2013,Stetson,Lipscomb,85,69
1/19/2013,Southern Miss,UAB,74,59
1/19/2013,S Dakota St,IUPUI,80,65
1/19/2013,Tennessee,Mississippi St,72,57
1/19/2013,Citadel,Ga Southern,70,55
1/19/2013,Lehigh,Colgate,60,45
1/19/2013,Georgia St,Old Dominion,69,54
1/19/2013,Bucknell,Lafayette,66,51
1/19/2013,C Michigan,Ball St,71,57
1/19/2013,Brown,Yale,65,51
1/19/2013,Morehead St,TN Martin,88,74
1/19/2013,Iowa St,TCU,63,50
1/19/2013,Wyoming,San Diego St,58,45
1/19/2013,Idaho,UT Arlington,77,64
1/19/2013,Mississippi,Arkansas,76,64
1/19/2013,Southern Univ,Alabama St,79,67
1/19/2013,SE Missouri St,Tennessee Tech,74,62
1/19/2013,Belmont,Tennessee St,78,66
1/19/2013,Pacific,CS Northridge,74,62
1/19/2013,Robert Morris,Quinnipiac,87,75
1/19/2013,George Mason,Hofstra,57,46
1/19/2013,Drexel,William & Mary,59,48
1/19/2013,Air Force,Boise St,91,80
1/19/2013,E Kentucky,Jacksonville St,73,62
1/19/2013,Jackson St,Grambling,57,46
1/19/2013,Denver,Utah St,68,57
1/19/2013,Marist,St Peter's,59,48
1/19/2013,UC Davis,Hawaii,93,82
1/19/2013,Albany NY,Hartford,56,46
1/19/2013,Long Island,Monmouth NJ,75,65
1/19/2013,Boston Univ,New Hampshire,69,59
1/19/2013,North Carolina,Maryland,62,52
1/19/2013,Memphis,Harvard,60,50
1/19/2013,ETSU,Kennesaw,70,60
1/19/2013,Stanford,California,69,59
1/19/2013,Alcorn St,Alabama A&M,69,59
1/19/2013,Indiana St,Evansville,72,62
1/19/2013,E Illinois,Austin Peay,77,67
1/19/2013,Long Beach St,CS Fullerton,81,71
1/19/2013,UC Riverside,UC Irvine,68,58
1/19/2013,Ohio,Toledo,76,67
1/19/2013,St John's,DePaul,71,62
1/19/2013,San Francisco,Loy Marymount,62,53
1/19/2013,North Dakota,Portland St,85,76
1/19/2013,Columbia,Cornell,67,58
1/19/2013,Kansas St,Oklahoma,69,60
1/19/2013,Oregon,UCLA,76,67
1/19/2013,Cent Arkansas,TAM C. Christi,76,67
1/19/2013,MS Valley St,Prairie View,73,64
1/19/2013,Davidson,Col Charleston,77,68
1/19/2013,W Carolina,Chattanooga,90,81
1/19/2013,Georgia,LSU,67,58
1/19/2013,Murray St,Edwardsville,70,61
1/19/2013,UTEP,SMU,63,54
1/19/2013,Weber St,CS Sacramento,65,56
1/19/2013,Colorado,Washington St,58,49
1/19/2013,Utah,Washington,74,65
1/19/2013,Pittsburgh,Connecticut,69,61
1/19/2013,Bethune-Cookman,S Carolina St,60,52
1/19/2013,Mercer,SC Upstate,82,74
1/19/2013,Charleston So,High Point,83,75
1/19/2013,Presbyterian,Liberty,68,60
1/19/2013,W Illinois,N Dakota St,50,42
1/19/2013,Xavier,La Salle,70,63
1/19/2013,Vanderbilt,South Carolina,58,51
1/19/2013,E Michigan,Miami OH,65,58
1/19/2013,Santa Clara,Pepperdine,83,76
1/19/2013,Nevada,Fresno St,68,61
1/19/2013,Norfolk St,Coppin St,75,68
1/19/2013,Elon,Wofford,68,61
1/19/2013,Louisiana Tech,Seattle,78,71
1/19/2013,Florida Intl,Troy,61,55
1/19/2013,Valparaiso,Wright St,69,63
1/19/2013,MD E Shore,Delaware St,58,53
1/19/2013,Kansas,Texas,64,59
1/19/2013,Mt St Mary's,Central Conn,80,75
1/19/2013,Ark Little Rock,W Kentucky,59,54
1/19/2013,Colorado St,UNLV,66,61
1/19/2013,Montana,Montana St,76,71
1/19/2013,Northern Arizona,Idaho St,60,55
1/19/2013,CS Bakersfield,NE Omaha,84,79
1/19/2013,UCF,Houston,79,75
1/19/2013,Nebraska,Penn St,68,64
1/19/2013,Campbell,Winthrop,63,59
1/19/2013,Northeastern,Delaware,74,70
1/19/2013,Niagara,Manhattan,64,60
1/19/2013,Oral Roberts,Sam Houston St,65,61
1/19/2013,Missouri KC,IPFW,63,59
1/19/2013,Akron,Kent,71,67
1/19/2013,Samford,Appalachian St,72,68
1/19/2013,Iowa,Wisconsin,70,66
1/19/2013,South Florida,Georgetown,61,58
1/19/2013,Notre Dame,Rutgers,69,66
1/19/2013,G Washington,Massachusetts,79,76
1/19/2013,Ark Pine Bluff,TX Southern,66,63
1/19/2013,St Bonaventure,Temple,81,78
1/19/2013,Bradley,Missouri St,69,66
1/19/2013,Wichita St,Creighton,67,64
1/19/2013,Providence,Villanova,69,66
1/19/2013,UNC Asheville,Longwood,68,65
1/19/2013,Michigan St,Ohio St,59,56
1/19/2013,Buffalo,Bowling Green,68,65
1/19/2013,Texas St,UT San Antonio,81,78
1/19/2013,Tulane,Tulsa,75,72
1/19/2013,Youngstown St,WI Milwaukee,75,72
1/19/2013,Sacred Heart,St Francis PA,75,72
1/19/2013,Rhode Island,St Louis,82,80
1/19/2013,Savannah St,Florida A&M,57,55
1/19/2013,Syracuse,Louisville,70,68
1/19/2013,Cincinnati,Marquette,71,69
1/19/2013,Morgan St,Hampton,80,78
1/19/2013,North Texas,FL Atlantic,61,59
1/19/2013,TX Pan American,Utah Valley,62,60
1/19/2013,Santa Barbara,Cal Poly SLO,83,81
1/19/2013,Binghamton,Maine,57,56
1/19/2013,Virginia Tech,Wake Forest,66,65
1/19/2013,Alabama,Texas A&M,50,49
1/19/2013,Radford,Gardner Webb,52,51
1/19/2013,USC,Oregon St,69,68
1/19/2013,Butler,Gonzaga,64,63
1/20/2013,Northern Iowa,Drake,85,55
1/20/2013,Illinois St,S Illinois,70,56
1/20/2013,Navy,Army,59,50
1/20/2013,Indiana,Northwestern,67,59
1/20/2013,Furman,UNC Greensboro,69,61
1/20/2013,Rider,Iona,67,62
1/20/2013,NC State,Clemson,66,62
1/20/2013,Loyola-Chicago,Chicago St,66,63
1/21/2013,NC Central,Howard,71,36
1/21/2013,TX Southern,MS Valley St,75,48
1/21/2013,Georgetown,Notre Dame,63,47
1/21/2013,Southern Univ,Alabama A&M,82,68
1/21/2013,Florida A&M,S Carolina St,89,77
1/21/2013,Baylor,Oklahoma St,64,54
1/21/2013,Montana St,Southern Utah,76,68
1/21/2013,Oklahoma,Texas,73,67
1/21/2013,Loyola MD,Fairfield,65,60
1/21/2013,Ark Pine Bluff,Prairie View,55,51
1/21/2013,Alabama St,Alcorn St,49,46
1/21/2013,Savannah St,Bethune-Cookman,43,40
1/21/2013,Syracuse,Cincinnati,57,55
1/21/2013,Georgia St,Towson,71,69
1/21/2013,Wright St,Detroit,64,62
1/21/2013,New Orleans,NJIT,96,94
1/21/2013,Coppin St,Hampton,67,65
1/21/2013,Norfolk St,Morgan St,73,71
1/22/2013,Liberty,Longwood,74,47
1/22/2013,Illinois,Nebraska,71,51
1/22/2013,Memphis,Tulane,71,60
1/22/2013,Ohio St,Iowa,72,63
1/22/2013,Villanova,Louisville,73,64
1/22/2013,Missouri,South Carolina,71,65
1/22/2013,Maryland,Boston College,64,59
1/22/2013,Pittsburgh,Providence,68,64
1/22/2013,Kansas,Kansas St,59,55
1/22/2013,Alabama,Kentucky,59,55
1/22/2013,Maine,Vermont,71,68
1/22/2013,Michigan St,Wisconsin,49,47
1/22/2013,Wake Forest,NC State,86,84
1/22/2013,Houston Bap,Missouri KC,63,61
1/23/2013,Southern Miss,Marshall,102,46
1/23/2013,Dayton,Fordham,96,51
1/23/2013,Air Force,New Orleans,90,48
1/23/2013,Santa Clara,CS Bakersfield,66,36
1/23/2013,High Point,VMI,96,69
1/23/2013,Miami FL,Duke,90,63
1/23/2013,Arkansas,Mississippi St,96,70
1/23/2013,Indiana,Penn St,72,49
1/23/2013,American Univ,Navy,72,49
1/23/2013,West Virginia,TCU,71,50
1/23/2013,San Diego St,Nevada,78,57
1/23/2013,Charleston So,Presbyterian,79,59
1/23/2013,Georgia St,UNC Wilmington,81,63
1/23/2013,Delaware St,Howard,63,46
1/23/2013,Florida,Georgia,64,47
1/23/2013,North Carolina,Georgia Tech,79,63
1/23/2013,Tulsa,Houston,87,72
1/23/2013,Akron,Toledo,71,56
1/23/2013,Bowling Green,Kent,70,55
1/23/2013,James Madison,Delaware,64,50
1/23/2013,N Illinois,C Michigan,74,61
1/23/2013,Northern Iowa,S Illinois,58,45
1/23/2013,Ohio,Miami OH,74,62
1/23/2013,Loyola-Chicago,Cleveland St,67,55
1/23/2013,St John's,Rutgers,72,60
1/23/2013,Vanderbilt,Auburn,73,61
1/23/2013,Valparaiso,WI Green Bay,73,61
1/23/2013,UCF,Rice,78,67
1/23/2013,New Mexico St,Denver,53,42
1/23/2013,George Mason,Towson,77,67
1/23/2013,Lafayette,Holy Cross,63,53
1/23/2013,IL Chicago,WI Milwaukee,60,50
1/23/2013,Evansville,Bradley,66,56
1/23/2013,Wichita St,Missouri St,62,52
1/23/2013,St Bonaventure,St Joseph's PA,73,64
1/23/2013,St Louis,Duquesne,73,64
1/23/2013,Campbell,Radford,69,60
1/23/2013,Seton Hall,South Florida,55,47
1/23/2013,Oregon St,Washington,74,66
1/23/2013,Stony Brook,MD Baltimore Co,67,60
1/23/2013,Youngstown St,Wright St,68,61
1/23/2013,Temple,Penn,76,69
1/23/2013,Boise St,Fresno St,74,67
1/23/2013,Northwestern,Minnesota,55,48
1/23/2013,Oregon,Washington St,68,61
1/23/2013,Winthrop,Gardner Webb,61,55
1/23/2013,Charlotte,Xavier,63,57
1/23/2013,East Carolina,UAB,91,85
1/23/2013,Boston Univ,Albany NY,85,80
1/23/2013,New Mexico,Colorado St,66,61
1/23/2013,Drake,Creighton,74,69
1/23/2013,Texas Tech,Iowa St,56,51
1/23/2013,W Michigan,E Michigan,63,59
1/23/2013,Northeastern,William & Mary,95,91
1/23/2013,LSU,Texas A&M,58,54
1/23/2013,Lehigh,Bucknell,65,62
1/23/2013,Drexel,Hofstra,55,52
1/23/2013,Buffalo,Ball St,66,63
1/23/2013,UNC Asheville,Coastal Car,63,60
1/23/2013,Colgate,Army,93,90
1/23/2013,Illinois St,Indiana St,60,58
1/23/2013,G Washington,Rhode Island,66,65
1/23/2013,La Salle,Butler,54,53
1/24/2013,Fairfield,Marist,71,37
1/24/2013,St Mary's CA,San Diego,81,48
1/24/2013,Cal Poly SLO,Hawaii,88,59
1/24/2013,Elon,Chattanooga,85,61
1/24/2013,Louisiana Tech,San Jose St,76,54
1/24/2013,Colorado,Stanford,75,54
1/24/2013,Gonzaga,BYU,83,63
1/24/2013,Monmouth NJ,F Dickinson,73,54
1/24/2013,Montana,Idaho St,70,51
1/24/2013,Oakland,IUPUI,89,71
1/24/2013,N Kentucky,Mercer,63,46
1/24/2013,Oral Roberts,Lamar,91,74
1/24/2013,Virginia,Virginia Tech,74,58
1/24/2013,Michigan,Purdue,68,53
1/24/2013,Col Charleston,Citadel,69,54
1/24/2013,Robert Morris,St Francis PA,84,70
1/24/2013,Wofford,Furman,63,50
1/24/2013,E Illinois,TN Martin,69,56
1/24/2013,Southern Utah,Portland St,76,63
1/24/2013,Richmond,VA Commonwealth,86,74
1/24/2013,UNLV,Wyoming,62,50
1/24/2013,Hartford,New Hampshire,51,40
1/24/2013,Sacred Heart,Bryant,87,76
1/24/2013,UCLA,Arizona,84,73
1/24/2013,Long Island,St Francis NY,78,68
1/24/2013,E Kentucky,Tennessee St,76,67
1/24/2013,CS Sacramento,North Dakota,67,58
1/24/2013,Murray St,Tennessee Tech,47,39
1/24/2013,South Alabama,W Kentucky,65,57
1/24/2013,Middle Tenn St,North Texas,72,64
1/24/2013,Lipscomb,Kennesaw,79,72
1/24/2013,Quinnipiac,Central Conn,85,78
1/24/2013,Jacksonville St,Austin Peay,81,74
1/24/2013,Troy,Arkansas St,74,67
1/24/2013,Nicholls St,TAM C. Christi,69,62
1/24/2013,CS Fullerton,UC Davis,95,88
1/24/2013,Mississippi,Tennessee,62,56
1/24/2013,SC Upstate,North Florida,63,57
1/24/2013,UT Arlington,Utah St,74,68
1/24/2013,CS Northridge,Santa Barbara,75,69
1/24/2013,Davidson,W Carolina,79,74
1/24/2013,NE Omaha,South Dakota,95,90
1/24/2013,Florida Intl,ULL,80,75
1/24/2013,California,Utah,62,57
1/24/2013,Cent Arkansas,McNeese St,103,98
1/24/2013,Montana St,Weber St,79,74
1/24/2013,Pacific,UC Riverside,63,58
1/24/2013,Texas St,Idaho,78,73
1/24/2013,Arizona St,USC,98,93
1/24/2013,SE Louisiana,Sam Houston St,69,65
1/24/2013,Pepperdine,Loy Marymount,60,57
1/24/2013,San Francisco,Portland,75,72
1/24/2013,Jacksonville,ETSU,83,80
1/24/2013,W Illinois,IPFW,43,40
1/24/2013,Edwardsville,SE Missouri St,80,77
1/24/2013,Florida St,Clemson,60,57
1/24/2013,Ark Little Rock,FL Atlantic,65,62
1/24/2013,UT San Antonio,Seattle,78,75
1/24/2013,Northern Arizona,N Colorado,67,65
1/24/2013,UNC Greensboro,Samford,66,64
1/24/2013,Appalachian St,Ga Southern,64,62
1/24/2013,Wagner,Mt St Mary's,52,50
1/24/2013,Belmont,Morehead St,64,63
1/25/2013,FL Gulf Coast,Stetson,96,65
1/25/2013,WI Green Bay,WI Milwaukee,74,54
1/25/2013,Iona,St Peter's,90,71
1/25/2013,Canisius,Rider,67,50
1/25/2013,Loyola MD,Manhattan,51,41
1/25/2013,Niagara,Siena,78,69
1/26/2013,Pittsburgh,DePaul,93,55
1/26/2013,Florida,Mississippi St,82,47
1/26/2013,Wichita St,Bradley,73,39
1/26/2013,TX Southern,Alabama A&M,89,56
1/26/2013,Cent Arkansas,Lamar,88,59
1/26/2013,Col Charleston,Wofford,79,50
1/26/2013,G Washington,Charlotte,82,54
1/26/2013,Baylor,TCU,82,56
1/26/2013,Wagner,St Francis PA,81,56
1/26/2013,Arkansas St,FL Atlantic,63,38
1/26/2013,Arizona,USC,74,50
1/26/2013,Davidson,Appalachian St,79,56
1/26/2013,Missouri,Vanderbilt,81,59
1/26/2013,Long Beach St,UC Irvine,81,59
1/26/2013,Lafayette,Lehigh,78,57
1/26/2013,South Carolina,Arkansas,75,54
1/26/2013,San Diego St,New Mexico,55,34
1/26/2013,Oral Roberts,McNeese St,75,54
1/26/2013,Ball St,Miami OH,82,62
1/26/2013,Duke,Maryland,84,64
1/26/2013,Georgia Tech,Wake Forest,82,62
1/26/2013,Northeastern,George Mason,71,51
1/26/2013,Middle Tenn St,W Kentucky,72,53
1/26/2013,UT Arlington,San Jose St,66,47
1/26/2013,Tennessee Tech,Austin Peay,70,52
1/26/2013,BYU,Portland,85,67
1/26/2013,New Hampshire,Binghamton,63,45
1/26/2013,Arizona St,UCLA,78,60
1/26/2013,E Michigan,N Illinois,42,25
1/26/2013,W Michigan,C Michigan,76,59
1/26/2013,Nevada,Boise St,75,59
1/26/2013,Delaware St,Bethune-Cookman,68,52
1/26/2013,Dayton,Duquesne,72,56
1/26/2013,S Dakota St,N Dakota St,69,53
1/26/2013,Texas,Texas Tech,73,57
1/26/2013,Nebraska,Northwestern,64,49
1/26/2013,Savannah St,S Carolina St,64,49
1/26/2013,SC Upstate,Jacksonville,79,64
1/26/2013,Ohio St,Penn St,65,51
1/26/2013,Virginia,Boston College,65,51
1/26/2013,Gardner Webb,VMI,63,49
1/26/2013,Oklahoma St,West Virginia,80,66
1/26/2013,Youngstown St,Cleveland St,73,59
1/26/2013,Gonzaga,San Francisco,66,52
1/26/2013,Santa Clara,San Diego,64,50
1/26/2013,ETSU,North Florida,89,75
1/26/2013,SE Louisiana,TAM C. Christi,67,53
1/26/2013,Colgate,Navy,70,56
1/26/2013,Coastal Car,Campbell,73,59
1/26/2013,Sacred Heart,Monmouth NJ,82,68
1/26/2013,Southern Utah,E Washington,69,55
1/26/2013,Kansas,Oklahoma,67,54
1/26/2013,Army,American Univ,77,64
1/26/2013,NJIT,TX Pan American,64,51
1/26/2013,Toledo,Bowling Green,75,62
1/26/2013,Yale,Brown,76,64
1/26/2013,St Mary's CA,Pepperdine,84,72
1/26/2013,Detroit,Loyola-Chicago,75,63
1/26/2013,Butler,Temple,83,71
1/26/2013,Ark Pine Bluff,Grambling,79,67
1/26/2013,Drexel,Georgia St,68,57
1/26/2013,UNC Asheville,High Point,69,58
1/26/2013,Presbyterian,Longwood,82,71
1/26/2013,Belmont,E Kentucky,85,74
1/26/2013,N Kentucky,Kennesaw,64,53
1/26/2013,Cal Poly SLO,CS Northridge,75,64
1/26/2013,Colorado St,Fresno St,74,63
1/26/2013,St Louis,St Bonaventure,67,57
1/26/2013,Stony Brook,Maine,79,69
1/26/2013,Marquette,Providence,81,71
1/26/2013,James Madison,Old Dominion,56,46
1/26/2013,St Joseph's PA,Xavier,59,49
1/26/2013,UCF,SMU,74,65
1/26/2013,Air Force,Wyoming,57,48
1/26/2013,NC Central,Coppin St,84,75
1/26/2013,Morehead St,Tennessee St,78,69
1/26/2013,Notre Dame,South Florida,73,65
1/26/2013,UNC Greensboro,Chattanooga,77,69
1/26/2013,NE Omaha,Missouri KC,67,59
1/26/2013,Chicago St,Utah Valley,62,54
1/26/2013,Robert Morris,Mt St Mary's,76,68
1/26/2013,NC State,North Carolina,91,83
1/26/2013,La Salle,VA Commonwealth,69,61
1/26/2013,Bucknell,Holy Cross,65,58
1/26/2013,Oakland,W Illinois,67,60
1/26/2013,Troy,ULM,71,64
1/26/2013,Georgia,Texas A&M,59,52
1/26/2013,Norfolk St,Hampton,74,67
1/26/2013,William & Mary,Towson,63,56
1/26/2013,Vermont,Albany NY,50,43
1/26/2013,Tulane,Rice,73,66
1/26/2013,UC Davis,UC Riverside,79,72
1/26/2013,CS Sacramento,N Colorado,79,72
1/26/2013,Ga Southern,W Carolina,72,66
1/26/2013,Boston Univ,MD Baltimore Co,81,75
1/26/2013,Iowa St,Kansas St,73,67
1/26/2013,UNC Wilmington,Hofstra,57,51
1/26/2013,IL Chicago,Wright St,55,49
1/26/2013,E Illinois,SE Missouri St,78,72
1/26/2013,Mercer,Lipscomb,71,65
1/26/2013,Houston,UAB,66,61
1/26/2013,Harvard,Dartmouth,82,77
1/26/2013,Kentucky,LSU,75,70
1/26/2013,Oregon,Washington,81,76
1/26/2013,Illinois St,Evansville,67,62
1/26/2013,Ark Little Rock,North Texas,62,57
1/26/2013,Hawaii,Santa Barbara,78,73
1/26/2013,Villanova,Syracuse,75,71
1/26/2013,Akron,Buffalo,68,64
1/26/2013,Alcorn St,Southern Univ,61,57
1/26/2013,Elon,Citadel,70,66
1/26/2013,Northwestern LA,SF Austin,61,57
1/26/2013,Charleston So,Liberty,79,75
1/26/2013,Pacific,CS Fullerton,71,67
1/26/2013,Idaho,UT San Antonio,74,70
1/26/2013,Fordham,Rhode Island,66,63
1/26/2013,Southern Miss,Tulsa,62,59
1/26/2013,Morgan St,NC A&T,55,52
1/26/2013,Washington St,Oregon St,71,68
1/26/2013,Nicholls St,Sam Houston St,70,67
1/26/2013,Jackson St,MS Valley St,60,57
1/26/2013,Cornell,Columbia,66,63
1/26/2013,TN Martin,Edwardsville,65,62
1/26/2013,Louisiana Tech,Utah St,51,48
1/26/2013,Texas St,Seattle,86,83
1/26/2013,Georgetown,Louisville,53,51
1/26/2013,North Dakota,Northern Arizona,81,79
1/26/2013,Montana St,Idaho St,61,59
1/26/2013,Central Conn,St Francis NY,72,70
1/26/2013,Quinnipiac,F Dickinson,58,56
1/26/2013,Mississippi,Auburn,63,61
1/26/2013,Prairie View,Alabama St,74,72
1/26/2013,Montana,Weber St,76,74
1/26/2013,Ohio,Kent,69,68
1/26/2013,Radford,Winthrop,58,57
1/26/2013,Memphis,Marshall,73,72
1/26/2013,Indiana St,Northern Iowa,59,58
1/26/2013,Wisconsin,Minnesota,45,44
1/26/2013,Tennessee,Alabama,54,53
1/26/2013,Long Island,Bryant,79,78
1/26/2013,UTEP,East Carolina,68,67
1/26/2013,Jacksonville St,Murray St,65,64
1/26/2013,Florida A&M,MD E Shore,55,54
1/26/2013,IPFW,IUPUI,80,79
1/27/2013,Stanford,Utah,87,56
1/27/2013,Creighton,S Illinois,81,51
1/27/2013,Miami FL,Florida St,71,47
1/27/2013,Michigan,Illinois,74,60
1/27/2013,Connecticut,Rutgers,66,54
1/27/2013,Manhattan,Rider,62,51
1/27/2013,Colorado,California,81,71
1/27/2013,Iona,Loyola MD,79,71
1/27/2013,Clemson,Virginia Tech,77,70
1/27/2013,Fairfield,St Peter's,61,54
1/27/2013,Missouri St,Drake,78,72
1/27/2013,Massachusetts,Richmond,70,65
1/27/2013,Indiana,Michigan St,75,70
1/27/2013,St John's,Seton Hall,71,67
1/27/2013,Siena,Marist,79,75
1/27/2013,Purdue,Iowa,65,62
1/27/2013,South Alabama,Florida Intl,60,58
1/27/2013,Niagara,Canisius,66,65
1/28/2013,TX Southern,Alabama St,97,65
1/28/2013,Prairie View,Alabama A&M,65,46
1/28/2013,SC Upstate,ETSU,88,71
1/28/2013,Jackson St,Ark Pine Bluff,82,67
1/28/2013,MS Valley St,Grambling,65,50
1/28/2013,Marquette,South Florida,63,50
1/28/2013,E Washington,Portland St,76,65
1/28/2013,Delaware St,Florida A&M,57,48
1/28/2013,NC Central,Morgan St,69,61
1/28/2013,James Madison,UNC Wilmington,63,56
1/28/2013,Kansas,West Virginia,61,56
1/28/2013,Louisville,Pittsburgh,64,61
1/28/2013,Delaware,Drexel,66,64
1/28/2013,Bethune-Cookman,MD E Shore,58,57
1/28/2013,NC A&T,Coppin St,63,62
1/29/2013,Minnesota,Nebraska,84,65
1/29/2013,Liberty,Campbell,89,72
1/29/2013,Stony Brook,Albany NY,65,49
1/29/2013,Indiana St,Wichita St,68,55
1/29/2013,Kentucky,Mississippi,87,74
1/29/2013,North Carolina,Boston College,82,70
1/29/2013,Ohio St,Wisconsin,58,49
1/29/2013,Bradley,Illinois St,83,77
1/29/2013,Clemson,Georgia Tech,63,60
1/29/2013,Virginia,NC State,58,55
1/29/2013,Evansville,Northern Iowa,54,51
