Date,Team,Opponent,Team Score,Opponent Score
11/8/2013,Austin Peay,Oakland City,84,69
11/8/2013,Air Force,Army,79,68
11/8/2013,Chattanooga,Covenant,119,56
11/8/2013,E Kentucky,Florida Intl,83,61
11/8/2013,Connecticut,Maryland,78,77
11/8/2013,Providence,Boston College,82,78
11/8/2013,UNLV,Portland St,67,48
11/8/2013,Florida,North Florida,77,69
11/8/2013,VMI,Citadel,82,71
11/8/2013,Pacific,Nevada,80,78
11/8/2013,Oklahoma,Alabama,82,73
11/8/2013,E Michigan,Albion,77,45
11/8/2013,Cincinnati,NC Central,74,61
11/8/2013,George Mason,American Univ,63,60
11/8/2013,Fordham,St Francis PA,87,67
11/8/2013,NC State,Appalachian St,98,77
11/8/2013,G Washington,Radford,76,54
11/8/2013,C Michigan,Manchester,101,49
11/8/2013,Akron,Coastal Car,72,63
11/8/2013,St Louis,SE Missouri St,87,64
11/8/2013,Minnesota,Lehigh,81,62
11/8/2013,Nebraska,FL Gulf Coast,79,55
11/8/2013,Emporia St,Missouri KC,81,76
11/8/2013,Charlotte,ETSU,80,75
11/8/2013,Monmouth NJ,Hofstra,88,84
11/8/2013,South Alabama,Detroit,74,58
11/8/2013,Stony Brook,Marist,71,55
11/8/2013,Oregon,Georgetown,82,75
11/8/2013,Kent,Ohio Northern,84,48
11/8/2013,VA Commonwealth,Illinois St,96,58
11/8/2013,NC A&T,Greensboro,91,64
11/8/2013,UNC Greensboro,High Point,82,74
11/8/2013,Campbell,Shenandoah,87,62
11/8/2013,Missouri St,Old Dominion,79,67
11/8/2013,Hampton,William & Mary,77,69
11/8/2013,FL Atlantic,Ave Maria,86,51
11/8/2013,Georgia Tech,Presbyterian,88,57
11/8/2013,Colorado St,Col Springs,99,70
11/8/2013,Rutgers,Florida A&M,92,84
11/8/2013,Towson,Navy,72,45
11/8/2013,Purdue,N Kentucky,77,76
11/8/2013,TX Southern,Norfolk St,95,83
11/8/2013,Xavier,Gardner Webb,83,59
11/8/2013,Albany NY,Siena,74,62
11/8/2013,Belmont,Lipscomb,87,83
11/8/2013,Michigan St,McNeese St,98,56
11/8/2013,Kentucky,UNC Asheville,89,57
11/8/2013,Duke,Davidson,111,77
11/8/2013,Michigan,MA Lowell,69,42
11/8/2013,Georgia,Wofford,72,52
11/8/2013,Howard,Washington MD,69,52
11/8/2013,Notre Dame,Miami OH,74,62
11/8/2013,Indiana,Chicago St,100,72
11/8/2013,Texas,Mercer,76,73
11/8/2013,Clemson,Stetson,71,51
11/8/2013,Virginia,James Madison,61,41
11/8/2013,Richmond,Delaware,71,69
11/8/2013,F Dickinson,Caldwell,89,71
11/8/2013,Wake Forest,Colgate,89,78
11/8/2013,Pittsburgh,Savannah St,88,55
11/8/2013,Syracuse,Cornell,82,60
11/9/2013,Drake,IL Chicago,61,59
11/9/2013,New Hampshire,Suffolk,94,70
11/9/2013,Robert Morris,Savannah St,86,66
11/9/2013,DePaul,Grambling,96,58
11/9/2013,Northern Arizona,UT San Antonio,74,63
11/9/2013,Pepperdine,San Diego Chr,81,68
11/9/2013,Fairfield,Sacred Heart,67,54
11/9/2013,Seton Hall,Niagara,83,72
11/9/2013,Chicago St,Urbana,77,52
11/9/2013,Yale,Central Conn,93,77
11/9/2013,Loy Marymount,S Dakota St,98,89
11/9/2013,St Joseph's PA,Vermont,74,64
11/9/2013,St Bonaventure,South Dakota,68,46
11/9/2013,Columbia,MD E Shore,73,54
11/9/2013,ULL,Louisiana Col,101,67
11/9/2013,Incarnate Word,Northwood TX,88,72
11/9/2013,Hawaii,W Michigan,78,68
11/9/2013,New Mexico St,Tennessee St,70,55
11/9/2013,Army,Citadel,84,69
11/9/2013,WI Green Bay,N Michigan,71,49
11/9/2013,VMI,Air Force,71,63
11/9/2013,Toledo,Northwestern OH,102,55
11/9/2013,CS Fullerton,Montana St,84,55
11/9/2013,San Diego,Grand Canyon,70,59
11/9/2013,Northwestern,E Illinois,72,55
11/9/2013,UTEP,Loyola NO,84,49
11/9/2013,Idaho St,Evergreen St,99,62
11/9/2013,New Mexico,Alabama A&M,88,52
11/9/2013,Idaho,W Illinois,67,63
11/9/2013,Louisville,Col Charleston,70,48
11/9/2013,South Carolina,Longwood,82,44
11/9/2013,Morehead St,Mid-Continent,107,60
11/9/2013,Evansville,Martin Meth,87,69
11/9/2013,Indiana St,Ball St,82,73
11/9/2013,Georgia St,Southern Poly,97,78
11/9/2013,Bethune-Cookman,Trinity Bap,91,74
11/9/2013,Ohio,Northern Iowa,75,64
11/9/2013,Ohio St,Morgan St,89,50
11/9/2013,South Florida,Tennessee Tech,72,62
11/9/2013,Penn St,Wagner,74,62
11/9/2013,Long Island,St Peter's,87,80
11/9/2013,Dayton,IPFW,81,80
11/9/2013,SC Upstate,Virginia Tech,64,63
11/9/2013,Bowling Green,Earlham,102,49
11/9/2013,Butler,Lamar,89,58
11/9/2013,Quinnipiac,Hartford,82,77
11/9/2013,Gonzaga,Bryant,100,76
11/9/2013,Delaware St,Cairn,107,48
11/9/2013,E Kentucky,Kennesaw,68,60
11/9/2013,Temple,Penn,78,73
11/9/2013,Winthrop,Roanoke,93,74
11/9/2013,Manhattan,La Salle,99,90
11/9/2013,Duquesne,Abilene Chr,94,75
11/9/2013,Cleveland St,Iona,73,69
11/9/2013,Wichita St,Emporia St,93,50
11/9/2013,Youngstown St,Florida Intl,74,72
11/9/2013,Long Beach St,Hawaii Pacific,71,59
11/9/2013,Rice,St Thomas TX,69,60
11/10/2013,Middle Tenn St,Southern Univ,78,75
11/10/2013,Elon,Marist,75,48
11/10/2013,E Washington,Pacific OR,87,58
11/10/2013,Wright St,Mt St Joseph,82,49
11/10/2013,Alcorn St,Tougaloo,73,68
11/10/2013,Florida Intl,Kennesaw,66,58
11/10/2013,Bradley,Alabama St,85,59
11/10/2013,Iowa,NE Omaha,83,75
11/10/2013,Washington,Seattle,88,78
11/10/2013,Coppin St,Oregon St,78,73
11/10/2013,Ark Pine Bluff,Tuskegee,66,64
11/10/2013,Illinois,Jacksonville St,86,62
11/10/2013,S Carolina St,St Andrew's,59,55
11/10/2013,Colorado,TN Martin,91,65
11/10/2013,Howard,Gwynedd-Mercy,83,66
11/10/2013,Oral Roberts,Tulsa,74,68
11/10/2013,Brown,Binghamton,74,57
11/10/2013,Loyola MD,Cornell,93,89
11/10/2013,Hofstra,F Dickinson,80,58
11/10/2013,Maine,Fisher,111,64
11/10/2013,Kentucky,N Kentucky,93,63
11/10/2013,Charleston So,Delaware,95,93
11/10/2013,Harvard,Holy Cross,82,72
11/10/2013,Massachusetts,Boston College,86,73
11/10/2013,Dartmouth,Lyndon St,106,61
11/10/2013,Youngstown St,E Kentucky,75,67
11/10/2013,Valparaiso,North Park,113,50
11/10/2013,Stony Brook,Haverford,81,65
11/10/2013,Iowa St,UNC Wilmington,95,62
11/10/2013,Boston Univ,Northeastern,72,69
11/10/2013,Princeton,Florida A&M,67,50
11/10/2013,Notre Dame,Stetson,80,49
11/11/2013,SE Missouri St,Central Bap,118,56
11/11/2013,Creighton,Missouri KC,96,70
11/11/2013,Troy,LaGrange,102,69
11/11/2013,UC Davis,Holy Names,80,54
11/11/2013,Arizona,Long Beach St,91,57
11/11/2013,Utah Valley,NC A&T,78,71
11/11/2013,Sam Houston St,Hillsdale Bap,116,54
11/11/2013,Prairie View,Schreiner,100,73
11/11/2013,Northern Iowa,Coe,86,52
11/11/2013,Arkansas St,Jackson St,65,61
11/11/2013,Texas Tech,Northern Arizona,88,68
11/11/2013,SMU,Rhode Island,89,58
11/11/2013,Incarnate Word,Trinity TX,74,62
11/11/2013,UMBC,Eastern Univ,84,79
11/11/2013,New Mexico St,Hawaii,95,88
11/11/2013,TX Southern,Wiley,113,96
11/11/2013,Ark Pine Bluff,Morehouse,67,54
11/11/2013,Houston Bap,Crowley's Ridge,75,61
11/11/2013,CS Bakersfield,UC Merced,97,54
11/11/2013,W Michigan,Tennessee St,63,52
11/11/2013,Gonzaga,Colorado St,93,61
11/11/2013,St Mary's CA,Akron,85,63
11/11/2013,Wichita St,W Kentucky,66,49
11/11/2013,BYU,Stanford,112,103
11/11/2013,Richmond,Belmont,69,61
11/11/2013,Kent,Temple,81,77
11/11/2013,St Bonaventure,Abilene Chr,75,47
11/11/2013,Canisius,South Dakota,71,66
11/11/2013,Coastal Car,Guilford,76,49
11/11/2013,Lipscomb,Oakland City,88,78
11/11/2013,Kennesaw,Warren Wilson,92,48
11/11/2013,Georgia Tech,Delaware St,68,50
11/11/2013,Connecticut,Yale,80,62
11/11/2013,North Florida,Ark Little Rock,72,70
11/11/2013,Miami FL,Ga Southern,81,80
11/11/2013,Detroit,MI Dearborn,106,51
11/11/2013,UAB,Rutgers,79,76
11/11/2013,IPFW,IU Kokomo,90,62
11/11/2013,Wofford,Emory & Henry,83,58
11/11/2013,Houston,TX Pan American,77,65
11/11/2013,Texas A&M,MS Valley St,91,67
11/11/2013,Oklahoma,North Texas,95,82
11/11/2013,NC Central,J&W NC,98,47
11/11/2013,St Francis NY,FL Atlantic,59,57
11/11/2013,WI Milwaukee,Davidson,81,77
11/11/2013,W Carolina,UNC Asheville,74,67
11/11/2013,St Francis PA,Navy,60,57
11/11/2013,Radford,Chattanooga,89,78
11/12/2013,Campbell,Appalachian St,73,66
11/12/2013,Cent Arkansas,Hendrix,109,59
11/12/2013,SF Austin,Texas St,64,57
11/12/2013,Alcorn St,Mississippi Col,87,61
11/12/2013,Longwood,TCU,82,79
11/12/2013,Chicago St,Jacksonville St,79,75
11/12/2013,Drake,Iowa Wesleyan,104,49
11/12/2013,Tennessee Tech,Loyola-Chicago,74,69
11/12/2013,ULL,McNeese St,92,66
11/12/2013,SE Louisiana,Rice,63,62
11/12/2013,Furman,Gardner Webb,75,64
11/12/2013,Iowa St,TAM C. Christi,80,50
11/12/2013,Towson,Morgan St,95,75
11/12/2013,Michigan St,Kentucky,78,74
11/12/2013,Bradley,C Michigan,80,70
11/12/2013,Oklahoma St,Utah Valley,93,40
11/12/2013,Vanderbilt,Georgia St,86,80
11/12/2013,Minnesota,Montana,84,58
11/12/2013,Ohio St,Ohio,79,69
11/12/2013,Citadel,Presbyterian,82,68
11/12/2013,Kansas,Duke,94,83
11/12/2013,California,Denver,77,50
11/12/2013,Nevada,Cal Poly SLO,60,58
11/12/2013,Pacific,UC Irvine,84,79
11/12/2013,USC,CS Northridge,95,79
11/12/2013,Wagner,Chestnut Hill,75,67
11/12/2013,Savannah St,TN Temple,73,63
11/12/2013,Santa Clara,San Jose St,89,77
11/12/2013,Jacksonville,Florida Col,101,72
11/12/2013,N Colorado,Colorado Chr,98,74
11/12/2013,Arizona St,Miami OH,90,54
11/12/2013,UCLA,Oakland,91,60
11/12/2013,Nebraska,W Illinois,62,47
11/12/2013,UT Arlington,Samford,88,75
11/12/2013,Missouri,S Illinois,72,59
11/12/2013,Xavier,Tennessee,67,63
11/12/2013,Utah St,Southern Utah,90,57
11/12/2013,Wisconsin,Florida,59,53
11/12/2013,La Salle,Quinnipiac,73,67
11/12/2013,William & Mary,Liberty,84,72
11/12/2013,Drexel,Illinois St,78,70
11/12/2013,New Orleans,Millsaps,81,45
11/12/2013,Texas,South Alabama,84,77
11/12/2013,Virginia Tech,West Virginia,87,82
11/12/2013,Baylor,South Carolina,66,64
11/12/2013,Indiana,Long Island,73,72
11/12/2013,Evansville,IUPUI,84,78
11/12/2013,Santa Barbara,UNLV,86,65
11/12/2013,Cincinnati,NC State,68,57
11/12/2013,Murray St,Brescia,97,69
11/12/2013,G Washington,Maine,108,81
11/12/2013,South Florida,Bethune-Cookman,91,65
11/12/2013,FL Gulf Coast,Hartford,65,51
11/12/2013,Massachusetts,LSU,92,90
11/12/2013,Wake Forest,VMI,98,71
11/12/2013,Marshall,Rio Grande,119,77
11/12/2013,Florida Intl,Warren Wilson,93,56
11/12/2013,Syracuse,Fordham,89,74
11/12/2013,Col Charleston,Charlotte,83,82
11/12/2013,Louisville,Hofstra,97,69
11/12/2013,High Point,Ferrum,94,64
11/12/2013,George Mason,Lamar,68,54
11/12/2013,Morehead St,ETSU,71,63
11/12/2013,E Michigan,Concordia MI,95,50
11/12/2013,Lehigh,Rider,92,78
11/12/2013,East Carolina,UNC Greensboro,85,84
11/12/2013,Hampton,St Peter's,64,59
11/12/2013,MD E Shore,Salisbury St,95,55
11/12/2013,Penn,Monmouth NJ,79,73
11/12/2013,Ball St,Taylor IN,73,53
11/12/2013,Manhattan,Columbia,71,70
11/12/2013,Pittsburgh,Fresno St,75,54
11/12/2013,Harvard,MIT,79,37
11/12/2013,Michigan,S Carolina St,93,59
11/12/2013,VA Commonwealth,Virginia,59,56
11/12/2013,Robert Morris,Lafayette,90,81
11/12/2013,Albany NY,NJIT,71,65
11/12/2013,Vermont,Siena,77,66
11/12/2013,Marquette,Grambling,114,71
11/13/2013,IL Chicago,Roosevelt,87,65
11/13/2013,Louisiana Tech,Centenary,106,59
11/13/2013,UNC Wilmington,Charleston So,80,78
11/13/2013,E Illinois,Olivet Naz,67,60
11/13/2013,Arkansas St,TN Martin,72,62
11/13/2013,Oklahoma,Idaho,85,65
11/13/2013,Stony Brook,Northeastern,73,66
11/13/2013,St Joseph's PA,Marist,81,62
11/13/2013,Seton Hall,Kent,78,76
11/13/2013,Florida St,UCF,80,68
11/13/2013,Illinois,Valparaiso,64,52
11/13/2013,Winthrop,SC Upstate,82,74
11/13/2013,Middle Tenn St,North Florida,77,70
11/13/2013,Portland St,Pac Lutheran,79,43
11/13/2013,Seattle,CS Fullerton,75,71
11/13/2013,Pepperdine,UC Riverside,69,66
11/13/2013,Oregon,W Carolina,107,83
11/13/2013,North Dakota,MN Morris,110,69
11/13/2013,CS Bakersfield,CS Sacramento,74,66
11/13/2013,NE Omaha,Missouri KC,101,71
11/13/2013,St Louis,Edwardsville,82,58
11/13/2013,Providence,Brown,73,69
11/13/2013,Oregon St,Portland,79,73
11/13/2013,Colorado,Wyoming,63,58
11/13/2013,UT Arlington,Howard Payne,111,64
11/13/2013,San Francisco,Cleveland St,91,82
11/13/2013,Tulane,Southern Univ,79,73
11/13/2013,Kansas St,Oral Roberts,71,63
11/13/2013,Boston Univ,MA Lowell,91,65
11/13/2013,Georgetown,Wright St,88,70
11/13/2013,Hartford,Fairfield,63,53
11/13/2013,Old Dominion,Howard,77,57
11/13/2013,Bucknell,Penn St,90,80
11/13/2013,Maryland,Abilene Chr,67,44
11/13/2013,Alabama St,Mobile,88,58
11/13/2013,Southern Miss,DePaul,75,68
11/13/2013,Dayton,St Francis PA,70,56
11/13/2013,Holy Cross,Sacred Heart,122,118
11/13/2013,Mercer,Reinhardt,95,53
11/13/2013,E Kentucky,Warren Wilson,114,45
11/13/2013,New Hampshire,Duquesne,84,81
11/13/2013,Purdue,Central Conn,109,73
11/13/2013,Norfolk St,Newberry,115,95
11/13/2013,Navy,Goucher,98,47
11/13/2013,Villanova,Mt St Mary's,90,59
11/13/2013,Binghamton,Cornell,89,79
11/13/2013,Bryant,Dartmouth,87,77
11/13/2013,Niagara,Buffalo,92,81
11/13/2013,TX Pan American,Huston-Tillot,94,62
11/13/2013,Clemson,Delaware St,58,37
11/14/2013,Sam Houston St,Prairie View,108,103
11/14/2013,Alabama A&M,AL Huntsville,79,73
11/14/2013,Wichita St,William & Mary,79,62
11/14/2013,SE Louisiana,Champion Bap,108,54
11/14/2013,UAB,Troy,81,69
11/14/2013,E Michigan,Robert Morris,69,64
11/14/2013,Mississippi St,Kennesaw,78,55
11/14/2013,Houston,UT San Antonio,80,62
11/14/2013,St Mary's CA,N Dakota St,78,65
11/14/2013,UC Irvine,Washington,86,72
11/14/2013,Savannah St,Florida National,87,60
11/14/2013,Florida Intl,Florida Col,85,39
11/14/2013,Loy Marymount,Long Beach St,74,73
11/14/2013,Alabama,Texas Tech,76,64
11/14/2013,Stanford,Northwestern,71,58
11/14/2013,Arizona,San Diego St,69,60
11/14/2013,Belmont,Indiana St,96,95
11/14/2013,North Texas,Nicholls St,92,78
11/14/2013,Connecticut,Detroit,101,55
11/14/2013,Jackson St,Air Force,84,82
11/14/2013,Miami FL,TX Southern,84,69
11/14/2013,East Carolina,Chowan,95,45
11/14/2013,Memphis,Austin Peay,95,69
11/14/2013,San Diego,Morgan St,68,61
11/14/2013,Youngstown St,Warren Wilson,104,58
11/14/2013,Montana,S Dakota St,77,69
11/14/2013,Rutgers,Yale,72,71
11/14/2013,American Univ,UMBC,63,61
11/14/2013,Toledo,Boston College,95,92
11/14/2013,Florida A&M,Stetson,63,60
11/14/2013,Iowa,MD E Shore,109,63
11/14/2013,Towson,Temple,75,69
11/15/2013,Xavier,Morehead St,79,56
11/15/2013,Norfolk St,Virginia Union,92,84
11/15/2013,South Florida,Bowling Green,75,61
11/15/2013,TAM C. Christi,IPFW,72,71
11/15/2013,Cleveland St,UT Arlington,83,73
11/15/2013,McNeese St,Louisiana Col,92,83
11/15/2013,Bradley,Chicago St,77,64
11/15/2013,Arkansas,ULL,76,63
11/15/2013,North Carolina,Holy Cross,62,54
11/15/2013,Vanderbilt,Lipscomb,80,69
11/15/2013,Oklahoma St,Ark Pine Bluff,97,63
11/15/2013,California,Oakland,64,60
11/15/2013,Nevada,San Francisco,92,90
11/15/2013,USC,Northern Arizona,67,63
11/15/2013,MS Valley St,Champion Bap,108,48
11/15/2013,TX Pan American,Tennessee Tech,81,78
11/15/2013,Utah,UC Davis,94,60
11/15/2013,Michigan St,Columbia,62,53
11/15/2013,Arizona St,Idaho St,88,60
11/15/2013,New Mexico St,UTEP,86,73
11/15/2013,James Madison,N Illinois,60,55
11/15/2013,Texas A&M,Rice,68,65
11/15/2013,Northwestern LA,Auburn,111,92
11/15/2013,Boise St,Simpson CA,110,53
11/15/2013,Texas,SF Austin,72,62
11/15/2013,BYU,Mt St Mary's,108,76
11/15/2013,FL Gulf Coast,Furman,70,69
11/15/2013,UNLV,NE Omaha,73,70
11/15/2013,TN Martin,Rochester MI,79,64
11/15/2013,Duke,FL Atlantic,97,64
11/15/2013,Georgia Tech,Georgia,80,71
11/15/2013,Virginia Tech,W Carolina,79,61
11/15/2013,Charlotte,Elon,83,69
11/15/2013,Old Dominion,Murray St,70,60
11/15/2013,Rhode Island,NC A&T,72,59
11/15/2013,Wake Forest,Presbyterian,69,48
11/15/2013,NJIT,Army,89,85
11/15/2013,UNC Asheville,Col Charleston,67,58
11/15/2013,Fordham,Lehigh,80,72
11/15/2013,Harvard,Howard,76,44
11/15/2013,WI Milwaukee,San Jose St,64,61
11/15/2013,St John's,Wagner,73,57
11/15/2013,Hartford,F Dickinson,74,60
11/15/2013,Louisville,Cornell,99,54
11/15/2013,Indiana,Samford,105,59
11/16/2013,Florida Intl,TX Southern,70,68
11/16/2013,W Carolina,Liberty,68,63
11/16/2013,UNC Wilmington,Wingate,80,61
11/16/2013,Bucknell,St Francis PA,72,50
11/16/2013,G Washington,Manhattan,80,74
11/16/2013,Tennessee,SC Upstate,74,65
11/16/2013,Citadel,North Greenville,83,53
11/16/2013,Southern Univ,North Florida,87,78
11/16/2013,Utah St,Santa Barbara,71,64
11/16/2013,Bryant,Vermont,87,64
11/16/2013,Tennessee Tech,TAM C. Christi,62,60
11/16/2013,UC Riverside,Montana St,72,67
11/16/2013,CS Fullerton,Santa Clara,86,73
11/16/2013,WI Milwaukee,James Madison,77,66
11/16/2013,San Diego,N Kentucky,75,44
11/16/2013,Chattanooga,Montreat And,108,51
11/16/2013,Minnesota,Richmond,74,59
11/16/2013,Missouri,Hawaii,92,80
11/16/2013,St Bonaventure,Canisius,86,64
11/16/2013,Idaho,NW Nazarene,78,64
11/16/2013,Fresno St,CS Northridge,80,64
11/16/2013,Grand Canyon,W New Mexico,91,41
11/16/2013,N Illinois,San Jose St,60,59
11/16/2013,Seattle,Evergreen St,100,59
11/16/2013,Incarnate Word,Huston-Tillot,85,78
11/16/2013,BYU,Mesa St,84,60
11/16/2013,St Mary's CA,Drake,67,63
11/16/2013,VMI,Bluefield WV,121,80
11/16/2013,Missouri St,Tulsa,96,93
11/16/2013,W Kentucky,ETSU,57,50
11/16/2013,Ga Southern,Toccoa Falls,104,50
11/16/2013,Gardner Webb,Jacksonville,87,78
11/16/2013,Alabama St,Jacksonville St,84,73
11/16/2013,Butler,Princeton,70,67
11/16/2013,Wisconsin,WI Green Bay,69,66
11/16/2013,St Louis,S Illinois,76,67
11/16/2013,E Kentucky,High Point,74,67
11/16/2013,Edwardsville,Cent Arkansas,100,93
11/16/2013,Longwood,Mars Hill,88,70
11/16/2013,Creighton,St Joseph's PA,83,79
11/16/2013,VA Commonwealth,Winthrop,92,71
11/16/2013,George Mason,Northern Iowa,76,70
11/16/2013,Loyola MD,Fairfield,59,52
11/16/2013,SE Missouri St,IUPUI,76,68
11/16/2013,Tulane,Loyola-Chicago,65,59
11/16/2013,Wichita St,Tennessee St,85,71
11/16/2013,LSU,Northwestern LA,88,74
11/16/2013,DePaul,Wright St,81,72
11/16/2013,Dayton,St Francis NY,78,58
11/16/2013,NC State,Campbell,81,66
11/16/2013,Syracuse,Colgate,69,50
11/16/2013,Colorado,Jackson St,94,70
11/16/2013,Florida,Ark Little Rock,86,56
11/16/2013,Penn St,Penn,83,71
11/16/2013,Cincinnati,Appalachian St,77,49
11/16/2013,Virginia,Davidson,70,57
11/16/2013,Mississippi,Coastal Car,72,70
11/16/2013,Pepperdine,C Michigan,88,71
11/16/2013,Dartmouth,MA Lowell,77,59
11/16/2013,Oral Roberts,Texas St,82,65
11/16/2013,Middle Tenn St,Akron,80,73
11/16/2013,Northeastern,Central Conn,83,69
11/16/2013,E Illinois,IL Chicago,86,66
11/16/2013,IPFW,TX Pan American,66,60
11/16/2013,Colorado St,Weber St,88,67
11/16/2013,Providence,Marist,93,48
11/16/2013,Radford,Brevard,105,57
11/16/2013,Mercer,Seton Hall,77,74
11/16/2013,Quinnipiac,Albany NY,79,69
11/16/2013,Brown,Sacred Heart,85,73
11/16/2013,Iona,Wofford,76,55
11/16/2013,Navy,Binghamton,68,50
11/16/2013,Wyoming,Arkansas St,85,64
11/16/2013,Buffalo,WV Wesleyan,80,60
11/16/2013,La Salle,Siena,78,74
11/16/2013,Washington St,Lamar,84,64
11/16/2013,Ohio St,Marquette,52,35
11/17/2013,Iowa St,Michigan,77,70
11/17/2013,WI Milwaukee,N Illinois,82,69
11/17/2013,Indiana,Stony Brook,90,74
11/17/2013,Villanova,Towson,78,44
11/17/2013,NJIT,New Hampshire,71,63
11/17/2013,Iowa,Abilene Chr,103,41
11/17/2013,Gonzaga,Oakland,82,67
11/17/2013,Nebraska,S Carolina St,83,57
11/17/2013,Loy Marymount,Northern Arizona,90,78
11/17/2013,TAM C. Christi,TX Pan American,72,61
11/17/2013,Belmont,North Carolina,83,80
11/17/2013,Houston,Lehigh,80,66
11/17/2013,Boston College,FL Atlantic,82,79
11/17/2013,Washington,E Washington,92,80
11/17/2013,UC Irvine,Pacifica,110,73
11/17/2013,Illinois St,Northwestern,68,64
11/17/2013,Purdue,Rider,81,77
11/17/2013,UTEP,West Alabama,67,46
11/17/2013,Pacific,W Illinois,66,52
11/17/2013,Oregon St,Maryland,90,83
11/17/2013,Kentucky,Robert Morris,87,49
11/17/2013,Illinois,Bradley,81,55
11/17/2013,West Virginia,Duquesne,96,83
11/17/2013,Clemson,South Carolina,71,57
11/17/2013,Delaware,Hampton,90,79
11/17/2013,Baylor,ULL,87,68
11/17/2013,Morehead St,Marshall,102,94
11/17/2013,Pittsburgh,Howard,84,52
11/17/2013,Florida St,TN Martin,89,61
11/17/2013,Connecticut,Boston Univ,77,60
11/17/2013,Indiana St,Notre Dame,83,70
11/17/2013,Ohio,Valparaiso,76,72
11/17/2013,Massachusetts,Youngstown St,85,69
11/17/2013,UMBC,Mt St Mary's,90,84
11/17/2013,Kent,St Peter's,75,58
11/17/2013,UNC Greensboro,Chowan,97,58
11/17/2013,W Michigan,Alabama A&M,73,69
11/17/2013,IPFW,Tennessee Tech,69,66
11/17/2013,Stanford,Denver,66,57
11/17/2013,James Madison,San Jose St,79,66
11/17/2013,Kansas St,Long Beach St,71,58
11/17/2013,New Mexico,Charleston So,109,93
11/17/2013,UCF,Bethune-Cookman,83,63
