Date,Team,Opponent,Team Score,Opponent Score
11/14/2014,Liberty,Randolph Col,69,45
11/14/2014,Valparaiso,ETSU,90,76
11/14/2014,Texas Tech,Loyola MD,71,59
11/14/2014,Kansas St,Southern Utah,98,68
11/14/2014,Loyola-Chicago,Rockhurst,71,58
11/14/2014,NC A&T,Greensboro,91,61
11/14/2014,Norfolk St,Pfeiffer,81,43
11/14/2014,Missouri St,E Illinois,64,53
11/14/2014,Alabama St,Auburn M'gomery,105,64
11/14/2014,Michigan St,Navy,64,59
11/14/2014,Louisiana Tech,Southern Univ,85,76
11/14/2014,Missouri KC,Missouri,69,61
11/14/2014,Incarnate Word,UT Tyler,89,49
11/14/2014,Illinois,Ga Southern,80,71
11/14/2014,Wisconsin,N Kentucky,62,31
11/14/2014,Notre Dame,Binghamton,82,39
11/14/2014,Loy Marymount,SE Missouri St,76,66
11/14/2014,Lipscomb,Berry,91,70
11/14/2014,Creighton,Cent Arkansas,104,77
11/14/2014,Col Charleston,Furman,75,40
11/14/2014,UT San Antonio,Huston-Tillot,92,74
11/14/2014,TX Pan American,Wayland,88,80
11/14/2014,Colorado,Drexel,65,48
11/14/2014,Arizona,Mt St Mary's,78,55
11/14/2014,Kentucky,Grand Canyon,85,45
11/14/2014,North Carolina,NC Central,76,60
11/14/2014,Akron,UMBC,74,57
11/14/2014,Stetson,Edward Waters,75,61
11/14/2014,Hofstra,Jacksonville,94,61
11/14/2014,Georgia St,TN Temple,115,55
11/14/2014,TAM C. Christi,Our Lady Lake,73,58
11/14/2014,SF Austin,Mississippi Col,75,49
11/14/2014,Tennessee St,Reinhardt,97,66
11/14/2014,Edwardsville,Harris-Stowe,104,56
11/14/2014,Abilene Chr,Hillsdale Bap,101,61
11/14/2014,ULL,Louisiana Col,85,57
11/14/2014,Troy,Brewton-Parker,85,71
11/14/2014,Texas A&M,Northwestern LA,109,68
11/14/2014,Northwestern,Houston Bap,65,58
11/14/2014,Alabama,Towson,82,54
11/14/2014,St Mary's CA,Cal St-LA,77,67
11/14/2014,Auburn,WI Milwaukee,83,73
11/14/2014,Stanford,Wofford,74,59
11/14/2014,UCLA,Montana St,113,78
11/14/2014,UC Irvine,Chapman,87,36
11/14/2014,San Diego St,CS Northridge,79,58
11/14/2014,UNLV,Morehead St,60,59
11/14/2014,Santa Clara,CS Fullerton,89,72
11/14/2014,Washington,S Carolina St,77,59
11/14/2014,Oregon,Coppin St,107,65
11/14/2014,Sacred Heart,Hartford,71,53
11/14/2014,Villanova,Lehigh,77,66
11/14/2014,Tennessee Tech,Piedmont Bap,83,29
11/14/2014,High Point,CS Bakersfield,100,99
11/14/2014,San Jose St,Bethesda,67,44
11/14/2014,Boise St,San Diego,81,75
11/14/2014,Hawaii,Ark Pine Bluff,85,57
11/14/2014,Fordham,NYIT,94,77
11/14/2014,Louisville,Minnesota,81,68
11/14/2014,UTEP,Washington St,65,52
11/14/2014,SMU,Lamar,93,54
11/14/2014,Baylor,McNeese St,80,39
11/14/2014,Iowa,Hampton,90,56
11/14/2014,Marquette,TN Martin,79,63
11/14/2014,Utah Valley,South Dakota,60,52
11/14/2014,Gonzaga,CS Sacramento,104,58
11/14/2014,Utah St,Weber St,72,61
11/14/2014,N Colorado,Black Hills St,83,62
11/14/2014,E Washington,TX Southern,86,62
11/14/2014,Idaho,Eastern Oregon,77,65
11/14/2014,Texas St,Seattle,62,53
11/14/2014,Arizona St,Chicago St,86,50
11/14/2014,Oregon St,Rice,67,54
11/14/2014,California,Alcorn St,91,57
11/14/2014,DePaul,IL Chicago,72,71
11/14/2014,Portland,Concordia OR,87,59
11/14/2014,New Mexico,Idaho St,79,55
11/14/2014,Utah,Ball St,90,72
11/14/2014,Pepperdine,Fresno St,89,74
11/14/2014,South Florida,Flagler,75,61
11/14/2014,East Carolina,NC Wesleyan,99,81
11/14/2014,IPFW,Manchester,74,50
11/14/2014,Connecticut,Bryant,66,53
11/14/2014,Massachusetts,Siena,95,87
11/14/2014,Iona,Cleveland St,78,73
11/14/2014,Bucknell,Marist,75,72
11/14/2014,Princeton,Rider,64,58
11/14/2014,Pittsburgh,Niagara,78,45
11/14/2014,Lafayette,Robert Morris,77,50
11/14/2014,Wake Forest,UNC Asheville,80,69
11/14/2014,Virginia,James Madison,79,51
11/14/2014,NC State,Jackson St,93,58
11/14/2014,Miami FL,Howard,84,49
11/14/2014,Georgia Tech,Georgia,80,73
11/14/2014,Virginia Tech,MD E Shore,71,46
11/14/2014,C Michigan,Alma,106,64
11/14/2014,Clemson,Florida A&M,86,41
11/14/2014,Boston College,New Hampshire,58,50
11/14/2014,Xavier,Northern Arizona,93,60
11/14/2014,South Alabama,Carroll MT,83,64
11/14/2014,Southern Miss,Wm Carey,86,63
11/14/2014,E Michigan,St Francis IL,64,52
11/14/2014,Sam Houston St,Austin Col,100,52
11/14/2014,MTSU,Ohio Valley,77,60
11/14/2014,Army,Air Force,84,78
11/14/2014,Wichita St,New Mexico St,71,54
11/14/2014,Florida Intl,Florida Col,64,42
11/14/2014,Dayton,Alabama A&M,76,52
11/14/2014,VMI,Citadel,66,65
11/14/2014,Mississippi St,W Carolina,66,56
11/14/2014,Florida,William & Mary,68,45
11/14/2014,West Virginia,Monmouth NJ,64,54
11/14/2014,VA Commonwealth,Tennessee,85,69
11/14/2014,North Texas,Ark Monticello,84,62
11/14/2014,Quinnipiac,Yale,88,85
11/14/2014,Fairfield,Central Conn,71,63
11/14/2014,Duke,Presbyterian,113,44
11/14/2014,Chattanooga,Hiwassee,110,53
11/14/2014,St John's,NJIT,77,58
11/14/2014,Maryland,Wagner,82,48
11/14/2014,Elon,FL Atlantic,64,58
11/14/2014,Kansas,Santa Barbara,69,59
11/14/2014,Iowa St,Oakland,93,82
11/14/2014,Coastal Car,Trinity Bap,79,36
11/14/2014,Buffalo,S Dakota St,69,67
11/14/2014,Temple,American Univ,40,37
11/14/2014,Campbell,Barber-Scotia,97,58
11/14/2014,Richmond,Radford,64,46
11/14/2014,Oklahoma St,SE Louisiana,83,55
11/14/2014,Cincinnati,St Francis PA,52,37
11/14/2014,Houston,Murray St,77,74
11/14/2014,BYU,Long Beach St,95,90
11/14/2014,Pacific,W Illinois,73,71
11/14/2014,Indiana St,IUPUI,79,66
11/14/2014,Texas,N Dakota St,85,50
11/14/2014,TCU,Prairie View,71,54
11/14/2014,UT Arlington,Bradley,86,75
11/14/2014,Brown,St Peter's,70,58
11/14/2014,Detroit,Rochester MI,77,54
11/14/2014,Longwood,Averett,79,53
11/14/2014,Charleston So,Mississippi,66,65
11/14/2014,Cornell,George Mason,68,60
11/14/2014,G Washington,Grambling,92,40
11/14/2014,Purdue,Samford,80,40
11/14/2014,Syracuse,Kennesaw,89,42
11/14/2014,South Carolina,North Florida,81,56
11/14/2014,UNC Greensboro,Chowan,76,62
11/14/2014,Mercer,Piedmont,88,48
11/14/2014,Rhode Island,Pace,94,54
11/14/2014,Penn St,Morgan St,61,48
11/14/2014,Ohio St,MA Lowell,92,55
11/14/2014,E Kentucky,Savannah St,76,53
11/14/2014,Wright St,Belmont,73,70
11/14/2014,Indiana,MS Valley St,116,65
11/14/2014,Stony Brook,Columbia,57,56
11/14/2014,F Dickinson,St Joseph's PA,58,57
11/14/2014,Marshall,Jacksonville St,74,55
11/14/2014,Harvard,MIT,73,52
11/15/2014,SC Upstate,Florida A&M,78,65
11/15/2014,UC Riverside,UC San Diego,75,52
11/15/2014,Duke,Fairfield,109,59
11/15/2014,Oral Roberts,Tulsa,77,68
11/15/2014,St Louis,S Illinois,62,59
11/15/2014,Kent,Youngstown St,69,61
11/15/2014,Nevada,Cal Poly SLO,65,49
11/15/2014,Providence,Albany NY,64,60
11/15/2014,Long Beach St,S Francisco St,74,64
11/15/2014,St Bonaventure,Dartmouth,77,57
11/15/2014,High Point,Ark Pine Bluff,74,62
11/15/2014,Hawaii,CS Bakersfield,72,65
11/15/2014,Air Force,Citadel,68,55
11/15/2014,Duquesne,Bluefield WV,91,51
11/15/2014,Army,VMI,92,86
11/15/2014,ULM,UAB,74,65
11/15/2014,Boise St,Loy Marymount,77,69
11/15/2014,Colorado St,Montana,83,66
11/15/2014,Portland St,USC,76,68
11/15/2014,Santa Clara,San Diego Chr,70,58
11/15/2014,San Diego,SE Missouri St,67,56
11/15/2014,Canisius,Vermont,64,60
11/15/2014,Northern Iowa,North Dakota,64,52
11/15/2014,Ohio,Appalachian St,73,47
11/15/2014,Davidson,Catholic,102,66
11/15/2014,FL Gulf Coast,Nova SE,63,51
11/15/2014,Georgetown,St Francis NY,83,62
11/15/2014,Old Dominion,UNC Wilmington,76,56
11/15/2014,Florida St,Manhattan,81,66
11/15/2014,Bethune-Cookman,Trinity FL,91,69
11/15/2014,LSU,Gardner Webb,93,82
11/15/2014,WI Green Bay,IL Springfield,88,57
11/15/2014,Winthrop,Pfeiffer,82,59
11/15/2014,Butler,Maine,99,57
11/15/2014,W Kentucky,Austin Peay,77,70
11/15/2014,Delaware St,Penn,77,75
11/15/2014,La Salle,Colgate,57,52
11/15/2014,Michigan,Hillsdale,92,68
11/15/2014,Evansville,Earlham,116,45
11/15/2014,N Illinois,Aurora,86,56
11/15/2014,Bowling Green,Drake,77,58
11/16/2014,UC Irvine,Pacific,68,50
11/16/2014,Stanford,South Dakota,84,73
11/16/2014,UCF,Stetson,64,55
11/16/2014,North Carolina,Robert Morris,103,59
11/16/2014,Howard,Goucher,101,54
11/16/2014,Missouri,Valparaiso,56,41
11/16/2014,Illinois,Coppin St,114,56
11/16/2014,Penn St,Fordham,73,54
11/16/2014,NE Omaha,Cent Arkansas,100,75
11/16/2014,Utah St,Illinois St,60,55
11/16/2014,Wright St,OH Dominican,76,64
11/16/2014,Denver,Idaho St,54,38
11/16/2014,Creighton,Chicago St,84,66
11/16/2014,Holy Cross,Harvard,58,57
11/16/2014,UCLA,Coastal Car,84,71
11/16/2014,San Francisco,S Carolina St,91,52
11/16/2014,New Mexico,CS Fullerton,67,59
11/16/2014,Northeastern,Boston Univ,71,65
11/16/2014,Jacksonville,Florida National,72,61
11/16/2014,Lamar,LSU-Alexandria,78,75
11/16/2014,Massachusetts,Boston College,71,62
11/16/2014,Arizona,CS Northridge,86,68
11/16/2014,G Washington,Rutgers,70,53
11/16/2014,Virginia,Norfolk St,67,39
11/16/2014,UC Davis,Holy Names,57,42
11/16/2014,UNLV,Sam Houston St,59,57
11/16/2014,California,Kennesaw,93,59
11/16/2014,Texas,Alcorn St,85,53
11/16/2014,Charlotte,Elon,73,60
11/16/2014,South Florida,Jackson St,73,64
11/16/2014,Hartford,St Peter's,51,50
11/16/2014,Miami OH,Southern Utah,76,63
11/16/2014,Notre Dame,Navy,92,53
11/16/2014,Rhode Island,MA Lowell,72,56
11/16/2014,George Mason,Princeton,63,60
11/16/2014,Nebraska,N Kentucky,80,61
11/16/2014,Kentucky,Buffalo,71,52
11/16/2014,W Michigan,Aquinas,87,57
11/16/2014,Arkansas,Alabama St,97,79
11/16/2014,Seton Hall,Mercer,63,47
11/16/2014,Toledo,Northern Arizona,71,58
11/16/2014,Wisconsin,Chattanooga,89,45
11/16/2014,Pittsburgh,Samford,63,56
11/16/2014,Portland,San Jose St,73,68
11/16/2014,Loyola MD,Cornell,76,71
11/16/2014,Wyoming,N Colorado,78,70
11/16/2014,Marshall,Savannah St,66,47
11/16/2014,Syracuse,Hampton,65,47
11/16/2014,Youngstown St,Oberlin,71,53
11/16/2014,Austin Peay,Berea,68,63
11/16/2014,West Virginia,Lafayette,83,56
11/16/2014,Oklahoma St,Prairie View,74,52
11/16/2014,Oklahoma,SE Louisiana,78,53
11/16/2014,UNC Asheville,East Carolina,83,79
11/16/2014,Vanderbilt,Trevecca Naz,83,56
11/16/2014,Ark Little Rock,Ark Monticello,77,64
11/16/2014,Purdue,IUPUI,77,57
11/17/2014,E Illinois,Eureka,81,51
11/17/2014,Mississippi St,MS Valley St,89,68
11/17/2014,ULM,Champion Bap,106,39
11/17/2014,Houston Bap,Hillsdale Bap,89,53
11/17/2014,E Washington,Utah Valley,75,50
11/17/2014,Iowa St,Georgia St,81,58
11/17/2014,Grand Canyon,Montana St,61,45
11/17/2014,TN Martin,Arkansas St,75,73
11/17/2014,North Texas,Nicholls St,71,57
11/17/2014,IL Chicago,W Illinois,67,64
11/17/2014,Iowa,N Dakota St,87,56
11/17/2014,TCU,Washington St,81,54
11/17/2014,Loyola-Chicago,McKendree,78,68
11/17/2014,IPFW,Edwardsville,74,71
11/17/2014,TX Pan American,UT San Antonio,63,62
11/17/2014,Mississippi,Troy,74,64
11/17/2014,Michigan,Bucknell,77,53
11/17/2014,Wake Forest,Tulane,71,49
11/17/2014,USC,Tennessee Tech,70,58
11/17/2014,St Mary's CA,New Mexico St,83,71
11/17/2014,Gonzaga,SMU,72,56
11/17/2014,Oregon,Detroit,83,66
11/17/2014,High Point,Hawaii,62,54
11/17/2014,Delaware St,Bap Bible PA,104,63
11/17/2014,Fresno St,Bristol,93,55
11/17/2014,Ark Pine Bluff,CS Bakersfield,56,49
11/17/2014,Southern Univ,LSU-Alexandria,76,65
11/17/2014,Arizona St,Bethune-Cookman,49,39
11/17/2014,Weber St,Presentation,74,49
11/17/2014,Providence,Binghamton,66,45
11/17/2014,Alabama,W Carolina,80,74
11/17/2014,Tulsa,ULL,64,53
11/17/2014,Pepperdine,Cal Lutheran,76,61
11/17/2014,CS Sacramento,UC Riverside,70,69
11/17/2014,Idaho,S Dakota St,82,77
11/17/2014,Nevada,Adams St,69,64
11/17/2014,Miami FL,Florida,69,67
11/17/2014,Louisville,Jacksonville St,88,39
11/17/2014,E Michigan,Oakland,89,77
11/17/2014,Winthrop,Clemson,77,74
11/17/2014,NC State,Hofstra,76,64
11/17/2014,FL Gulf Coast,Santa Barbara,81,75
11/17/2014,Liberty,Delaware,61,55
11/17/2014,Villanova,MD E Shore,81,44
11/17/2014,North Florida,Webber,79,55
11/17/2014,Southern Miss,South Alabama,68,59
11/17/2014,UAB,Young Harris,94,81
11/17/2014,Colorado,Auburn,90,59
11/17/2014,Gardner Webb,Col Charleston,80,67
11/17/2014,WI Milwaukee,MN Crookston,75,54
11/17/2014,Temple,Louisiana Tech,82,75
11/17/2014,Ball St,IU Kokomo,101,62
11/17/2014,Indiana,TX Southern,83,64
11/17/2014,Vermont,Siena,84,76
11/17/2014,St John's,Franklin Pierce,94,81
11/17/2014,Belmont,Lipscomb,87,62
11/17/2014,Towson,Morgan St,51,46
11/17/2014,American Univ,St Francis PA,49,46
11/17/2014,SC Upstate,NC A&T,63,46
11/17/2014,Northwestern LA,Lyon,75,64
11/17/2014,Kansas St,Missouri KC,83,73
11/17/2014,Charleston So,Erskine,92,50
11/17/2014,Maryland,Central Conn,93,57
11/17/2014,Northwestern,Brown,69,56
11/17/2014,Yale,Newbury,97,51
11/17/2014,James Madison,Radford,74,71
11/17/2014,St Joseph's PA,Drexel,52,49
11/17/2014,FL Atlantic,Warner,74,49
11/17/2014,NJIT,Maine,90,86
11/17/2014,Cleveland St,Tiffin,85,56
11/17/2014,F Dickinson,FDU Madison,102,61
11/17/2014,Morehead St,Cincinnati Chr,87,79
11/18/2014,Murray St,MTSU,68,49
11/18/2014,Chicago St,Indiana NW,102,51
11/18/2014,Kent,Malone,62,52
11/18/2014,Minnesota,W Kentucky,76,54
11/18/2014,McNeese St,Louisiana Col,90,63
11/18/2014,Incarnate Word,Huston-Tillot,94,63
11/18/2014,Nebraska,Cent Arkansas,82,56
11/18/2014,Buffalo,UT Arlington,74,68
11/18/2014,Presbyterian,Piedmont,82,72
11/18/2014,Ohio St,Marquette,74,63
11/18/2014,La Salle,Quinnipiac,60,58
11/18/2014,Ga Southern,Trinity FL,86,49
11/18/2014,S Illinois,Tennessee St,84,67
11/18/2014,North Dakota,Mayville St,76,39
11/18/2014,Oklahoma St,NW Oklahoma St,91,45
11/18/2014,Wichita St,Memphis,71,56
11/18/2014,Cal Poly SLO,S Francisco St,65,44
11/18/2014,Oregon St,Corban,86,62
11/18/2014,Duke,Michigan St,81,71
11/18/2014,New Hampshire,Thomas ME,84,36
11/18/2014,Coastal Car,Columbia Intl,82,51
11/18/2014,Kentucky,Kansas,72,40
11/18/2014,Boise St,Montana,72,67
11/18/2014,Grambling,Lyon,55,49
11/18/2014,SE Missouri St,Hannibal-Lagr,86,49
11/18/2014,New Orleans,Pensacola Chr,88,61
11/18/2014,DePaul,Drake,80,62
11/18/2014,LSU,Texas Tech,69,64
11/18/2014,Wyoming,Western St CO,61,46
11/18/2014,Butler,Chattanooga,70,48
11/18/2014,St Louis,Indiana St,69,56
11/18/2014,Canisius,Lehigh,63,51
11/18/2014,Rider,Penn,73,57
11/18/2014,VA Commonwealth,Toledo,87,78
11/18/2014,Cornell,Colgate,58,52
11/18/2014,Northeastern,Florida St,76,73
11/18/2014,Georgia Tech,Alabama A&M,66,46
11/18/2014,C Michigan,Youngstown St,75,63
11/18/2014,San Diego St,Utah,53,49
11/18/2014,Old Dominion,Richmond,63,57
11/18/2014,BYU,Ark Little Rock,91,62
11/18/2014,Portland St,Willamette,84,63
11/18/2014,Wofford,Iona,86,73
11/18/2014,Baylor,South Carolina,69,65
11/18/2014,Massachusetts,Manhattan,77,68
11/18/2014,Northern Iowa,SF Austin,79,77
11/18/2014,Marshall,WV Tech,87,65
11/18/2014,Columbia,Wagner,70,56
11/18/2014,Davidson,Campbell,86,51
11/18/2014,E Kentucky,Kentucky Chr,115,35
11/18/2014,NC Central,College of Faith,123,65
11/18/2014,William & Mary,Howard,56,49
11/18/2014,Georgia,Stony Brook,80,70
11/18/2014,VMI,Johnson TN,124,42
11/18/2014,Georgetown,TAM C. Christi,78,62
11/18/2014,Xavier,Long Beach St,97,74
11/18/2014,Virginia,S Carolina St,75,55
11/18/2014,Jackson St,Jacksonville,66,57
11/18/2014,UNC Wilmington,UNC Greensboro,84,72
11/18/2014,ETSU,UVA-Wise,111,66
11/18/2014,Florida Intl,Stetson,53,52
11/19/2014,Missouri St,Avila,87,39
11/19/2014,Texas St,Lamar,65,55
11/19/2014,Rice,Prairie View,68,64
11/19/2014,Tulsa,Abilene Chr,65,39
11/19/2014,Arkansas,Wake Forest,83,53
11/19/2014,Valparaiso,IN S Bend,91,55
11/19/2014,Utah St,Santa Clara,60,54
11/19/2014,IUPUI,WI Milwaukee,70,68
11/19/2014,Missouri,Oral Roberts,78,64
11/19/2014,Robert Morris,Bradley,68,61
11/19/2014,Loyola MD,UMBC,45,38
11/19/2014,North Texas,Delaware St,62,55
11/19/2014,Missouri KC,Missouri S&T,90,77
11/19/2014,Samford,Austin Peay,68,67
11/19/2014,Pepperdine,San Jose St,63,44
11/19/2014,San Diego,Florida A&M,72,41
11/19/2014,San Francisco,Notre Dame CA,86,46
11/19/2014,CS Sacramento,Simpson CA,74,42
11/19/2014,Vermont,S Vermont,86,41
11/19/2014,Hawaii,Hawaii Hilo,89,71
11/19/2014,Gonzaga,St Joseph's PA,94,42
11/19/2014,Wisconsin,WI Green Bay,84,60
11/19/2014,Arizona,UC Irvine,71,54
11/19/2014,Air Force,Colorado Chr,70,47
11/19/2014,New Mexico St,N Colorado,86,65
11/19/2014,Seattle,NE Omaha,98,74
11/19/2014,CS Northridge,Montana St,72,65
11/19/2014,E Washington,Walla Walla,95,34
11/19/2014,Boston Univ,Norfolk St,71,63
11/19/2014,Army,St Francis NY,74,71
11/19/2014,Cincinnati,Morehead St,69,61
11/19/2014,Lafayette,Princeton,83,66
11/19/2014,Virginia Tech,Liberty,73,63
11/19/2014,Notre Dame,Coppin St,104,67
11/19/2014,FL Gulf Coast,Ohio,79,62
11/19/2014,W Michigan,Oakland,82,71
11/19/2014,Belmont,Trevecca Naz,96,76
11/19/2014,BYU,S Virginia,101,48
11/19/2014,Bowling Green,Wright St,70,55
11/19/2014,Evansville,Miami OH,69,50
11/19/2014,Siena,St Bonaventure,73,70
11/19/2014,Citadel,Toccoa Falls,71,58
11/19/2014,Binghamton,Hartwick,82,51
11/19/2014,Albany NY,NJIT,65,48
11/19/2014,Cleveland St,Jacksonville St,60,46
11/19/2014,Holy Cross,Brown,80,65
11/19/2014,Creighton,Oklahoma,65,63
11/19/2014,Rutgers,F Dickinson,61,44
11/19/2014,St John's,Long Island,66,53
11/19/2014,Furman,Appalachian St,84,65
11/19/2014,Mercer,Kennesaw,74,66
11/19/2014,N Kentucky,NC A&T,68,55
11/19/2014,James Madison,Longwood,82,60
11/19/2014,MD E Shore,Mt St Mary's,53,41
11/19/2014,Hartford,Dartmouth,53,48
11/19/2014,UNC Asheville,J&W NC,87,48
11/20/2014,Arizona St,Loy Marymount,68,44
11/20/2014,N Illinois,Idaho,78,67
11/20/2014,Tulane,MS Valley St,100,61
11/20/2014,UT Arlington,Grand Canyon,66,64
11/20/2014,Savannah St,Winthrop,59,58
11/20/2014,Vanderbilt,Lipscomb,72,62
11/20/2014,Tennessee St,Fisk,75,60
11/20/2014,Mississippi,Southern Univ,69,38
11/20/2014,Northwestern,North Florida,69,67
11/20/2014,Villanova,Bucknell,72,65
11/20/2014,Murray St,Brescia,89,56
11/20/2014,UC Davis,E Illinois,63,61
11/20/2014,Minnesota,Franklin Pierce,109,57
11/20/2014,Alabama,Southern Miss,81,67
11/20/2014,Texas,Iowa,71,57
11/20/2014,Charlotte,Penn St,106,97
11/20/2014,Boston College,New Mexico,69,65
11/20/2014,Northwestern LA,LSU-Alexandria,89,79
11/20/2014,William & Mary,Bluefield VA,100,57
11/20/2014,California,Syracuse,73,59
11/20/2014,Miami FL,Drexel,66,46
11/20/2014,Pacific,Pacific Union,81,56
11/20/2014,St Mary's CA,Denver,78,62
11/20/2014,Northern Arizona,Fresno St,73,52
11/20/2014,Connecticut,Col Charleston,65,57
11/20/2014,UCLA,Nicholls St,107,74
11/20/2014,San Diego St,CS Bakersfield,51,27
11/20/2014,SC Upstate,Bob Jones,107,41
11/20/2014,NC State,Jacksonville,79,43
11/20/2014,Providence,Navy,88,51
11/20/2014,Harvard,FL Atlantic,71,49
11/20/2014,VA Commonwealth,MD E Shore,106,66
11/20/2014,Stetson,Palm Beach Atl,96,85
11/20/2014,UCF,Eckerd,76,59
11/20/2014,Michigan,Detroit,71,62
11/20/2014,Akron,USC,66,46
11/20/2014,Dayton,Texas A&M,55,53
11/20/2014,South Florida,UAB,73,71
11/20/2014,East Carolina,VA-Lynchburg,92,51
11/20/2014,Niagara,St Peter's,61,59
11/20/2014,Bryant,New Hampshire,72,63
11/20/2014,TN Martin,Champion Bap,115,29
11/20/2014,South Carolina,Cornell,69,45
11/20/2014,Maryland,Fordham,66,50
11/20/2014,Indiana,SMU,74,68
11/20/2014,Northern Iowa,Morgan St,73,53
11/20/2014,TCU,New Orleans,86,71
11/20/2014,Radford,Howard,61,52
11/20/2014,Wagner,Old Westbury,83,49
11/20/2014,MA Lowell,Sacred Heart,57,54
11/20/2014,Purdue,Grambling,82,30
11/20/2014,West Virginia,George Mason,91,65
11/20/2014,St Francis PA,Keystone,102,69
11/20/2014,Tennessee,TX Southern,70,58
11/21/2014,Yale,IL Chicago,70,58
11/21/2014,Towson,Central Conn,58,49
11/21/2014,Seton Hall,Nevada,68,60
11/21/2014,Hampton,Alcorn St,82,69
11/21/2014,Stanford,UNLV,89,60
11/21/2014,Georgia Tech,IPFW,78,69
11/21/2014,Old Dominion,LSU,70,61
11/21/2014,Gardner Webb,Clemson,72,70
11/21/2014,American Univ,Presbyterian,63,38
11/21/2014,Arkansas,Delaware St,99,71
11/21/2014,Auburn,ULL,105,80
11/21/2014,Washington,Seattle,63,48
11/21/2014,Hawaii,Pittsburgh,74,70
11/21/2014,Long Beach St,Kansas St,69,60
11/21/2014,Cal Poly SLO,Delaware,78,60
11/21/2014,Charlotte,South Carolina,65,63
11/21/2014,West Virginia,Boston College,70,66
11/21/2014,Miami FL,Akron,79,51
11/21/2014,New Mexico,George Mason,69,58
11/21/2014,Texas,California,71,55
11/21/2014,Syracuse,Iowa,66,63
11/21/2014,Penn St,Cornell,72,71
11/21/2014,USC,Drexel,72,70
11/21/2014,Duke,Temple,74,54
11/21/2014,Illinois St,Weber St,73,64
11/21/2014,N Dakota St,Kennesaw,68,55
11/21/2014,Valparaiso,Ark Pine Bluff,59,46
11/21/2014,Texas A&M,Col Charleston,59,50
11/21/2014,Connecticut,Dayton,75,64
11/21/2014,C Michigan,Maine,76,48
11/21/2014,W Carolina,Hiwassee,72,53
11/21/2014,Virginia,G Washington,59,42
11/21/2014,E Michigan,Youngstown St,71,62
11/21/2014,Georgia,Troy,82,60
11/21/2014,Kent,S Illinois,74,51
11/21/2014,Monmouth NJ,Bethune-Cookman,73,50
11/21/2014,Hofstra,Stony Brook,66,65
11/21/2014,Oregon,Toledo,78,68
11/21/2014,Baylor,Prairie View,60,45
11/21/2014,Longwood,UNC Greensboro,81,79
11/21/2014,Florida Intl,FL Memorial,74,48
11/21/2014,Wofford,Fairfield,54,36
11/21/2014,Kentucky,Boston Univ,89,65
11/21/2014,Michigan St,Loyola-Chicago,87,52
11/21/2014,Rider,Lehigh,78,74
11/21/2014,Oregon St,Oral Roberts,55,42
11/21/2014,Washington St,Idaho St,80,68
11/21/2014,Iona,Wake Forest,85,81
11/21/2014,Louisville,Marshall,85,67
11/21/2014,Utah,UC Riverside,88,42
11/21/2014,Colorado St,Georgia St,80,70
11/21/2014,Grand Canyon,Florida A&M,64,49
11/21/2014,McNeese St,Jarvis Chr,85,70
11/21/2014,S Dakota St,North Dakota,74,72
11/21/2014,Oklahoma St,WI Milwaukee,82,68
11/21/2014,Louisiana Tech,Morehead St,73,64
11/21/2014,Sam Houston St,South Dakota,93,85
11/21/2014,Illinois,Austin Peay,107,66
11/21/2014,Florida,ULM,61,56
11/21/2014,Xavier,SF Austin,81,63
11/22/2014,W Illinois,SE Louisiana,60,57
11/22/2014,William & Mary,Rice,69,65
11/22/2014,Texas Tech,Missouri St,80,68
11/22/2014,Kent,IL Chicago,78,60
11/22/2014,Lipscomb,Transylvania,74,63
11/22/2014,Indiana,Lamar,85,72
11/22/2014,Minnesota,UMBC,69,51
11/22/2014,Utah Valley,Southern Utah,85,75
11/22/2014,UT Arlington,Houston Bap,87,69
11/22/2014,Tulane,Southern N.O.,89,45
11/22/2014,Alabama A&M,Oakwood,81,61
11/22/2014,UC Davis,Furman,58,55
11/22/2014,UNC Wilmington,VMI,110,93
11/22/2014,ETSU,UNC Asheville,98,87
11/22/2014,E Michigan,UNC Greensboro,70,62
11/22/2014,N Kentucky,Ohio Mid-Western,98,48
11/22/2014,Tennessee Tech,Chattanooga,69,67
11/22/2014,E Kentucky,Cin Clermont,115,50
11/22/2014,Monmouth NJ,Central Conn,65,50
11/22/2014,Santa Barbara,The Master's,91,45
11/22/2014,St Joseph's PA,Vermont,68,60
11/22/2014,Rhode Island,Nebraska,66,62
11/22/2014,Clemson,Nevada,59,50
11/22/2014,LSU,Weber St,72,58
11/22/2014,Chicago St,Trinity Chr,75,52
11/22/2014,Northeastern,Navy,68,44
11/22/2014,TX Pan American,TX A&M K'ville,82,77
11/22/2014,Kennesaw,Alcorn St,83,80
11/22/2014,Coastal Car,Piedmont Bap,76,33
11/22/2014,Ga Southern,Johnson FL,97,41
11/22/2014,Duke,Stanford,70,59
11/22/2014,N Dakota St,Hampton,74,66
11/22/2014,UNLV,Temple,57,50
11/22/2014,Wisconsin,Boise St,78,54
11/22/2014,North Carolina,Davidson,90,72
11/22/2014,Portland,Edwardsville,75,53
11/22/2014,UTEP,New Mexico St,77,76
11/22/2014,Morehead St,Presbyterian,69,49
11/22/2014,Youngstown St,Longwood,82,72
11/22/2014,Towson,Bethune-Cookman,63,42
11/22/2014,Manhattan,Binghamton,78,63
11/22/2014,Yale,S Illinois,53,46
