Date,Team,Opponent,Team Score,Opponent Score
12/6/2014,Alabama St,Jacksonville St,80,55
12/6/2014,Northeastern,W Michigan,81,69
12/6/2014,S Carolina St,Florida A&M,70,61
12/6/2014,Texas St,Prairie View,81,65
12/6/2014,New Hampshire,Wheelock,96,45
12/6/2014,Arizona,Gonzaga,66,63
12/6/2014,TN Martin,Longwood,77,67
12/6/2014,Nicholls St,Loyola NO,89,60
12/6/2014,Idaho,UC Davis,79,71
12/6/2014,Lipscomb,Tennessee St,77,68
12/6/2014,Oregon St,Portland,65,58
12/6/2014,Fresno St,CS Bakersfield,63,61
12/6/2014,Cal Poly SLO,Menlo,72,35
12/6/2014,Memphis,Bradley,73,45
12/6/2014,Pepperdine,CS Fullerton,74,62
12/6/2014,Grand Canyon,MT-Great Falls,80,61
12/6/2014,Pacific,Idaho St,68,62
12/6/2014,Temple,La Salle,58,57
12/6/2014,Gardner Webb,Thomas GA,82,66
12/6/2014,Wofford,Florida National,88,57
12/6/2014,Boise St,St Mary's CA,82,71
12/6/2014,CS Northridge,Vanguard,70,58
12/6/2014,UC Irvine,CS Sacramento,74,62
12/6/2014,E Washington,Seattle,87,75
12/6/2014,New Mexico St,UTEP,71,64
12/6/2014,Xavier,Alabama,97,84
12/6/2014,Rice,St Edward's,54,49
12/6/2014,Murray St,W Kentucky,93,81
12/6/2014,Notre Dame,F Dickinson,75,57
12/6/2014,Indiana,Savannah St,95,49
12/6/2014,UC Riverside,Portland St,88,62
12/6/2014,Northern Iowa,George Mason,71,65
12/6/2014,Arkansas St,Belhaven MS,95,68
12/6/2014,S Illinois,Austin Peay,71,49
12/6/2014,Southern Utah,St Katherine,92,45
12/6/2014,New Mexico,Valparaiso,63,46
12/6/2014,McNeese St,ULL,80,70
12/6/2014,ULM,Louisiana Col,83,55
12/6/2014,Evansville,IUPUI,89,62
12/6/2014,C Michigan,Edwardsville,94,61
12/6/2014,Villanova,St Joseph's PA,74,46
12/6/2014,Troy,Cent Arkansas,85,73
12/6/2014,Citadel,Navy,67,60
12/6/2014,Seton Hall,Rutgers,81,54
12/6/2014,NJIT,Michigan,72,70
12/6/2014,Wisconsin,Marquette,49,38
12/6/2014,Florida St,UCF,96,73
12/6/2014,S Dakota St,Missouri KC,81,61
12/6/2014,Denver,TAM C. Christi,64,48
12/6/2014,Ball St,Indiana St,70,63
12/6/2014,Iowa,UMBC,77,47
12/6/2014,St Peter's,Boston Univ,70,59
12/6/2014,Loyola-Chicago,IL Chicago,77,67
12/6/2014,SC Upstate,Georgia Tech,59,54
12/6/2014,BYU,Hawaii,90,70
12/6/2014,Dayton,E Michigan,73,64
12/6/2014,St Bonaventure,Ohio,80,70
12/6/2014,Houston,Abilene Chr,71,59
12/6/2014,Texas A&M,Arizona St,72,71
12/6/2014,Montana St,Utah Valley,68,60
12/6/2014,Wichita St,St Louis,81,52
12/6/2014,Grambling,Selma AL,74,64
12/6/2014,South Carolina,Oklahoma St,75,49
12/6/2014,Kent,Kennesaw,58,46
12/6/2014,Tulane,Mississippi St,59,54
12/6/2014,Rhode Island,Southern Miss,75,43
12/6/2014,MTSU,South Alabama,68,67
12/6/2014,Santa Clara,San Jose St,61,50
12/6/2014,Washington St,UT San Antonio,91,71
12/6/2014,North Dakota,Drake,63,62
12/6/2014,Tennessee,Kansas St,65,64
12/6/2014,Dartmouth,Maine,74,51
12/6/2014,UT Arlington,Weber St,63,56
12/6/2014,Canisius,Niagara,77,64
12/6/2014,Detroit,South Florida,67,57
12/6/2014,Furman,Samford,74,64
12/6/2014,Mercer,VMI,90,81
12/6/2014,Cornell,MA Lowell,71,60
12/6/2014,Davidson,Stetson,90,59
12/6/2014,Sacred Heart,Holy Cross,81,68
12/6/2014,Bowling Green,Alabama A&M,64,47
12/6/2014,Bethune-Cookman,Jacksonville,52,47
12/6/2014,Michigan St,Ark Pine Bluff,85,52
12/6/2014,Virginia,VA Commonwealth,74,57
12/6/2014,WI Green Bay,Miami FL,68,55
12/6/2014,North Florida,Purdue,73,70
12/6/2014,Toledo,Chicago St,87,59
12/6/2014,Lehigh,Long Island,80,76
12/6/2014,Lafayette,Wagner,97,84
12/6/2014,Illinois,American Univ,70,55
12/6/2014,Oakland,Morehead St,70,68
12/6/2014,St Francis PA,Albany NY,69,59
12/6/2014,Howard,NC A&T,54,47
12/6/2014,Penn,Binghamton,79,70
12/6/2014,UNC Greensboro,Presbyterian,55,53
12/6/2014,St Francis NY,Liberty,65,54
12/6/2014,Maryland,Winthrop,82,62
12/7/2014,SF Austin,Ouachita,84,60
12/7/2014,Mississippi,Oregon,79,73
12/7/2014,Monmouth NJ,Iona,92,89
12/7/2014,Youngstown St,Thiel,70,45
12/7/2014,Wyoming,Regis CO,70,35
12/7/2014,Radford,Virginia Tech,68,66
12/7/2014,Tulsa,Ark Little Rock,78,73
12/7/2014,California,Nevada,63,56
12/7/2014,NC Central,Howard,61,39
12/7/2014,San Francisco,Houston Bap,85,54
12/7/2014,Washington,San Diego St,49,36
12/7/2014,Montana,N Dakota St,69,57
12/7/2014,Tennessee Tech,Hiwassee,87,48
12/7/2014,G Washington,Charlotte,78,70
12/7/2014,Wright St,Urbana,81,58
12/7/2014,USC,Utah St,89,84
12/7/2014,Clemson,Arkansas,68,65
12/7/2014,Creighton,Nebraska,65,55
12/7/2014,Kentucky,E Kentucky,82,49
12/7/2014,Fairfield,Quinnipiac,56,52
12/7/2014,Delaware St,Delaware,66,53
12/7/2014,Buffalo,Robert Morris,74,59
12/7/2014,Cleveland St,W Illinois,76,54
12/7/2014,Georgia,Colorado,64,57
12/7/2014,Illinois St,UAB,78,74
12/7/2014,West Virginia,N Kentucky,67,42
12/7/2014,Georgetown,Towson,78,46
12/7/2014,UCLA,San Diego,75,68
12/7/2014,Colorado St,N Colorado,66,58
12/7/2014,Hofstra,Appalachian St,68,51
12/7/2014,James Madison,Richmond,51,46
12/7/2014,North Carolina,East Carolina,108,64
12/7/2014,Elon,Central Penn,117,73
12/7/2014,UNC Asheville,Limestone,91,66
12/7/2014,Rider,Siena,80,68
12/7/2014,Manhattan,Marist,60,38
12/7/2014,FL Gulf Coast,Massachusetts,84,75
12/7/2014,DePaul,WI Milwaukee,83,61
12/8/2014,MD E Shore,NC A&T,69,58
12/8/2014,S Carolina St,Bethune-Cookman,71,66
12/8/2014,Caldwell,Binghamton,63,52
12/8/2014,Norfolk St,Coppin St,88,69
12/8/2014,SMU,Santa Barbara,80,73
12/8/2014,Brown,Providence,77,67
12/8/2014,UTEP,Incarnate Word,81,65
12/8/2014,Minnesota,North Dakota,92,56
12/8/2014,Air Force,NE Omaha,77,61
12/8/2014,Florida,Yale,85,47
12/8/2014,Bucknell,Albany NY,61,58
12/8/2014,Lafayette,Sacred Heart,82,81
12/8/2014,Hampton,Morgan St,62,58
12/8/2014,Purdue,IPFW,63,43
12/8/2014,Harvard,Boston Univ,70,56
12/8/2014,Chattanooga,Montreat And,104,50
12/8/2014,Campbell,J&W NC,63,38
12/8/2014,Miami FL,Savannah St,70,39
12/8/2014,Butler,Kennesaw,93,51
12/9/2014,Baylor,Texas A&M,77,63
12/9/2014,Idaho St,Grand Canyon,67,51
12/9/2014,Creighton,South Dakota,91,88
12/9/2014,ULM,Northwestern LA,82,74
12/9/2014,Kansas St,Bradley,50,47
12/9/2014,TCU,Furman,80,69
12/9/2014,S Dakota St,St Louis,62,55
12/9/2014,E Michigan,Michigan,45,42
12/9/2014,UC Davis,E Illinois,80,70
12/9/2014,Villanova,Illinois,73,59
12/9/2014,Louisville,Indiana,94,74
12/9/2014,San Jose St,St Katherine,74,63
12/9/2014,Iowa,Alcorn St,67,44
12/9/2014,Boise St,Adams St,78,49
12/9/2014,Arizona,Utah Valley,87,56
12/9/2014,NJIT,St Francis NY,68,66
12/9/2014,Xavier,IUPUI,66,43
12/9/2014,Bryant,Army,80,73
12/9/2014,Colgate,Morrisville St,88,52
12/9/2014,Wichita St,Seton Hall,77,68
12/9/2014,Evansville,Belmont,65,62
12/9/2014,Dayton,Bowling Green,56,52
12/9/2014,Iowa St,Missouri KC,73,56
12/9/2014,Navy,VMI,84,66
12/9/2014,Hartford,Holy Cross,79,61
12/9/2014,Penn,Marist,59,42
12/9/2014,Rutgers,New Hampshire,60,56
12/9/2014,Long Island,Maine,83,70
12/9/2014,St Joseph's PA,Loyola MD,68,42
12/9/2014,Notre Dame,Mt St Mary's,93,67
12/9/2014,Winthrop,Mars Hill,96,51
12/10/2014,Valparaiso,Trinity IL,79,54
12/10/2014,Incarnate Word,Nebraska,74,73
12/10/2014,Davidson,Montana,110,99
12/10/2014,Texas Tech,Fresno St,73,56
12/10/2014,Minnesota,Southern Univ,85,57
12/10/2014,St John's,F Dickinson,74,52
12/10/2014,ULL,Louisiana Tech,94,86
12/10/2014,Dartmouth,MA Lowell,69,48
12/10/2014,Northern Iowa,Denver,65,55
12/10/2014,Gonzaga,Washington St,81,66
12/10/2014,San Diego St,Long Beach St,60,59
12/10/2014,UCLA,UC Riverside,77,66
12/10/2014,California,Wyoming,45,42
12/10/2014,Penn St,Duquesne,64,62
12/10/2014,Utah,BYU,65,61
12/10/2014,Wisconsin,WI Milwaukee,93,54
12/10/2014,Colorado St,Colorado,62,60
12/10/2014,Campbell,Delaware St,70,55
12/10/2014,Providence,Rhode Island,68,60
12/10/2014,Kentucky,Columbia,56,46
12/10/2014,Ohio St,High Point,97,43
12/10/2014,Kansas,Georgetown,75,70
12/10/2014,UNC Greensboro,Greensboro,82,78
12/10/2014,Iona,Rider,77,64
12/10/2014,Fordham,Monmouth NJ,68,58
12/10/2014,Central Conn,UMBC,65,53
12/10/2014,SE Oklahoma,Tulsa,69,66
12/10/2014,SE Missouri St,S Illinois,55,54
12/10/2014,NE Omaha,Iowa Wesleyan,94,67
12/10/2014,Temple,Towson,76,64
12/10/2014,Maryland,NC Central,67,56
12/10/2014,Purdue,Arkansas St,87,46
12/10/2014,St Peter's,Princeton,60,46
12/10/2014,Hofstra,Coppin St,105,64
12/11/2014,W Illinois,Idaho,78,75
12/11/2014,Troy,Fort Valley St,80,63
12/11/2014,Col Charleston,S Carolina St,50,47
12/11/2014,IL Chicago,UCF,71,60
12/11/2014,San Diego,Santa Barbara,79,65
12/11/2014,CS Sacramento,CS Fullerton,73,59
12/11/2014,Boise St,NW Nazarene,91,51
12/11/2014,E Washington,San Francisco,81,76
12/11/2014,Missouri,Elon,78,73
12/11/2014,Colgate,Binghamton,65,44
12/11/2014,Boston College,Maine,85,74
12/11/2014,IPFW,MI Dearborn,91,67
12/11/2014,Chattanooga,Citadel,67,48
12/11/2014,UNC Asheville,Tusculum,78,40
12/11/2014,Wright St,Belmont,79,71
12/11/2014,G Washington,DePaul,81,68
12/11/2014,Coastal Car,Warren Wilson,85,40
12/12/2014,Holy Cross,NJIT,76,66
12/12/2014,Iowa St,Iowa,90,75
12/12/2014,NC State,Charleston So,86,50
12/12/2014,Florida,TX Southern,75,50
12/13/2014,LSU,Sam Houston St,76,67
12/13/2014,Albany NY,Siena,77,68
12/13/2014,Richmond,Howard,54,41
12/13/2014,Gardner Webb,Furman,74,68
12/13/2014,St Louis,Edwardsville,67,61
12/13/2014,MD E Shore,Navy,53,46
12/13/2014,FL Atlantic,UCF,54,41
12/13/2014,Oral Roberts,New Mexico St,86,83
12/13/2014,N Dakota St,North Dakota,71,42
12/13/2014,TCU,McNeese St,68,50
12/13/2014,Texas,Texas St,59,27
12/13/2014,Oklahoma St,Memphis,73,55
12/13/2014,Colorado,N Colorado,93,68
12/13/2014,Arizona,Michigan,80,53
12/13/2014,Indiana,Grand Canyon,94,66
12/13/2014,Abilene Chr,N New Mexico,76,48
12/13/2014,Stanford,Denver,49,43
12/13/2014,VA Commonwealth,Northern Iowa,93,87
12/13/2014,Toledo,Arkansas St,73,65
12/13/2014,Missouri St,SE Missouri St,73,61
12/13/2014,Davidson,Niagara,78,58
12/13/2014,Rider,Hartford,63,61
12/13/2014,UNLV,South Dakota,75,61
12/13/2014,Utah St,Utah Valley,50,47
12/13/2014,Seattle,San Jose St,54,38
12/13/2014,Idaho St,NW Nazarene,69,57
12/13/2014,Vanderbilt,Purdue,81,71
12/13/2014,Alabama,Tennessee Tech,65,53
12/13/2014,CS Fullerton,Nevada,65,55
12/13/2014,Army,USC,85,77
12/13/2014,Oregon,Illinois,77,70
12/13/2014,UT Arlington,UC Irvine,70,62
12/13/2014,Santa Clara,Washington St,76,67
12/13/2014,Gonzaga,UCLA,87,74
12/13/2014,E Illinois,N Illinois,59,55
12/13/2014,Notre Dame,Florida St,83,63
12/13/2014,Valparaiso,Ball St,65,62
12/13/2014,S Dakota St,Idaho,87,85
12/13/2014,W Illinois,Alabama St,78,68
12/13/2014,TX Pan American,Lamar,66,60
12/13/2014,BYU,Weber St,76,60
12/13/2014,Nebraska,Cincinnati,56,55
12/13/2014,California,Princeton,67,57
12/13/2014,New Mexico,ULM,54,46
12/13/2014,Houston Bap,Arlington Bap,99,84
12/13/2014,Lipscomb,Austin Peay,68,59
12/13/2014,E Kentucky,IUPUI,73,64
12/13/2014,La Salle,Drexel,65,55
12/13/2014,VMI,Marist,92,77
12/13/2014,Georgetown,Radford,76,49
12/13/2014,Providence,Stony Brook,79,61
12/13/2014,Ohio St,Morehead St,87,71
12/13/2014,St Mary's CA,Creighton,71,67
12/13/2014,Pittsburgh,St Bonaventure,58,54
12/13/2014,WI Green Bay,Drake,64,48
12/13/2014,Portland St,CS Bakersfield,65,59
12/13/2014,Iona,Indiana St,91,84
12/13/2014,MTSU,Akron,62,61
12/13/2014,Ohio,Alcorn St,66,55
12/13/2014,San Diego,New Orleans,85,60
12/13/2014,Northern Arizona,Loy Marymount,71,69
12/13/2014,Loyola-Chicago,Jackson St,58,46
12/13/2014,Southern Miss,Spring Hill,66,56
12/13/2014,Wichita St,Detroit,77,68
12/13/2014,Kentucky,North Carolina,84,70
12/13/2014,Maryland,SC Upstate,67,57
12/13/2014,Fresno St,Cal Poly SLO,63,57
12/13/2014,Texas A&M,Youngstown St,81,63
12/13/2014,Liberty,Bluefield VA,79,61
12/13/2014,Xavier,Missouri,74,58
12/13/2014,UNC Greensboro,ETSU,80,79
12/13/2014,Bowling Green,Cleveland St,67,57
12/13/2014,Kansas,Utah,63,60
12/13/2014,Massachusetts,Canisius,75,58
12/13/2014,Robert Morris,Duquesne,75,59
12/13/2014,W Kentucky,Mississippi,81,74
12/13/2014,East Carolina,James Madison,70,58
12/13/2014,Oregon St,Mississippi St,59,49
12/13/2014,Air Force,Ark Pine Bluff,80,47
12/13/2014,Colorado St,Arkansas-FS,88,60
12/13/2014,Mt St Mary's,Norfolk St,67,64
12/13/2014,Arizona St,Pepperdine,81,74
12/13/2014,Rhode Island,Delaware St,83,44
12/13/2014,Presbyterian,Montreat And,79,68
12/13/2014,Arkansas,Dayton,69,55
12/13/2014,St Francis NY,Mt St Vincent,90,72
12/13/2014,ULL,Centenary,115,59
12/13/2014,Wisconsin,Nicholls St,86,43
12/13/2014,Missouri KC,NE Omaha,79,72
12/13/2014,Murray St,Evansville,81,79
12/13/2014,Oklahoma,Tulsa,87,68
12/14/2014,SF Austin,North Texas,59,48
12/14/2014,Florida,Jacksonville,79,34
12/14/2014,S Illinois,Chicago St,65,50
12/14/2014,Iowa St,Southern Univ,88,78
12/14/2014,UMBC,Longwood,58,53
12/14/2014,Wofford,NC State,55,54
12/14/2014,Illinois St,DePaul,78,72
12/14/2014,Sacred Heart,Mitchell,104,68
12/14/2014,Connecticut,Coppin St,106,85
12/14/2014,Clemson,Auburn,72,61
12/14/2014,Syracuse,Louisiana Tech,71,69
12/14/2014,W Michigan,Pacific,80,72
12/14/2014,Washington,E Washington,81,77
12/14/2014,Michigan St,Oakland,87,61
12/14/2014,West Virginia,Marshall,69,66
12/14/2014,Portland,CS Sacramento,80,75
12/14/2014,Wright St,Miami OH,68,59
12/14/2014,Louisville,UNC Wilmington,68,57
12/14/2014,Kansas St,Savannah St,73,53
12/14/2014,Wake Forest,Samford,86,68
12/14/2014,Boise St,Southern Utah,79,60
12/14/2014,Northwestern,MS Valley St,101,49
12/14/2014,Long Island,NJIT,65,49
12/14/2014,New Hampshire,Colgate,63,57
12/14/2014,Boston Univ,Quinnipiac,71,68
12/14/2014,Boston College,Binghamton,63,49
12/14/2014,St John's,Fordham,74,53
12/14/2014,Vermont,Wagner,61,47
12/14/2014,Penn St,G Washington,64,51
12/14/2014,UAB,UNC Asheville,79,71
12/14/2014,WI Milwaukee,Montana,73,58
12/14/2014,Old Dominion,NC A&T,85,48
12/14/2014,Rutgers,Manhattan,63,55
12/14/2014,Seton Hall,St Peter's,67,52
12/14/2014,Kent,Ark Little Rock,60,55
12/14/2014,Col Charleston,Campbell,58,47
12/14/2014,Virginia Tech,Alabama A&M,65,55
12/14/2014,Jacksonville St,Dartmouth,79,67
12/14/2014,Coastal Car,S Carolina St,57,43
12/14/2014,Florida Intl,FL Gulf Coast,69,63
12/14/2014,Wyoming,Montana St,70,61
12/14/2014,Texas Tech,Prairie View,79,51
12/14/2014,Villanova,Temple,85,62
12/14/2014,N Kentucky,Cin Clermont,107,53
12/14/2014,Tennessee,Butler,67,55
12/15/2014,Gonzaga,TX Southern,94,54
12/15/2014,Cal Poly SLO,San Francisco,78,71
12/15/2014,Grand Canyon,Bethune-Cookman,60,50
12/15/2014,Drake,Jackson St,76,66
12/15/2014,UT San Antonio,TAM C. Christi,73,60
12/15/2014,Cleveland St,Mt Vernon Naz,86,40
12/15/2014,Oral Roberts,Missouri St,80,61
12/15/2014,Oregon St,Grambling,71,43
12/15/2014,Pepperdine,South Alabama,78,68
12/15/2014,Seattle,Northwest WA,84,58
12/15/2014,Georgia Tech,Appalachian St,70,57
12/15/2014,Tennessee Tech,North Florida,82,80
12/15/2014,Duke,Elon,75,62
12/15/2014,Howard,IUPUI,57,47
12/15/2014,Ga Southern,South Florida,68,63
12/15/2014,TN Martin,IL Chicago,81,78
12/15/2014,Memphis,NC Central,81,47
12/15/2014,Lamar,Champion Bap,128,54
12/15/2014,Norfolk St,UVA-Wise,88,49
12/15/2014,Austin Peay,Troy,73,70
12/16/2014,Jacksonville St,UNC Asheville,64,55
12/16/2014,N Illinois,MS Valley St,71,64
12/16/2014,Tulane,Savannah St,75,67
12/16/2014,ULM,Central Bap,78,53
12/16/2014,Texas,Lipscomb,106,61
12/16/2014,Nicholls St,Ark Monticello,81,75
12/16/2014,N Dakota St,Akron,55,46
12/16/2014,Houston,Houston Bap,83,76
12/16/2014,S Illinois,Tennessee St,65,58
12/16/2014,Northern Arizona,St Mary's CA,73,71
12/16/2014,UTEP,SE Louisiana,80,62
12/16/2014,McNeese St,LSU-Alexandria,84,68
12/16/2014,Arizona,Oakland,101,64
12/16/2014,Wichita St,Alabama,53,52
12/16/2014,Oklahoma St,MTSU,68,44
12/16/2014,Vanderbilt,W Carolina,99,79
12/16/2014,Marquette,Arizona St,78,71
12/16/2014,Sam Houston St,E Washington,76,52
12/16/2014,Buffalo,Drexel,80,70
12/16/2014,Lafayette,Susquehanna,91,66
12/16/2014,FL Atlantic,Stetson,79,69
12/16/2014,North Carolina,UNC Greensboro,79,56
12/16/2014,Charlotte,Col Charleston,90,85
12/16/2014,Southern Univ,Champion Bap,114,50
12/16/2014,American Univ,La Salle,68,66
12/16/2014,Oklahoma,Oral Roberts,85,53
12/16/2014,Chattanooga,N Kentucky,93,81
12/16/2014,Marshall,King TN,90,76
12/16/2014,VA Commonwealth,Belmont,78,51
12/16/2014,Indiana St,Truman St,78,68
12/16/2014,Morgan St,UC Irvine,63,62
12/16/2014,Dartmouth,Mercer,67,51
12/16/2014,ETSU,E Kentucky,63,60
12/16/2014,Radford,J&W NC,92,54
12/16/2014,Samford,Presbyterian,81,71
12/17/2014,ULL,Milligan,115,76
12/17/2014,SF Austin,Texas St,66,60
12/17/2014,Murray St,Alcorn St,94,56
12/17/2014,Baylor,New Mexico St,66,55
12/17/2014,Tulsa,Missouri St,74,70
12/17/2014,WI Green Bay,Morehead St,66,50
12/17/2014,SMU,IL Chicago,67,46
12/17/2014,Memphis,SC Upstate,83,73
12/17/2014,Ark Pine Bluff,Houston,61,56
12/17/2014,St Louis,TX Pan American,75,69
12/17/2014,C Michigan,Northwestern,80,67
12/17/2014,Denver,TAM C. Christi,83,73
12/17/2014,NE Omaha,N Colorado,92,82
12/17/2014,Cal Poly SLO,Northeastern,60,58
12/17/2014,New Mexico,Cent Arkansas,76,55
12/17/2014,UNLV,Portland,75,73
12/17/2014,George Mason,Catawba,99,69
12/17/2014,Washington,Grambling,86,38
12/17/2014,Oregon,CS Northridge,79,56
12/17/2014,Michigan St,E Michigan,66,46
12/17/2014,Stanford,Loy Marymount,67,58
12/17/2014,Cincinnati,San Diego St,71,62
12/17/2014,Pepperdine,Howard,53,45
12/17/2014,Incarnate Word,Grand Canyon,82,80
12/17/2014,Auburn,Winthrop,80,62
12/17/2014,Miami OH,Longwood,71,60
12/17/2014,James Madison,Ball St,72,52
12/17/2014,Toledo,Robert Morris,83,57
12/17/2014,Kennesaw,Youngstown St,90,84
12/17/2014,Florida St,North Florida,93,77
12/17/2014,NC State,Tennessee,83,72
12/17/2014,Old Dominion,Georgia St,58,54
12/17/2014,W Kentucky,Chicago St,75,60
12/17/2014,UNC Wilmington,Liberty,73,70
12/17/2014,Pittsburgh,Manhattan,65,56
12/17/2014,Delaware St,St Francis NY,72,64
12/17/2014,North Texas,Langston,78,65
12/17/2014,Wofford,Charleston So,64,58
12/17/2014,UCF,Detroit,75,70
12/17/2014,Illinois,Hampton,73,55
12/17/2014,NC Central,Barber-Scotia,108,52
12/17/2014,Loyola-Chicago,Abilene Chr,83,44
12/17/2014,Illinois St,TN Martin,64,54
12/17/2014,Texas Tech,S Carolina St,101,39
12/17/2014,High Point,Ferrum,106,48
12/17/2014,Campbell,Edwardsville,70,65
12/17/2014,Jacksonville,Gardner Webb,68,65
12/17/2014,Ohio St,NC A&T,97,55
12/17/2014,Arkansas St,Mississippi St,69,55
12/17/2014,St Francis PA,Duquesne,67,52
12/18/2014,South Dakota,Montana St,55,53
12/18/2014,LSU,UAB,79,70
12/18/2014,Evansville,Ohio,81,69
12/18/2014,Austin Peay,Oakland City,76,52
12/18/2014,Bradley,Eureka,80,38
12/18/2014,Mississippi,Coastal Car,71,68
12/18/2014,Jackson St,Southern Miss,66,46
12/18/2014,CS Fullerton,CS Dom. Hills,72,50
12/18/2014,Utah St,CS Bakersfield,57,56
12/18/2014,Duke,Connecticut,66,56
12/18/2014,Oregon St,DePaul,90,59
12/18/2014,Idaho,Walla Walla,86,39
12/18/2014,San Francisco,Portland St,77,40
12/18/2014,Pacific,Nevada,69,65
12/18/2014,Louisiana Tech,Nicholls St,79,54
12/18/2014,Seton Hall,South Florida,89,69
12/18/2014,Temple,Delaware,82,62
12/18/2014,Virginia,Cleveland St,70,54
12/18/2014,Canisius,Stony Brook,60,59
12/18/2014,Charlotte,Appalachian St,75,65
12/18/2014,Rice,St Thomas TX,72,61
12/18/2014,Quinnipiac,Lehigh,80,65
12/18/2014,Long Island,Florida Intl,69,58
12/18/2014,S Dakota St,Idaho St,75,72
12/18/2014,Rider,Morgan St,62,48
12/18/2014,Yale,Vermont,57,56
12/18/2014,Ga Southern,Stetson,76,67
12/18/2014,Wright St,W Carolina,69,56
12/18/2014,Richmond,South Alabama,65,54
12/19/2014,Loyola-Chicago,Southern Utah,73,57
12/19/2014,Texas Tech,Ark Pine Bluff,72,51
12/19/2014,Princeton,Lipscomb,77,55
12/19/2014,Minnesota,Seattle,92,57
12/19/2014,SE Louisiana,Winthrop,81,71
12/19/2014,Tennessee,Tennessee Tech,61,58
12/19/2014,Alabama,Stillman,69,49
12/19/2014,William & Mary,Washington MD,86,46
12/19/2014,FL Gulf Coast,Furman,83,78
12/19/2014,S Dakota St,CS Bakersfield,53,49
12/19/2014,Lamar,Milligan,80,53
12/19/2014,Utah St,Idaho St,69,56
12/19/2014,California,E Washington,78,67
12/19/2014,Arizona,UTEP,60,55
12/19/2014,ULM,LSU-Alexandria,76,71
12/19/2014,Hawaii,Chaminade,94,63
12/19/2014,North Dakota,Dickinson St ND,78,48
12/19/2014,New Orleans,S Illinois,56,52
12/19/2014,Colorado St,Denver,85,84
12/19/2014,Creighton,TX Pan American,75,60
12/19/2014,Marquette,Alabama A&M,83,49
12/19/2014,Bucknell,Case Western,88,65
12/19/2014,Buffalo,Niagara,88,62
12/19/2014,St John's,St Mary's CA,53,47
12/19/2014,Dartmouth,N Illinois,58,55
12/19/2014,Kent,NC A&T,71,57
12/19/2014,Youngstown St,Wilberforce,92,71
12/19/2014,MTSU,Chattanooga,68,58
12/19/2014,Tulane,Jackson St,56,49
12/19/2014,Norfolk St,Northern Arizona,81,62
12/19/2014,Radford,Siena,76,66
12/19/2014,C Michigan,Concordia MI,97,60
12/19/2014,Liberty,Central Penn,94,65
12/19/2014,Gardner Webb,Hiwassee,91,71
12/19/2014,Old Dominion,MD E Shore,60,43
12/19/2014,Hampton,Tennessee St,66,54
12/19/2014,Santa Barbara,San Diego Chr,69,46
12/19/2014,E Kentucky,Miami FL,72,44
12/19/2014,South Carolina,Clemson,68,45
12/19/2014,North Florida,Florida A&M,83,65
12/19/2014,Mercer,Bethune-Cookman,67,46
12/19/2014,N Kentucky,Morehead St,83,60
12/20/2014,Valparaiso,IPFW,75,72
12/20/2014,Dayton,Boston Univ,78,62
12/20/2014,Incarnate Word,Missouri KC,110,104
12/20/2014,St Joseph's PA,Marist,75,58
12/20/2014,George Mason,Iona,86,81
12/20/2014,Manhattan,Morgan St,73,69
12/20/2014,Edwardsville,WI Milwaukee,61,56
12/20/2014,TCU,UT San Antonio,88,57
12/20/2014,Texas,Long Beach St,78,68
12/20/2014,Columbia,Hofstra,82,77
12/20/2014,NJIT,Central Conn,84,76
12/20/2014,CS Bakersfield,Idaho St,59,50
12/20/2014,UC Riverside,Houston Bap,78,67
12/20/2014,Florida,Wake Forest,63,50
12/20/2014,High Point,James Madison,80,71
12/20/2014,Rhode Island,Detroit,69,55
12/20/2014,UC Davis,Air Force,81,75
12/20/2014,Northwestern LA,ULL,89,85
12/20/2014,Northeastern,Santa Clara,78,72
12/20/2014,Sam Houston St,Prairie View,61,44
12/20/2014,Auburn,Xavier,89,88
12/20/2014,Texas St,Huston-Tillot,90,56
12/20/2014,TX Southern,Michigan St,71,64
12/20/2014,Sacred Heart,New Hampshire,73,60
12/20/2014,Indiana,Butler,82,73
12/20/2014,Iowa St,Drake,83,54
12/20/2014,Notre Dame,Purdue,94,63
12/20/2014,S Dakota St,Utah St,68,65
12/20/2014,BYU,Stanford,79,77
12/20/2014,North Carolina,Ohio St,82,74
12/20/2014,Washington,Oklahoma,69,67
12/20/2014,Gonzaga,Cal Poly SLO,63,50
12/20/2014,Utah,UNLV,59,46
12/20/2014,Kansas St,Texas A&M,71,64
12/20/2014,Richmond,Pepperdine,65,63
12/20/2014,Northern Iowa,Iowa,56,44
12/20/2014,N Colorado,Jacksonville St,69,60
12/20/2014,New Mexico,New Mexico St,69,67
12/20/2014,Grand Canyon,St Edward's,81,55
12/20/2014,E Michigan,Missouri St,77,65
12/20/2014,Arkansas,SE Missouri St,84,67
12/20/2014,Weber St,Utah Valley,73,61
12/20/2014,San Diego St,Ball St,70,57
12/20/2014,TAM C. Christi,CS Northridge,75,68
12/20/2014,Portland,Montana St,87,60
12/20/2014,West Virginia,NC State,83,69
12/20/2014,Lehigh,Arizona St,84,81
12/20/2014,Pacific,Fresno St,71,68
12/20/2014,Wyoming,Southern Univ,57,39
12/20/2014,Boise St,Abilene Chr,77,33
12/20/2014,Belmont,Fairfield,73,61
12/20/2014,S Carolina St,Houston,71,63
